V: 200
E: 1990
Edge_Id Vi  Vj
e1      1   2
e2      1   4
e3      1   45
e4      1   49
e5      1   56
e6      1   76
e7      1   108
e8      1   114
e9      1   135
e10     1   191
e11     2   3
e12     2   4
e13     2   21
e14     2   42
e15     2   46
e16     2   69
e17     2   72
e18     2   79
e19     2   118
e20     2   121
e21     2   134
e22     2   135
e23     2   139
e24     2   142
e25     2   155
e26     2   189
e27     3   4
e28     3   12
e29     3   16
e30     3   24
e31     3   32
e32     3   51
e33     3   59
e34     3   60
e35     3   76
e36     3   94
e37     3   102
e38     3   107
e39     3   116
e40     3   138
e41     3   142
e42     3   160
e43     3   180
e44     3   182
e45     3   196
e46     4   5
e47     4   13
e48     4   38
e49     4   59
e50     4   66
e51     4   84
e52     4   86
e53     4   131
e54     4   136
e55     4   146
e56     4   174
e57     4   180
e58     4   186
e59     4   199
e60     5   6
e61     5   30
e62     5   59
e63     5   67
e64     5   70
e65     5   79
e66     5   90
e67     5   110
e68     5   118
e69     5   136
e70     5   140
e71     5   158
e72     5   167
e73     5   192
e74     6   7
e75     6   9
e76     6   17
e77     6   30
e78     6   60
e79     6   68
e80     6   72
e81     6   84
e82     6   88
e83     6   89
e84     6   104
e85     6   113
e86     6   118
e87     6   124
e88     6   125
e89     6   129
e90     6   139
e91     6   150
e92     6   153
e93     6   154
e94     6   169
e95     6   171
e96     6   176
e97     6   184
e98     6   199
e99     7   8
e100    7   14
e101    7   18
e102    7   30
e103    7   31
e104    7   36
e105    7   60
e106    7   65
e107    7   94
e108    7   122
e109    7   127
e110    7   128
e111    7   138
e112    7   152
e113    7   161
e114    7   191
e115    8   9
e116    8   12
e117    8   17
e118    8   22
e119    8   23
e120    8   43
e121    8   58
e122    8   67
e123    8   76
e124    8   78
e125    8   107
e126    8   124
e127    8   141
e128    8   150
e129    8   166
e130    8   175
e131    8   176
e132    8   184
e133    8   189
e134    9   10
e135    9   13
e136    9   28
e137    9   38
e138    9   50
e139    9   86
e140    9   87
e141    9   96
e142    9   99
e143    9   121
e144    9   122
e145    9   127
e146    9   130
e147    9   132
e148    9   151
e149    9   153
e150    9   155
e151    9   169
e152    10  11
e153    10  20
e154    10  26
e155    10  27
e156    10  31
e157    10  54
e158    10  64
e159    10  69
e160    10  72
e161    10  75
e162    10  89
e163    10  94
e164    10  101
e165    10  110
e166    10  117
e167    10  120
e168    10  136
e169    10  144
e170    10  145
e171    10  158
e172    10  163
e173    10  175
e174    10  184
e175    10  195
e176    11  12
e177    11  63
e178    11  67
e179    11  95
e180    11  98
e181    11  103
e182    11  104
e183    11  111
e184    11  122
e185    11  124
e186    11  133
e187    11  137
e188    11  142
e189    11  144
e190    11  151
e191    11  166
e192    11  183
e193    11  186
e194    11  188
e195    11  190
e196    11  194
e197    12  13
e198    12  16
e199    12  25
e200    12  26
e201    12  40
e202    12  49
e203    12  58
e204    12  75
e205    12  80
e206    12  148
e207    12  164
e208    12  169
e209    12  175
e210    12  176
e211    12  179
e212    12  181
e213    12  185
e214    12  187
e215    13  14
e216    13  20
e217    13  30
e218    13  32
e219    13  35
e220    13  62
e221    13  85
e222    13  89
e223    13  100
e224    13  102
e225    13  116
e226    13  172
e227    13  184
e228    14  15
e229    14  28
e230    14  59
e231    14  69
e232    14  72
e233    14  76
e234    14  78
e235    14  128
e236    14  137
e237    14  150
e238    14  152
e239    14  166
e240    14  181
e241    14  184
e242    14  198
e243    15  16
e244    15  23
e245    15  26
e246    15  36
e247    15  37
e248    15  73
e249    15  86
e250    15  110
e251    15  115
e252    15  120
e253    15  122
e254    15  125
e255    15  141
e256    15  154
e257    15  193
e258    16  17
e259    16  32
e260    16  60
e261    16  62
e262    16  76
e263    16  88
e264    16  89
e265    16  109
e266    16  118
e267    16  120
e268    16  125
e269    16  150
e270    16  165
e271    16  183
e272    17  18
e273    17  19
e274    17  32
e275    17  35
e276    17  41
e277    17  58
e278    17  63
e279    17  72
e280    17  80
e281    17  81
e282    17  88
e283    17  90
e284    17  92
e285    17  93
e286    17  99
e287    17  109
e288    17  119
e289    17  157
e290    17  170
e291    18  19
e292    18  40
e293    18  48
e294    18  71
e295    18  97
e296    18  109
e297    18  116
e298    18  118
e299    18  120
e300    18  122
e301    18  146
e302    18  163
e303    18  173
e304    18  174
e305    18  181
e306    18  183
e307    18  198
e308    19  20
e309    19  44
e310    19  49
e311    19  60
e312    19  64
e313    19  93
e314    19  94
e315    19  125
e316    19  127
e317    19  132
e318    19  134
e319    19  155
e320    19  157
e321    19  176
e322    19  187
e323    19  189
e324    19  199
e325    19  200
e326    20  21
e327    20  27
e328    20  32
e329    20  41
e330    20  48
e331    20  51
e332    20  58
e333    20  75
e334    20  90
e335    20  95
e336    20  98
e337    20  103
e338    20  111
e339    20  125
e340    20  144
e341    20  154
e342    20  181
e343    20  196
e344    21  22
e345    21  29
e346    21  34
e347    21  44
e348    21  71
e349    21  72
e350    21  81
e351    21  85
e352    21  90
e353    21  95
e354    21  114
e355    21  118
e356    21  120
e357    21  133
e358    21  141
e359    21  152
e360    21  154
e361    21  178
e362    21  184
e363    21  197
e364    22  23
e365    22  25
e366    22  30
e367    22  43
e368    22  51
e369    22  57
e370    22  66
e371    22  75
e372    22  76
e373    22  80
e374    22  111
e375    22  126
e376    22  127
e377    22  185
e378    23  24
e379    23  25
e380    23  33
e381    23  49
e382    23  55
e383    23  57
e384    23  76
e385    23  83
e386    23  89
e387    23  95
e388    23  126
e389    23  136
e390    23  139
e391    23  152
e392    23  158
e393    23  175
e394    23  197
e395    24  25
e396    24  27
e397    24  30
e398    24  34
e399    24  38
e400    24  40
e401    24  55
e402    24  57
e403    24  67
e404    24  68
e405    24  72
e406    24  73
e407    24  104
e408    24  116
e409    24  137
e410    24  142
e411    24  171
e412    24  182
e413    24  183
e414    24  186
e415    24  197
e416    25  26
e417    25  40
e418    25  55
e419    25  57
e420    25  60
e421    25  75
e422    25  83
e423    25  84
e424    25  88
e425    25  95
e426    25  104
e427    25  112
e428    25  119
e429    25  122
e430    25  125
e431    25  129
e432    25  151
e433    25  158
e434    25  165
e435    25  181
e436    25  183
e437    25  186
e438    25  193
e439    25  200
e440    26  27
e441    26  31
e442    26  32
e443    26  36
e444    26  48
e445    26  56
e446    26  60
e447    26  61
e448    26  85
e449    26  97
e450    26  102
e451    26  108
e452    26  111
e453    26  113
e454    26  120
e455    26  121
e456    26  134
e457    26  135
e458    26  139
e459    26  153
e460    26  158
e461    26  164
e462    26  177
e463    27  28
e464    27  44
e465    27  75
e466    27  81
e467    27  84
e468    27  97
e469    27  104
e470    27  109
e471    27  117
e472    27  118
e473    27  135
e474    27  163
e475    27  170
e476    27  185
e477    28  29
e478    28  48
e479    28  50
e480    28  75
e481    28  92
e482    28  99
e483    28  102
e484    28  104
e485    28  113
e486    28  139
e487    28  150
e488    28  158
e489    28  164
e490    28  178
e491    28  192
e492    29  30
e493    29  32
e494    29  50
e495    29  84
e496    29  101
e497    29  105
e498    29  106
e499    29  111
e500    29  118
e501    29  125
e502    29  126
e503    29  127
e504    29  143
e505    29  167
e506    29  169
e507    29  180
e508    30  31
e509    30  38
e510    30  48
e511    30  82
e512    30  90
e513    30  97
e514    30  112
e515    30  117
e516    30  120
e517    30  174
e518    30  183
e519    30  185
e520    30  199
e521    31  32
e522    31  48
e523    31  60
e524    31  79
e525    31  93
e526    31  98
e527    31  104
e528    31  111
e529    31  122
e530    31  125
e531    31  127
e532    31  140
e533    31  171
e534    31  187
e535    31  192
e536    31  197
e537    31  198
e538    32  33
e539    32  34
e540    32  36
e541    32  52
e542    32  56
e543    32  59
e544    32  64
e545    32  67
e546    32  74
e547    32  76
e548    32  77
e549    32  86
e550    32  89
e551    32  115
e552    32  123
e553    32  125
e554    32  131
e555    32  132
e556    32  141
e557    32  153
e558    32  167
e559    32  168
e560    32  176
e561    32  180
e562    32  199
e563    33  34
e564    33  37
e565    33  44
e566    33  62
e567    33  66
e568    33  67
e569    33  69
e570    33  77
e571    33  87
e572    33  96
e573    33  114
e574    33  117
e575    33  120
e576    33  140
