V: 200
E: 9950
Edge_Id Vi  Vj
e1      1   2
e2      1   3
e3      1   5
e4      1   6
e5      1   12
e6      1   15
e7      1   17
e8      1   21
e9      1   28
e10     1   34
e11     1   43
e12     1   44
e13     1   52
e14     1   60
e15     1   64
e16     1   65
e17     1   67
e18     1   69
e19     1   70
e20     1   76
e21     1   82
e22     1   85
e23     1   87
e24     1   89
e25     1   90
e26     1   103
e27     1   106
e28     1   108
e29     1   112
e30     1   114
e31     1   115
e32     1   119
e33     1   121
e34     1   123
e35     1   124
e36     1   125
e37     1   131
e38     1   133
e39     1   137
e40     1   140
e41     1   142
e42     1   143
e43     1   145
e44     1   147
e45     1   148
e46     1   149
e47     1   151
e48     1   157
e49     1   158
e50     1   160
e51     1   163
e52     1   165
e53     1   168
e54     1   169
e55     1   170
e56     1   173
e57     1   182
e58     1   184
e59     1   185
e60     1   187
e61     1   189
e62     1   195
e63     2   3
e64     2   4
e65     2   5
e66     2   6
e67     2   10
e68     2   11
e69     2   12
e70     2   13
e71     2   14
e72     2   17
e73     2   22
e74     2   25
e75     2   27
e76     2   30
e77     2   31
e78     2   32
e79     2   34
e80     2   38
e81     2   41
e82     2   43
e83     2   45
e84     2   46
e85     2   47
e86     2   48
e87     2   49
e88     2   50
e89     2   51
e90     2   53
e91     2   54
e92     2   56
e93     2   57
e94     2   59
e95     2   61
e96     2   62
e97     2   63
e98     2   67
e99     2   68
e100    2   69
e101    2   70
e102    2   76
e103    2   77
e104    2   78
e105    2   80
e106    2   81
e107    2   83
e108    2   84
e109    2   85
e110    2   86
e111    2   88
e112    2   90
e113    2   91
e114    2   93
e115    2   95
e116    2   96
e117    2   97
e118    2   98
e119    2   100
e120    2   107
e121    2   112
e122    2   114
e123    2   115
e124    2   116
e125    2   117
e126    2   119
e127    2   120
e128    2   124
e129    2   126
e130    2   127
e131    2   129
e132    2   130
e133    2   131
e134    2   133
e135    2   134
e136    2   135
e137    2   138
e138    2   141
e139    2   142
e140    2   143
e141    2   145
e142    2   146
e143    2   147
e144    2   148
e145    2   149
e146    2   151
e147    2   155
e148    2   156
e149    2   158
e150    2   159
e151    2   160
e152    2   161
e153    2   162
e154    2   163
e155    2   165
e156    2   166
e157    2   170
e158    2   171
e159    2   176
e160    2   178
e161    2   182
e162    2   184
e163    2   185
e164    2   187
e165    2   193
e166    2   196
e167    2   198
e168    3   4
e169    3   6
e170    3   8
e171    3   9
e172    3   10
e173    3   13
e174    3   15
e175    3   16
e176    3   17
e177    3   18
e178    3   19
e179    3   20
e180    3   26
e181    3   27
e182    3   29
e183    3   31
e184    3   32
e185    3   34
e186    3   36
e187    3   37
e188    3   40
e189    3   41
e190    3   43
e191    3   45
e192    3   47
e193    3   49
e194    3   53
e195    3   54
e196    3   55
e197    3   56
e198    3   58
e199    3   61
e200    3   62
e201    3   64
e202    3   65
e203    3   70
e204    3   72
e205    3   73
e206    3   76
e207    3   78
e208    3   82
e209    3   83
e210    3   86
e211    3   87
e212    3   88
e213    3   89
e214    3   90
e215    3   91
e216    3   93
e217    3   94
e218    3   97
e219    3   98
e220    3   100
e221    3   103
e222    3   104
e223    3   105
e224    3   106
e225    3   108
e226    3   110
e227    3   111
e228    3   112
e229    3   116
e230    3   118
e231    3   119
e232    3   122
e233    3   124
e234    3   125
e235    3   126
e236    3   127
e237    3   129
e238    3   130
e239    3   131
e240    3   133
e241    3   138
e242    3   139
e243    3   140
e244    3   141
e245    3   144
e246    3   146
e247    3   148
e248    3   153
e249    3   154
e250    3   156
e251    3   157
e252    3   165
e253    3   166
e254    3   167
e255    3   170
e256    3   171
e257    3   173
e258    3   176
e259    3   177
e260    3   180
e261    3   184
e262    3   185
e263    3   191
e264    3   192
e265    3   197
e266    3   199
e267    4   5
e268    4   6
e269    4   7
e270    4   8
e271    4   10
e272    4   11
e273    4   13
e274    4   18
e275    4   20
e276    4   22
e277    4   23
e278    4   27
e279    4   28
e280    4   31
e281    4   35
e282    4   40
e283    4   41
e284    4   44
e285    4   46
e286    4   47
e287    4   48
e288    4   50
e289    4   51
e290    4   55
e291    4   57
e292    4   58
e293    4   59
e294    4   62
e295    4   64
e296    4   65
e297    4   66
e298    4   67
e299    4   68
e300    4   69
e301    4   73
e302    4   74
e303    4   77
e304    4   78
e305    4   79
e306    4   80
e307    4   81
e308    4   82
e309    4   85
e310    4   87
e311    4   89
e312    4   90
e313    4   91
e314    4   94
e315    4   95
e316    4   96
e317    4   97
e318    4   102
e319    4   106
e320    4   108
e321    4   111
e322    4   112
e323    4   113
e324    4   115
e325    4   116
e326    4   117
e327    4   118
e328    4   119
e329    4   121
e330    4   123
e331    4   125
e332    4   126
e333    4   127
e334    4   128
e335    4   131
e336    4   132
e337    4   136
e338    4   138
e339    4   139
e340    4   142
e341    4   143
e342    4   144
e343    4   145
e344    4   151
e345    4   154
e346    4   155
e347    4   156
e348    4   159
e349    4   160
e350    4   164
e351    4   166
e352    4   169
e353    4   170
e354    4   171
e355    4   175
e356    4   177
e357    4   180
e358    4   182
e359    4   183
e360    4   184
e361    4   186
e362    4   188
e363    4   193
e364    4   194
e365    4   199
e366    5   6
e367    5   7
e368    5   8
e369    5   12
e370    5   13
e371    5   17
e372    5   18
e373    5   19
e374    5   20
e375    5   21
e376    5   22
e377    5   23
e378    5   24
e379    5   25
e380    5   26
e381    5   27
e382    5   28
e383    5   32
e384    5   33
e385    5   34
e386    5   37
e387    5   38
e388    5   42
e389    5   43
e390    5   44
e391    5   45
e392    5   46
e393    5   48
e394    5   50
e395    5   51
e396    5   53
e397    5   55
e398    5   57
e399    5   60
e400    5   63
e401    5   64
e402    5   67
e403    5   68
e404    5   69
e405    5   71
e406    5   73
e407    5   74
e408    5   76
e409    5   82
e410    5   83
e411    5   86
e412    5   89
e413    5   90
e414    5   92
e415    5   94
e416    5   95
e417    5   104
e418    5   105
e419    5   108
e420    5   109
e421    5   110
e422    5   116
e423    5   119
e424    5   122
e425    5   123
e426    5   125
e427    5   126
e428    5   129
e429    5   130
e430    5   133
e431    5   134
e432    5   135
e433    5   136
e434    5   138
e435    5   140
e436    5   141
e437    5   142
e438    5   144
e439    5   146
e440    5   148
e441    5   149
e442    5   151
e443    5   156
e444    5   158
e445    5   163
e446    5   164
e447    5   167
e448    5   168
e449    5   169
e450    5   173
e451    5   182
e452    5   185
e453    5   186
e454    5   189
e455    5   190
e456    5   193
e457    5   195
e458    5   196
e459    6   7
e460    6   8
e461    6   9
e462    6   10
e463    6   11
e464    6   12
e465    6   16
e466    6   17
e467    6   18
e468    6   19
e469    6   20
e470    6   22
e471    6   24
e472    6   25
e473    6   28
e474    6   30
e475    6   32
e476    6   33
e477    6   37
