V: 120
E: 4998
Edge_Id Vi  Vj
e1      1   2
e2      1   3
e3      1   4
e4      1   8
e5      1   9
e6      1   10
e7      1   15
e8      1   16
e9      1   17
e10     1   19
e11     1   21
e12     1   29
e13     1   32
e14     1   33
e15     1   35
e16     1   42
e17     1   43
e18     1   47
e19     1   48
e20     1   49
e21     1   54
e22     1   55
e23     1   56
e24     1   57
e25     1   58
e26     1   61
e27     1   62
e28     1   63
e29     1   66
e30     1   68
e31     1   69
e32     1   72
e33     1   81
e34     1   82
e35     1   86
e36     1   87
e37     1   88
e38     1   89
e39     1   90
e40     1   92
e41     1   97
e42     1   99
e43     1   100
e44     1   102
e45     1   107
e46     1   108
e47     1   109
e48     1   111
e49     1   113
e50     1   115
e51     1   116
e52     1   118
e53     1   120
e54     2   3
e55     2   4
e56     2   5
e57     2   6
e58     2   9
e59     2   10
e60     2   11
e61     2   12
e62     2   15
e63     2   17
e64     2   18
e65     2   19
e66     2   20
e67     2   21
e68     2   26
e69     2   27
e70     2   28
e71     2   30
e72     2   33
e73     2   34
e74     2   35
e75     2   36
e76     2   37
e77     2   40
e78     2   41
e79     2   43
e80     2   44
e81     2   45
e82     2   46
e83     2   49
e84     2   50
e85     2   51
e86     2   52
e87     2   53
e88     2   54
e89     2   55
e90     2   56
e91     2   58
e92     2   60
e93     2   63
e94     2   64
e95     2   66
e96     2   67
e97     2   68
e98     2   69
e99     2   72
e100    2   73
e101    2   74
e102    2   75
e103    2   77
e104    2   78
e105    2   79
e106    2   80
e107    2   81
e108    2   83
e109    2   84
e110    2   85
e111    2   88
e112    2   89
e113    2   90
e114    2   91
e115    2   92
e116    2   93
e117    2   95
e118    2   96
e119    2   98
e120    2   99
e121    2   100
e122    2   101
e123    2   102
e124    2   103
e125    2   104
e126    2   107
e127    2   111
e128    2   113
e129    2   114
e130    2   115
e131    2   116
e132    2   118
e133    2   119
e134    2   120
e135    3   4
e136    3   5
e137    3   8
e138    3   9
e139    3   12
e140    3   13
e141    3   14
e142    3   15
e143    3   16
e144    3   18
e145    3   20
e146    3   22
e147    3   23
e148    3   24
e149    3   25
e150    3   27
e151    3   28
e152    3   29
e153    3   31
e154    3   32
e155    3   34
e156    3   35
e157    3   36
e158    3   37
e159    3   39
e160    3   40
e161    3   41
e162    3   44
e163    3   49
e164    3   50
e165    3   51
e166    3   52
e167    3   53
e168    3   54
e169    3   55
e170    3   56
e171    3   57
e172    3   58
e173    3   60
e174    3   61
e175    3   62
e176    3   66
e177    3   68
e178    3   70
e179    3   71
e180    3   74
e181    3   75
e182    3   76
e183    3   77
e184    3   78
e185    3   79
e186    3   80
e187    3   81
e188    3   82
e189    3   83
e190    3   84
e191    3   86
e192    3   88
e193    3   89
e194    3   90
e195    3   91
e196    3   93
e197    3   94
e198    3   96
e199    3   97
e200    3   98
e201    3   100
e202    3   101
e203    3   103
e204    3   104
e205    3   105
e206    3   106
e207    3   109
e208    3   111
e209    3   114
e210    3   116
e211    3   117
e212    3   118
e213    3   119
e214    4   5
e215    4   7
e216    4   9
e217    4   10
e218    4   13
e219    4   14
e220    4   15
e221    4   16
e222    4   18
e223    4   21
e224    4   23
e225    4   24
e226    4   25
e227    4   27
e228    4   28
e229    4   31
e230    4   32
e231    4   33
e232    4   34
e233    4   35
e234    4   36
e235    4   38
e236    4   39
e237    4   40
e238    4   42
e239    4   43
e240    4   44
e241    4   45
e242    4   46
e243    4   47
e244    4   48
e245    4   50
e246    4   53
e247    4   54
e248    4   55
e249    4   56
e250    4   57
e251    4   58
e252    4   59
e253    4   61
e254    4   62
e255    4   64
e256    4   65
e257    4   66
e258    4   67
e259    4   68
e260    4   69
e261    4   72
e262    4   74
e263    4   75
e264    4   76
e265    4   77
e266    4   78
e267    4   80
e268    4   82
e269    4   83
e270    4   84
e271    4   87
e272    4   89
e273    4   91
e274    4   92
e275    4   93
e276    4   94
e277    4   95
e278    4   96
e279    4   98
e280    4   99
e281    4   102
e282    4   105
e283    4   106
e284    4   108
e285    4   109
e286    4   111
e287    4   112
e288    4   114
e289    4   116
e290    4   117
e291    4   118
e292    5   6
e293    5   7
e294    5   8
e295    5   9
e296    5   10
e297    5   12
e298    5   13
e299    5   16
e300    5   17
e301    5   19
e302    5   21
e303    5   22
e304    5   23
e305    5   24
e306    5   25
e307    5   26
e308    5   29
e309    5   30
e310    5   31
e311    5   33
e312    5   36
e313    5   38
e314    5   39
e315    5   41
e316    5   42
e317    5   44
e318    5   45
e319    5   46
e320    5   49
e321    5   50
e322    5   51
e323    5   52
e324    5   53
e325    5   57
e326    5   58
e327    5   59
e328    5   60
e329    5   61
e330    5   62
e331    5   64
e332    5   65
e333    5   68
e334    5   71
e335    5   74
e336    5   77
e337    5   78
e338    5   80
e339    5   81
e340    5   82
e341    5   83
e342    5   84
e343    5   85
e344    5   87
e345    5   89
e346    5   90
e347    5   92
e348    5   96
e349    5   97
e350    5   98
e351    5   99
e352    5   100
e353    5   103
e354    5   104
e355    5   105
e356    5   106
e357    5   107
e358    5   109
e359    5   110
e360    5   111
e361    5   113
e362    5   114
e363    5   115
e364    5   116
e365    5   117
e366    5   119
e367    6   7
e368    6   8
e369    6   11
e370    6   12
e371    6   13
e372    6   14
e373    6   15
e374    6   16
e375    6   17
e376    6   18
e377    6   20
e378    6   22
e379    6   24
e380    6   25
e381    6   26
e382    6   27
e383    6   29
e384    6   31
e385    6   32
e386    6   33
e387    6   34
e388    6   37
e389    6   38
e390    6   39
e391    6   40
e392    6   41
e393    6   42
e394    6   43
e395    6   45
e396    6   46
e397    6   47
e398    6   50
e399    6   52
e400    6   53
e401    6   55
e402    6   60
e403    6   61
e404    6   62
e405    6   63
e406    6   64
e407    6   65
e408    6   66
e409    6   67
e410    6   68
e411    6   69
e412    6   71
e413    6   73
e414    6   74
e415    6   75
e416    6   76
e417    6   77
e418    6   78
e419    6   80
e420    6   82
e421    6   83
e422    6   85
e423    6   86
e424    6   88
e425    6   89
e426    6   92
e427    6   93
e428    6   95
e429    6   98
e430    6   99
e431    6   100
e432    6   101
e433    6   104
e434    6   106
e435    6   108
e436    6   109
e437    6   110
e438    6   111
e439    6   112
e440    6   113
e441    6   114
e442    6   116
e443    6   117
e444    6   118
e445    7   8
e446    7   9
e447    7   10
e448    7   12
e449    7   13
e450    7   14
e451    7   18
e452    7   21
e453    7   22
e454    7   24
e455    7   25
e456    7   26
e457    7   27
e458    7   28
e459    7   30
e460    7   33
e461    7   34
e462    7   35
e463    7   36
e464    7   37
e465    7   40
e466    7   41
e467    7   42
e468    7   43
e469    7   44
e470    7   45
e471    7   46
e472    7   47
e473    7   48
e474    7   49
e475    7   50
e476    7   52
e477    7   53
