V: 200
E: 13930
Edge_Id Vi  Vj
e1      1   2
e2      1   4
e3      1   10
e4      1   11
e5      1   12
e6      1   15
e7      1   16
e8      1   17
e9      1   19
e10     1   21
e11     1   22
e12     1   26
e13     1   27
e14     1   31
e15     1   37
e16     1   38
e17     1   42
e18     1   43
e19     1   44
e20     1   46
e21     1   48
e22     1   49
e23     1   50
e24     1   51
e25     1   57
e26     1   58
e27     1   59
e28     1   60
e29     1   61
e30     1   62
e31     1   68
e32     1   73
e33     1   78
e34     1   79
e35     1   80
e36     1   83
e37     1   87
e38     1   89
e39     1   91
e40     1   93
e41     1   97
e42     1   98
e43     1   99
e44     1   101
e45     1   105
e46     1   106
e47     1   109
e48     1   110
e49     1   111
e50     1   116
e51     1   117
e52     1   118
e53     1   119
e54     1   120
e55     1   124
e56     1   125
e57     1   126
e58     1   129
e59     1   130
e60     1   135
e61     1   136
e62     1   138
e63     1   139
e64     1   140
e65     1   144
e66     1   146
e67     1   147
e68     1   149
e69     1   151
e70     1   153
e71     1   154
e72     1   156
e73     1   157
e74     1   158
e75     1   160
e76     1   161
e77     1   163
e78     1   164
e79     1   165
e80     1   166
e81     1   168
e82     1   169
e83     1   172
e84     1   173
e85     1   175
e86     1   176
e87     1   182
e88     1   183
e89     1   188
e90     1   191
e91     1   192
e92     1   194
e93     1   195
e94     1   196
e95     1   198
e96     1   199
e97     2   3
e98     2   4
e99     2   5
e100    2   6
e101    2   8
e102    2   9
e103    2   12
e104    2   15
e105    2   16
e106    2   17
e107    2   18
e108    2   20
e109    2   21
e110    2   24
e111    2   25
e112    2   27
e113    2   29
e114    2   30
e115    2   31
e116    2   34
e117    2   35
e118    2   36
e119    2   37
e120    2   38
e121    2   39
e122    2   40
e123    2   41
e124    2   42
e125    2   43
e126    2   45
e127    2   46
e128    2   47
e129    2   48
e130    2   49
e131    2   50
e132    2   51
e133    2   53
e134    2   54
e135    2   55
e136    2   56
e137    2   58
e138    2   60
e139    2   61
e140    2   62
e141    2   63
e142    2   64
e143    2   65
e144    2   66
e145    2   67
e146    2   68
e147    2   69
e148    2   70
e149    2   72
e150    2   73
e151    2   76
e152    2   77
e153    2   78
e154    2   79
e155    2   80
e156    2   81
e157    2   82
e158    2   84
e159    2   86
e160    2   87
e161    2   88
e162    2   90
e163    2   93
e164    2   94
e165    2   96
e166    2   97
e167    2   99
e168    2   103
e169    2   107
e170    2   109
e171    2   110
e172    2   111
e173    2   113
e174    2   114
e175    2   115
e176    2   119
e177    2   122
e178    2   123
e179    2   124
e180    2   125
e181    2   126
e182    2   127
e183    2   130
e184    2   131
e185    2   132
e186    2   133
e187    2   135
e188    2   136
e189    2   137
e190    2   140
e191    2   141
e192    2   142
e193    2   143
e194    2   144
e195    2   145
e196    2   146
e197    2   148
e198    2   149
e199    2   150
e200    2   153
e201    2   154
e202    2   155
e203    2   156
e204    2   158
e205    2   160
e206    2   163
e207    2   166
e208    2   168
e209    2   169
e210    2   171
e211    2   172
e212    2   173
e213    2   174
e214    2   175
e215    2   176
e216    2   177
e217    2   178
e218    2   179
e219    2   180
e220    2   181
e221    2   182
e222    2   184
e223    2   186
e224    2   187
e225    2   188
e226    2   190
e227    2   191
e228    2   196
e229    2   197
e230    2   198
e231    2   199
e232    3   4
e233    3   5
e234    3   6
e235    3   7
e236    3   8
e237    3   9
e238    3   10
e239    3   12
e240    3   14
e241    3   15
e242    3   16
e243    3   17
e244    3   18
e245    3   19
e246    3   20
e247    3   21
e248    3   22
e249    3   23
e250    3   24
e251    3   25
e252    3   27
e253    3   29
e254    3   30
e255    3   31
e256    3   34
e257    3   35
e258    3   37
e259    3   38
e260    3   39
e261    3   40
e262    3   41
e263    3   42
e264    3   43
e265    3   45
e266    3   47
e267    3   48
e268    3   49
e269    3   50
e270    3   52
e271    3   56
e272    3   57
e273    3   58
e274    3   59
e275    3   60
e276    3   61
e277    3   63
e278    3   65
e279    3   66
e280    3   67
e281    3   68
e282    3   70
e283    3   71
e284    3   72
e285    3   73
e286    3   74
e287    3   75
e288    3   77
e289    3   78
e290    3   80
e291    3   81
e292    3   82
e293    3   83
e294    3   84
e295    3   85
e296    3   87
e297    3   89
e298    3   91
e299    3   93
e300    3   94
e301    3   96
e302    3   98
e303    3   99
e304    3   100
e305    3   101
e306    3   102
e307    3   103
e308    3   104
e309    3   105
e310    3   108
e311    3   109
e312    3   110
e313    3   111
e314    3   112
e315    3   113
e316    3   114
e317    3   115
e318    3   116
e319    3   117
e320    3   118
e321    3   119
e322    3   120
e323    3   121
e324    3   122
e325    3   124
e326    3   125
e327    3   126
e328    3   127
e329    3   128
e330    3   129
e331    3   130
e332    3   133
e333    3   134
e334    3   135
e335    3   137
e336    3   138
e337    3   141
e338    3   142
e339    3   143
e340    3   146
e341    3   147
e342    3   149
e343    3   150
e344    3   152
e345    3   153
e346    3   154
e347    3   155
e348    3   158
e349    3   159
e350    3   160
e351    3   161
e352    3   162
e353    3   165
e354    3   167
e355    3   169
e356    3   170
e357    3   171
e358    3   172
e359    3   173
e360    3   176
e361    3   177
e362    3   178
e363    3   179
e364    3   180
e365    3   181
e366    3   183
e367    3   184
e368    3   185
e369    3   186
e370    3   190
e371    3   192
e372    3   194
e373    3   196
e374    3   198
e375    3   199
e376    4   5
e377    4   9
e378    4   11
e379    4   12
e380    4   13
e381    4   14
e382    4   15
e383    4   17
e384    4   18
e385    4   19
e386    4   20
e387    4   21
e388    4   22
e389    4   24
e390    4   26
e391    4   27
e392    4   28
e393    4   29
e394    4   32
e395    4   33
e396    4   34
e397    4   35
e398    4   36
e399    4   40
e400    4   42
e401    4   43
e402    4   45
e403    4   46
e404    4   48
e405    4   49
e406    4   50
e407    4   52
e408    4   55
e409    4   56
e410    4   60
e411    4   61
e412    4   64
e413    4   65
e414    4   66
e415    4   67
e416    4   68
e417    4   71
e418    4   72
e419    4   74
e420    4   77
e421    4   79
e422    4   80
e423    4   81
e424    4   82
e425    4   83
e426    4   85
e427    4   86
e428    4   88
e429    4   89
e430    4   90
e431    4   91
e432    4   93
e433    4   94
e434    4   95
e435    4   96
e436    4   98
e437    4   103
e438    4   105
e439    4   106
e440    4   109
e441    4   110
e442    4   111
e443    4   112
e444    4   113
e445    4   115
e446    4   116
e447    4   117
e448    4   118
e449    4   120
e450    4   121
e451    4   122
e452    4   124
e453    4   125
e454    4   127
e455    4   128
e456    4   135
e457    4   136
e458    4   137
e459    4   138
e460    4   139
e461    4   140
e462    4   141
e463    4   143
e464    4   144
e465    4   145
e466    4   146
e467    4   148
e468    4   149
e469    4   150
e470    4   152
e471    4   153
e472    4   155
e473    4   156
e474    4   157
e475    4   159
e476    4   160
e477    4   161
e478    4   162
e479    4   163
e480    4   165
e481    4   166
e482    4   168
e483    4   169
e484    4   172
e485    4   173
e486    4   174
e487    4   175
e488    4   176
e489    4   178
e490    4   179
e491    4   181
e492    4   182
e493    4   183
e494    4   184
e495    4   185
e496    4   186
e497    4   187
e498    4   190
e499    4   192
e500    4   194
e501    4   195
e502    4   196
e503    4   197
e504    5   6
e505    5   7
e506    5   8
e507    5   9
e508    5   11
e509    5   12
e510    5   14
e511    5   15
e512    5   16
e513    5   19
e514    5   21
e515    5   22
e516    5   28
e517    5   29
e518    5   32
e519    5   33
e520    5   34
e521    5   38
e522    5   39
e523    5   41
e524    5   42
e525    5   43
e526    5   44
e527    5   45
e528    5   46
e529    5   47
e530    5   49
e531    5   51
e532    5   52
e533    5   53
e534    5   54
e535    5   55
e536    5   56
e537    5   57
e538    5   59
e539    5   61
e540    5   62
e541    5   65
e542    5   66
e543    5   67
e544    5   68
e545    5   69
e546    5   71
e547    5   73
e548    5   74
e549    5   76
e550    5   77
e551    5   80
e552    5   81
e553    5   82
e554    5   83
e555    5   84
e556    5   85
e557    5   86
e558    5   87
e559    5   88
e560    5   89
e561    5   91
e562    5   92
e563    5   95
e564    5   96
e565    5   97
e566    5   98
e567    5   99
e568    5   101
e569    5   103
e570    5   105
e571    5   106
e572    5   107
e573    5   111
e574    5   112
e575    5   115
e576    5   116
