V: 120
E: 714
Edge_Id Vi  Vj
e1      1   2
e2      1   67
e3      1   77
e4      1   116
e5      2   3
e6      2   15
e7      2   27
e8      2   62
e9      2   64
e10     2   68
e11     2   72
e12     2   80
e13     2   97
e14     2   105
e15     2   115
e16     3   4
e17     3   10
e18     3   30
e19     3   54
e20     3   59
e21     3   69
e22     3   99
e23     3   108
e24     4   5
e25     4   6
e26     4   12
e27     4   18
e28     4   20
e29     4   29
e30     4   34
e31     4   40
e32     4   44
e33     4   66
e34     4   76
e35     4   77
e36     4   78
e37     4   90
e38     4   104
e39     4   106
e40     4   118
e41     5   6
e42     5   8
e43     5   9
e44     5   14
e45     5   21
e46     5   38
e47     5   40
e48     5   42
e49     5   59
e50     5   61
e51     5   67
e52     5   69
e53     5   113
e54     6   7
e55     6   16
e56     6   17
e57     6   18
e58     6   20
e59     6   24
e60     6   36
e61     6   38
e62     6   50
e63     6   52
e64     6   64
e65     6   66
e66     6   77
e67     6   89
e68     6   96
e69     6   104
e70     6   120
e71     7   8
e72     7   10
e73     7   13
e74     7   15
e75     7   19
e76     7   46
e77     7   56
e78     7   72
e79     7   76
e80     7   81
e81     7   87
e82     7   101
e83     7   114
e84     8   9
e85     8   15
e86     8   24
e87     8   28
e88     8   33
e89     8   42
e90     8   46
e91     8   52
e92     8   63
e93     8   66
e94     8   80
e95     8   99
e96     8   101
e97     9   10
e98     9   32
e99     9   47
e100    9   52
e101    9   60
e102    9   64
e103    9   65
e104    9   66
e105    9   118
e106    10  11
e107    10  12
e108    10  23
e109    10  31
e110    10  37
e111    10  39
e112    10  63
e113    10  64
e114    10  79
e115    10  95
e116    10  108
e117    11  12
e118    11  24
e119    11  25
e120    11  31
e121    11  35
e122    11  38
e123    11  43
e124    11  79
e125    11  82
e126    11  91
e127    11  102
e128    12  13
e129    12  29
e130    12  32
e131    12  49
e132    12  54
e133    12  59
e134    12  62
e135    12  74
e136    12  84
e137    12  100
e138    12  107
e139    12  108
e140    13  14
e141    13  49
e142    13  54
e143    13  67
e144    13  70
e145    13  78
e146    13  79
e147    13  80
e148    13  82
e149    13  90
e150    13  103
e151    13  116
e152    14  15
e153    14  26
e154    14  27
e155    14  35
e156    14  37
e157    14  65
e158    14  71
e159    14  77
e160    14  87
e161    14  113
e162    14  114
e163    15  16
e164    15  25
e165    15  29
e166    15  36
e167    15  39
e168    15  46
e169    15  56
e170    15  80
e171    15  94
e172    15  98
e173    15  107
e174    15  109
e175    15  112
e176    16  17
e177    16  20
e178    16  60
e179    16  74
e180    16  94
e181    16  101
e182    17  18
e183    17  42
e184    17  73
e185    17  76
e186    17  77
e187    17  78
e188    17  111
e189    17  113
e190    18  19
e191    18  23
e192    18  46
e193    18  50
e194    18  51
e195    18  54
e196    18  63
e197    18  74
e198    18  107
e199    19  20
e200    19  39
e201    19  42
e202    19  46
e203    19  54
e204    19  84
e205    19  103
e206    19  108
e207    19  110
e208    19  120
e209    20  21
e210    20  26
e211    20  29
e212    20  34
e213    20  38
e214    20  67
e215    20  72
e216    20  73
e217    20  76
e218    20  78
e219    20  89
e220    20  93
e221    20  113
e222    20  117
e223    21  22
e224    21  26
e225    21  71
e226    21  76
e227    21  82
e228    21  91
e229    21  109
e230    22  23
e231    22  29
e232    22  31
e233    22  40
e234    22  65
e235    22  67
e236    22  68
e237    22  79
e238    22  103
e239    23  24
e240    23  41
e241    23  63
e242    23  73
e243    23  86
e244    23  89
e245    23  103
e246    23  104
e247    23  107
e248    23  112
e249    24  25
e250    24  26
e251    24  28
e252    24  32
e253    24  53
e254    24  93
e255    24  103
e256    24  106
e257    24  109
e258    24  119
e259    25  26
e260    25  39
e261    25  49
e262    25  64
e263    25  67
e264    25  71
e265    25  73
e266    25  74
e267    25  75
e268    25  76
e269    25  87
e270    25  107
e271    25  112
e272    26  27
e273    26  31
e274    26  45
e275    26  54
e276    26  63
e277    26  76
e278    26  86
e279    26  92
e280    26  109
e281    26  110
e282    26  113
e283    26  118
e284    27  28
e285    27  37
e286    27  44
e287    27  54
e288    27  61
e289    27  66
e290    27  85
e291    27  94
e292    27  105
e293    28  29
e294    28  31
e295    28  43
e296    28  49
e297    28  78
e298    28  87
e299    28  94
e300    28  113
e301    28  120
e302    29  30
e303    29  78
e304    29  99
e305    29  101
e306    29  110
e307    29  111
e308    30  31
e309    30  75
e310    30  76
e311    30  78
e312    30  83
e313    30  86
e314    30  89
e315    30  90
e316    30  92
e317    31  32
e318    31  36
e319    31  41
e320    31  47
e321    31  51
e322    31  71
e323    31  77
e324    31  90
e325    31  107
e326    32  33
e327    32  42
e328    32  55
e329    32  58
e330    32  59
e331    32  60
e332    32  73
e333    33  34
e334    33  35
e335    33  44
e336    33  45
e337    33  70
e338    33  75
e339    33  79
e340    33  94
e341    34  35
e342    34  67
e343    34  69
e344    34  79
e345    34  91
e346    34  107
e347    34  108
e348    35  36
e349    35  40
e350    35  48
e351    35  55
e352    35  57
e353    35  61
e354    35  70
e355    35  97
e356    35  100
e357    35  107
e358    35  118
e359    36  37
e360    36  38
e361    36  43
e362    36  60
e363    36  69
e364    36  96
e365    36  100
e366    36  117
e367    37  38
e368    37  39
e369    37  46
e370    37  55
e371    37  87
e372    37  93
e373    37  101
e374    37  106
e375    37  118
e376    38  39
e377    38  49
e378    38  60
e379    38  78
e380    38  80
e381    38  101
e382    38  119
e383    39  40
e384    39  65
e385    39  81
e386    40  41
e387    40  54
e388    40  78
e389    40  82
e390    40  96
e391    40  110
e392    41  42
e393    41  55
e394    41  60
e395    41  87
e396    41  93
e397    41  106
e398    41  115
e399    41  117
e400    42  43
e401    42  52
e402    42  73
e403    42  95
e404    42  109
e405    43  44
e406    43  47
e407    43  75
e408    43  80
e409    43  90
e410    43  95
e411    43  98
e412    43  107
e413    43  109
e414    44  45
e415    44  55
e416    44  60
e417    44  67
e418    44  69
e419    44  76
e420    44  97
