V: 200
E: 5970
Edge_Id Vi  Vj
e1      1   2
e2      1   8
e3      1   9
e4      1   18
e5      1   21
e6      1   27
e7      1   38
e8      1   58
e9      1   70
e10     1   72
e11     1   73
e12     1   78
e13     1   79
e14     1   84
e15     1   92
e16     1   103
e17     1   110
e18     1   112
e19     1   113
e20     1   116
e21     1   117
e22     1   119
e23     1   125
e24     1   127
e25     1   130
e26     1   153
e27     1   189
e28     1   194
e29     1   198
e30     2   3
e31     2   4
e32     2   10
e33     2   17
e34     2   26
e35     2   36
e36     2   42
e37     2   43
e38     2   46
e39     2   47
e40     2   48
e41     2   55
e42     2   62
e43     2   65
e44     2   66
e45     2   75
e46     2   76
e47     2   77
e48     2   80
e49     2   84
e50     2   87
e51     2   90
e52     2   97
e53     2   99
e54     2   102
e55     2   103
e56     2   104
e57     2   109
e58     2   110
e59     2   111
e60     2   113
e61     2   118
e62     2   119
e63     2   124
e64     2   125
e65     2   126
e66     2   128
e67     2   135
e68     2   138
e69     2   139
e70     2   143
e71     2   144
e72     2   145
e73     2   148
e74     2   149
e75     2   154
e76     2   155
e77     2   165
e78     2   166
e79     2   169
e80     2   175
e81     2   178
e82     2   186
e83     2   187
e84     2   190
e85     2   196
e86     2   197
e87     3   4
e88     3   5
e89     3   12
e90     3   16
e91     3   17
e92     3   21
e93     3   22
e94     3   23
e95     3   29
e96     3   31
e97     3   36
e98     3   38
e99     3   44
e100    3   47
e101    3   53
e102    3   57
e103    3   58
e104    3   64
e105    3   71
e106    3   73
e107    3   79
e108    3   85
e109    3   94
e110    3   95
e111    3   97
e112    3   98
e113    3   100
e114    3   101
e115    3   106
e116    3   111
e117    3   114
e118    3   120
e119    3   129
e120    3   136
e121    3   140
e122    3   141
e123    3   142
e124    3   145
e125    3   149
e126    3   150
e127    3   151
e128    3   155
e129    3   161
e130    3   165
e131    3   169
e132    3   173
e133    3   184
e134    3   186
e135    3   187
e136    3   190
e137    3   191
e138    3   193
e139    4   5
e140    4   6
e141    4   12
e142    4   13
e143    4   14
e144    4   15
e145    4   21
e146    4   28
e147    4   32
e148    4   34
e149    4   35
e150    4   36
e151    4   37
e152    4   40
e153    4   46
e154    4   47
e155    4   51
e156    4   60
e157    4   67
e158    4   68
e159    4   69
e160    4   72
e161    4   78
e162    4   82
e163    4   84
e164    4   90
e165    4   94
e166    4   96
e167    4   100
e168    4   103
e169    4   107
e170    4   111
e171    4   114
e172    4   125
e173    4   128
e174    4   129
e175    4   131
e176    4   133
e177    4   139
e178    4   146
e179    4   147
e180    4   148
e181    4   150
e182    4   151
e183    4   152
e184    4   153
e185    4   154
e186    4   155
e187    4   157
e188    4   158
e189    4   160
e190    4   163
e191    4   164
e192    4   165
e193    4   167
e194    4   170
e195    4   171
e196    4   174
e197    4   176
e198    4   177
e199    4   179
e200    4   180
e201    4   181
e202    4   183
e203    4   184
e204    4   186
e205    4   189
e206    4   190
e207    4   193
e208    4   196
e209    5   6
e210    5   9
e211    5   11
e212    5   13
e213    5   16
e214    5   17
e215    5   21
e216    5   22
e217    5   24
e218    5   26
e219    5   27
e220    5   29
e221    5   35
e222    5   38
e223    5   39
e224    5   40
e225    5   44
e226    5   45
e227    5   46
e228    5   53
e229    5   55
e230    5   60
e231    5   61
e232    5   68
e233    5   70
e234    5   76
e235    5   83
e236    5   85
e237    5   86
e238    5   87
e239    5   88
e240    5   92
e241    5   93
e242    5   94
e243    5   97
e244    5   98
e245    5   99
e246    5   104
e247    5   107
e248    5   118
e249    5   119
e250    5   120
e251    5   122
e252    5   125
e253    5   126
e254    5   128
e255    5   133
e256    5   134
e257    5   144
e258    5   146
e259    5   147
e260    5   148
e261    5   149
e262    5   152
e263    5   158
e264    5   159
e265    5   160
e266    5   161
e267    5   171
e268    5   172
e269    5   180
e270    5   184
e271    5   185
e272    5   189
e273    5   190
e274    5   191
e275    5   195
e276    5   197
e277    5   199
e278    5   200
e279    6   7
e280    6   12
e281    6   14
e282    6   15
e283    6   16
e284    6   18
e285    6   27
e286    6   30
e287    6   34
e288    6   36
e289    6   39
e290    6   44
e291    6   45
e292    6   46
e293    6   49
e294    6   51
e295    6   54
e296    6   61
e297    6   62
e298    6   70
e299    6   71
e300    6   72
e301    6   73
e302    6   81
e303    6   87
e304    6   88
e305    6   102
e306    6   105
e307    6   106
e308    6   110
e309    6   112
e310    6   113
e311    6   119
e312    6   129
e313    6   132
e314    6   133
e315    6   135
e316    6   140
e317    6   147
e318    6   148
e319    6   153
e320    6   158
e321    6   161
e322    6   165
e323    6   166
e324    6   175
e325    6   176
e326    6   178
e327    6   179
e328    6   186
e329    6   190
e330    6   195
e331    6   197
e332    6   198
e333    7   8
e334    7   15
e335    7   21
e336    7   23
e337    7   27
e338    7   29
e339    7   32
e340    7   34
e341    7   39
e342    7   43
e343    7   46
e344    7   47
e345    7   50
e346    7   73
e347    7   75
e348    7   77
e349    7   79
e350    7   84
e351    7   85
e352    7   89
e353    7   91
e354    7   102
e355    7   111
e356    7   114
e357    7   116
e358    7   122
e359    7   123
e360    7   126
e361    7   131
e362    7   133
e363    7   135
e364    7   138
e365    7   141
e366    7   144
e367    7   148
e368    7   153
e369    7   156
e370    7   164
e371    7   167
e372    7   171
e373    7   175
e374    7   176
e375    7   178
e376    7   179
e377    7   181
e378    7   183
e379    7   184
e380    7   186
e381    7   189
e382    7   193
e383    7   195
e384    8   9
e385    8   11
e386    8   17
e387    8   20
e388    8   22
e389    8   25
e390    8   31
e391    8   38
e392    8   44
e393    8   46
e394    8   50
e395    8   53
e396    8   54
e397    8   55
e398    8   60
e399    8   61
e400    8   64
e401    8   65
e402    8   75
e403    8   76
e404    8   79
e405    8   83
e406    8   84
e407    8   85
e408    8   88
e409    8   91
e410    8   98
e411    8   101
e412    8   103
e413    8   104
e414    8   105
e415    8   111
e416    8   120
e417    8   122
e418    8   124
e419    8   126
e420    8   129
e421    8   134
e422    8   144
e423    8   147
e424    8   148
e425    8   150
e426    8   152
e427    8   154
e428    8   155
e429    8   159
e430    8   160
e431    8   165
e432    8   167
e433    8   168
e434    8   169
e435    8   170
e436    8   175
e437    8   182
e438    8   183
e439    8   184
e440    8   190
e441    8   191
e442    8   198
e443    9   10
e444    9   14
e445    9   15
e446    9   18
e447    9   21
e448    9   26
e449    9   28
e450    9   38
e451    9   43
e452    9   46
e453    9   47
e454    9   48
e455    9   52
e456    9   53
e457    9   57
e458    9   60
e459    9   66
e460    9   68
e461    9   74
e462    9   75
e463    9   78
e464    9   81
e465    9   83
e466    9   87
e467    9   88
e468    9   89
e469    9   92
e470    9   93
e471    9   96
e472    9   102
e473    9   104
e474    9   111
e475    9   113
e476    9   114
e477    9   116
e478    9   117
e479    9   118
e480    9   119
e481    9   120
e482    9   126
e483    9   130
e484    9   131
e485    9   133
e486    9   134
e487    9   135
e488    9   137
e489    9   139
e490    9   141
e491    9   142
e492    9   150
e493    9   153
e494    9   156
e495    9   157
e496    9   158
e497    9   160
e498    9   162
e499    9   163
e500    9   164
e501    9   170
e502    9   173
e503    9   176
e504    9   180
e505    9   182
e506    9   183
e507    9   189
e508    9   191
e509    9   193
e510    10  11
e511    10  17
e512    10  19
e513    10  21
e514    10  24
e515    10  25
e516    10  30
e517    10  33
e518    10  40
e519    10  43
e520    10  45
e521    10  49
e522    10  52
e523    10  55
e524    10  57
e525    10  60
e526    10  62
e527    10  64
e528    10  65
e529    10  68
e530    10  99
e531    10  108
e532    10  111
e533    10  114
e534    10  115
e535    10  117
e536    10  118
e537    10  119
e538    10  121
e539    10  122
e540    10  132
e541    10  135
e542    10  141
e543    10  145
e544    10  146
e545    10  148
e546    10  151
e547    10  158
e548    10  160
e549    10  164
e550    10  165
e551    10  167
e552    10  168
e553    10  169
e554    10  173
e555    10  177
e556    10  183
e557    10  186
e558    10  189
e559    10  191
e560    10  194
e561    10  198
e562    11  12
e563    11  14
e564    11  21
e565    11  26
e566    11  30
e567    11  35
e568    11  36
e569    11  39
e570    11  48
e571    11  53
e572    11  57
e573    11  61
e574    11  62
e575    11  63
e576    11  67
e577    11  68
e578    11  70
e579    11  83
e580    11  86
e581    11  87
e582    11  88
e583    11  100
e584    11  103
e585    11  118
e586    11  124
e587    11  125
e588    11  126
e589    11  133
e590    11  135
e591    11  136
e592    11  140
e593    11  146
e594    11  149
e595    11  154
e596    11  155
e597    11  158
e598    11  161
e599    11  164
e600    11  167
e601    11  175
e602    11  180
e603    11  183
e604    11  186
e605    11  192
e606    11  195
e607    11  196
e608    12  13
e609    12  18
e610    12  19
e611    12  21
e612    12  31
e613    12  34
e614    12  40
e615    12  41
e616    12  42
e617    12  44
e618    12  45
e619    12  47
e620    12  51
e621    12  52
e622    12  55
e623    12  57
e624    12  58
e625    12  59
e626    12  61
e627    12  63
e628    12  64
e629    12  65
e630    12  66
e631    12  69
e632    12  70
e633    12  73
e634    12  74
e635    12  81
e636    12  82
e637    12  85
e638    12  89
e639    12  92
e640    12  95
e641    12  99
e642    12  100
e643    12  102
e644    12  103
e645    12  105
e646    12  106
e647    12  108
e648    12  111
e649    12  117
e650    12  119
e651    12  126
e652    12  127
e653    12  137
e654    12  139
e655    12  147
e656    12  152
e657    12  158
e658    12  161
e659    12  167
e660    12  169
e661    12  170
e662    12  184
e663    12  186
e664    12  191
e665    12  192
e666    12  193
e667    12  199
e668    13  14
e669    13  15
e670    13  18
e671    13  22
e672    13  28
e673    13  30
e674    13  36
e675    13  37
e676    13  38
e677    13  42
e678    13  43
e679    13  47
e680    13  48
e681    13  49
e682    13  53
e683    13  57
e684    13  62
e685    13  64
e686    13  67
e687    13  68
e688    13  69
e689    13  72
e690    13  78
e691    13  79
e692    13  80
e693    13  83
e694    13  86
e695    13  88
e696    13  90
e697    13  94
