V: 120
E: 3570
Edge_Id Vi  Vj
e1      1   2
e2      1   3
e3      1   4
e4      1   6
e5      1   10
e6      1   11
e7      1   13
e8      1   15
e9      1   26
e10     1   29
e11     1   30
e12     1   34
e13     1   35
e14     1   37
e15     1   38
e16     1   47
e17     1   49
e18     1   52
e19     1   56
e20     1   60
e21     1   65
e22     1   67
e23     1   71
e24     1   72
e25     1   73
e26     1   81
e27     1   82
e28     1   84
e29     1   88
e30     1   89
e31     1   91
e32     1   95
e33     1   96
e34     1   98
e35     1   101
e36     1   103
e37     1   104
e38     1   106
e39     1   107
e40     1   108
e41     1   111
e42     2   3
e43     2   4
e44     2   5
e45     2   7
e46     2   8
e47     2   10
e48     2   12
e49     2   14
e50     2   16
e51     2   19
e52     2   20
e53     2   22
e54     2   23
e55     2   24
e56     2   26
e57     2   29
e58     2   30
e59     2   34
e60     2   36
e61     2   37
e62     2   38
e63     2   40
e64     2   41
e65     2   47
e66     2   48
e67     2   49
e68     2   50
e69     2   52
e70     2   58
e71     2   59
e72     2   60
e73     2   63
e74     2   64
e75     2   65
e76     2   66
e77     2   68
e78     2   70
e79     2   72
e80     2   74
e81     2   76
e82     2   79
e83     2   80
e84     2   82
e85     2   83
e86     2   84
e87     2   86
e88     2   87
e89     2   88
e90     2   89
e91     2   91
e92     2   94
e93     2   99
e94     2   104
e95     2   106
e96     2   107
e97     2   108
e98     2   110
e99     2   111
e100    2   112
e101    2   116
e102    2   119
e103    2   120
e104    3   4
e105    3   5
e106    3   6
e107    3   11
e108    3   13
e109    3   14
e110    3   15
e111    3   17
e112    3   18
e113    3   19
e114    3   24
e115    3   26
e116    3   29
e117    3   31
e118    3   32
e119    3   34
e120    3   38
e121    3   39
e122    3   40
e123    3   42
e124    3   47
e125    3   48
e126    3   50
e127    3   53
e128    3   54
e129    3   55
e130    3   57
e131    3   58
e132    3   59
e133    3   67
e134    3   68
e135    3   69
e136    3   70
e137    3   71
e138    3   72
e139    3   73
e140    3   76
e141    3   80
e142    3   81
e143    3   82
e144    3   83
e145    3   85
e146    3   89
e147    3   90
e148    3   92
e149    3   93
e150    3   98
e151    3   100
e152    3   101
e153    3   103
e154    3   105
e155    3   108
e156    3   109
e157    3   110
e158    3   115
e159    3   119
e160    4   5
e161    4   6
e162    4   8
e163    4   10
e164    4   13
e165    4   16
e166    4   17
e167    4   18
e168    4   19
e169    4   20
e170    4   21
e171    4   22
e172    4   23
e173    4   24
e174    4   25
e175    4   26
e176    4   28
e177    4   35
e178    4   36
e179    4   39
e180    4   41
e181    4   44
e182    4   46
e183    4   47
e184    4   48
e185    4   49
e186    4   50
e187    4   51
e188    4   55
e189    4   57
e190    4   58
e191    4   59
e192    4   62
e193    4   63
e194    4   65
e195    4   69
e196    4   70
e197    4   73
e198    4   74
e199    4   76
e200    4   77
e201    4   80
e202    4   81
e203    4   82
e204    4   83
e205    4   84
e206    4   85
e207    4   87
e208    4   88
e209    4   89
e210    4   90
e211    4   91
e212    4   92
e213    4   94
e214    4   97
e215    4   98
e216    4   99
e217    4   102
e218    4   104
e219    4   105
e220    4   110
e221    4   111
e222    4   113
e223    4   115
e224    4   119
e225    4   120
e226    5   6
e227    5   8
e228    5   9
e229    5   10
e230    5   11
e231    5   12
e232    5   13
e233    5   17
e234    5   18
e235    5   19
e236    5   20
e237    5   23
e238    5   24
e239    5   26
e240    5   28
e241    5   30
e242    5   31
e243    5   34
e244    5   35
e245    5   37
e246    5   38
e247    5   41
e248    5   42
e249    5   47
e250    5   53
e251    5   54
e252    5   55
e253    5   56
e254    5   57
e255    5   58
e256    5   60
e257    5   61
e258    5   62
e259    5   64
e260    5   65
e261    5   66
e262    5   70
e263    5   73
e264    5   76
e265    5   78
e266    5   80
e267    5   81
e268    5   87
e269    5   88
e270    5   90
e271    5   92
e272    5   93
e273    5   94
e274    5   95
e275    5   101
e276    5   102
e277    5   103
e278    5   107
e279    5   109
e280    5   110
e281    5   111
e282    5   113
e283    5   114
e284    5   115
e285    5   116
e286    5   118
e287    5   120
e288    6   7
e289    6   8
e290    6   13
e291    6   14
e292    6   15
e293    6   16
e294    6   19
e295    6   20
e296    6   21
e297    6   23
e298    6   25
e299    6   27
e300    6   28
e301    6   36
e302    6   41
e303    6   43
e304    6   44
e305    6   45
e306    6   47
e307    6   49
e308    6   51
e309    6   52
e310    6   56
e311    6   60
e312    6   61
e313    6   65
e314    6   67
e315    6   68
e316    6   70
e317    6   71
e318    6   74
e319    6   75
e320    6   81
e321    6   85
e322    6   86
e323    6   87
e324    6   89
e325    6   90
e326    6   92
e327    6   95
e328    6   97
e329    6   101
e330    6   103
e331    6   112
e332    6   113
e333    6   117
e334    6   119
e335    7   8
e336    7   11
e337    7   12
e338    7   13
e339    7   14
e340    7   15
e341    7   18
e342    7   20
e343    7   21
e344    7   22
e345    7   24
e346    7   25
e347    7   28
e348    7   35
e349    7   37
e350    7   39
e351    7   41
e352    7   43
e353    7   45
e354    7   46
e355    7   48
e356    7   49
e357    7   52
e358    7   53
e359    7   56
e360    7   57
e361    7   61
e362    7   62
e363    7   64
e364    7   66
e365    7   68
e366    7   69
e367    7   70
e368    7   72
e369    7   74
e370    7   75
e371    7   77
e372    7   78
e373    7   80
e374    7   82
e375    7   84
e376    7   88
e377    7   91
e378    7   92
e379    7   93
e380    7   94
e381    7   95
e382    7   96
e383    7   97
e384    7   98
e385    7   99
e386    7   101
e387    7   103
e388    7   109
e389    7   110
e390    7   113
e391    7   115
e392    7   116
e393    7   118
e394    7   119
e395    8   9
e396    8   13
e397    8   14
e398    8   16
e399    8   17
e400    8   18
e401    8   19
e402    8   20
e403    8   22
e404    8   25
e405    8   26
e406    8   30
e407    8   31
e408    8   34
e409    8   36
e410    8   38
e411    8   39
e412    8   40
e413    8   41
e414    8   42
e415    8   45
e416    8   46
e417    8   48
e418    8   49
e419    8   50
e420    8   52
e421    8   53
e422    8   58
e423    8   60
e424    8   61
e425    8   62
e426    8   63
e427    8   65
e428    8   67
e429    8   70
e430    8   71
e431    8   72
e432    8   73
e433    8   74
e434    8   75
e435    8   79
e436    8   82
e437    8   85
e438    8   86
e439    8   87
e440    8   90
e441    8   91
e442    8   92
e443    8   93
e444    8   94
e445    8   98
e446    8   99
e447    8   103
e448    8   105
e449    8   111
e450    8   112
e451    8   114
e452    8   115
e453    8   117
e454    8   118
e455    9   10
e456    9   13
e457    9   16
e458    9   17
e459    9   19
e460    9   21
e461    9   25
e462    9   26
e463    9   29
e464    9   31
e465    9   36
e466    9   37
e467    9   38
e468    9   40
e469    9   43
e470    9   44
e471    9   48
e472    9   49
e473    9   50
e474    9   52
e475    9   53
e476    9   55
e477    9   56
