V: 150
E: 5588
Edge_Id Vi  Vj
e1      1   2
e2      1   5
e3      1   6
e4      1   14
e5      1   23
e6      1   26
e7      1   27
e8      1   30
e9      1   37
e10     1   38
e11     1   40
e12     1   41
e13     1   43
e14     1   44
e15     1   45
e16     1   48
e17     1   49
e18     1   51
e19     1   52
e20     1   58
e21     1   59
e22     1   68
e23     1   73
e24     1   75
e25     1   76
e26     1   79
e27     1   83
e28     1   89
e29     1   92
e30     1   93
e31     1   94
e32     1   95
e33     1   104
e34     1   105
e35     1   107
e36     1   109
e37     1   117
e38     1   125
e39     1   126
e40     1   137
e41     1   139
e42     1   141
e43     1   143
e44     1   149
e45     2   3
e46     2   4
e47     2   6
e48     2   8
e49     2   12
e50     2   14
e51     2   15
e52     2   17
e53     2   19
e54     2   20
e55     2   21
e56     2   22
e57     2   23
e58     2   25
e59     2   26
e60     2   27
e61     2   29
e62     2   32
e63     2   33
e64     2   35
e65     2   40
e66     2   43
e67     2   44
e68     2   45
e69     2   50
e70     2   51
e71     2   52
e72     2   54
e73     2   59
e74     2   60
e75     2   61
e76     2   65
e77     2   67
e78     2   70
e79     2   71
e80     2   73
e81     2   79
e82     2   80
e83     2   82
e84     2   84
e85     2   86
e86     2   91
e87     2   92
e88     2   93
e89     2   96
e90     2   99
e91     2   100
e92     2   103
e93     2   105
e94     2   106
e95     2   108
e96     2   109
e97     2   114
e98     2   117
e99     2   119
e100    2   120
e101    2   123
e102    2   125
e103    2   127
e104    2   129
e105    2   130
e106    2   134
e107    2   135
e108    2   137
e109    2   139
e110    2   141
e111    2   144
e112    2   147
e113    2   149
e114    2   150
e115    3   4
e116    3   5
e117    3   13
e118    3   14
e119    3   15
e120    3   17
e121    3   18
e122    3   19
e123    3   21
e124    3   23
e125    3   24
e126    3   25
e127    3   26
e128    3   29
e129    3   30
e130    3   32
e131    3   33
e132    3   35
e133    3   37
e134    3   38
e135    3   39
e136    3   40
e137    3   46
e138    3   47
e139    3   48
e140    3   52
e141    3   53
e142    3   54
e143    3   57
e144    3   64
e145    3   68
e146    3   69
e147    3   70
e148    3   73
e149    3   75
e150    3   76
e151    3   78
e152    3   79
e153    3   84
e154    3   86
e155    3   87
e156    3   91
e157    3   92
e158    3   93
e159    3   94
e160    3   95
e161    3   97
e162    3   102
e163    3   109
e164    3   110
e165    3   112
e166    3   113
e167    3   114
e168    3   116
e169    3   118
e170    3   119
e171    3   123
e172    3   126
e173    3   127
e174    3   128
e175    3   130
e176    3   131
e177    3   132
e178    3   135
e179    3   137
e180    3   139
e181    3   144
e182    3   146
e183    3   147
e184    4   5
e185    4   9
e186    4   11
e187    4   12
e188    4   13
e189    4   14
e190    4   16
e191    4   19
e192    4   20
e193    4   23
e194    4   25
e195    4   26
e196    4   29
e197    4   35
e198    4   36
e199    4   37
e200    4   38
e201    4   39
e202    4   44
e203    4   50
e204    4   56
e205    4   57
e206    4   58
e207    4   59
e208    4   61
e209    4   67
e210    4   68
e211    4   70
e212    4   72
e213    4   74
e214    4   75
e215    4   84
e216    4   86
e217    4   87
e218    4   88
e219    4   89
e220    4   97
e221    4   100
e222    4   101
e223    4   103
e224    4   104
e225    4   105
e226    4   107
e227    4   108
e228    4   109
e229    4   110
e230    4   111
e231    4   118
e232    4   122
e233    4   123
e234    4   125
e235    4   127
e236    4   128
e237    4   130
e238    4   131
e239    4   133
e240    4   134
e241    4   139
e242    4   141
e243    4   147
e244    4   148
e245    5   6
e246    5   7
e247    5   8
e248    5   14
e249    5   18
e250    5   20
e251    5   21
e252    5   22
e253    5   23
e254    5   25
e255    5   27
e256    5   29
e257    5   30
e258    5   33
e259    5   42
e260    5   44
e261    5   46
e262    5   48
e263    5   49
e264    5   53
e265    5   54
e266    5   57
e267    5   61
e268    5   62
e269    5   63
e270    5   65
e271    5   68
e272    5   70
e273    5   72
e274    5   74
e275    5   75
e276    5   77
e277    5   79
e278    5   80
e279    5   81
e280    5   83
e281    5   84
e282    5   86
e283    5   89
e284    5   90
e285    5   93
e286    5   103
e287    5   105
e288    5   106
e289    5   107
e290    5   108
e291    5   110
e292    5   111
e293    5   113
e294    5   115
e295    5   116
e296    5   117
e297    5   123
e298    5   125
e299    5   128
e300    5   131
e301    5   132
e302    5   134
e303    5   135
e304    5   136
e305    5   137
e306    5   141
e307    5   142
e308    5   144
e309    5   147
e310    5   148
e311    6   7
e312    6   8
e313    6   10
e314    6   11
e315    6   12
e316    6   17
e317    6   19
e318    6   22
e319    6   28
e320    6   29
e321    6   30
e322    6   33
e323    6   34
e324    6   36
e325    6   37
e326    6   38
e327    6   39
e328    6   40
e329    6   41
e330    6   42
e331    6   43
e332    6   44
e333    6   48
e334    6   49
e335    6   50
e336    6   51
e337    6   55
e338    6   58
e339    6   59
e340    6   60
e341    6   67
e342    6   68
e343    6   69
e344    6   73
e345    6   74
e346    6   75
e347    6   76
e348    6   77
e349    6   78
e350    6   79
e351    6   82
e352    6   84
e353    6   86
e354    6   88
e355    6   90
e356    6   94
e357    6   97
e358    6   98
e359    6   100
e360    6   101
e361    6   104
e362    6   105
e363    6   109
e364    6   111
e365    6   114
e366    6   115
e367    6   118
e368    6   121
e369    6   123
e370    6   125
e371    6   126
e372    6   127
e373    6   133
e374    6   136
e375    6   137
e376    6   138
e377    6   139
e378    6   145
e379    7   8
e380    7   9
e381    7   10
e382    7   11
e383    7   12
e384    7   13
e385    7   15
e386    7   16
e387    7   18
e388    7   21
e389    7   25
e390    7   29
e391    7   33
e392    7   36
e393    7   40
e394    7   41
e395    7   46
e396    7   49
e397    7   52
e398    7   55
e399    7   56
e400    7   57
e401    7   62
e402    7   64
e403    7   66
e404    7   67
e405    7   69
e406    7   71
e407    7   72
e408    7   73
e409    7   74
e410    7   76
e411    7   77
e412    7   78
e413    7   81
e414    7   82
e415    7   85
e416    7   86
e417    7   87
e418    7   90
e419    7   95
e420    7   96
e421    7   99
e422    7   100
e423    7   102
e424    7   103
e425    7   105
e426    7   106
e427    7   107
e428    7   109
e429    7   111
e430    7   114
e431    7   115
e432    7   116
e433    7   118
e434    7   122
e435    7   124
e436    7   127
e437    7   128
e438    7   129
e439    7   135
e440    7   140
e441    7   141
e442    7   142
e443    7   143
e444    7   144
e445    7   146
e446    7   147
e447    7   148
e448    8   9
e449    8   10
e450    8   11
e451    8   13
e452    8   15
e453    8   18
e454    8   19
e455    8   23
e456    8   24
e457    8   29
e458    8   30
e459    8   35
e460    8   38
e461    8   41
e462    8   43
e463    8   44
e464    8   46
e465    8   47
e466    8   48
e467    8   53
e468    8   56
e469    8   59
e470    8   61
e471    8   62
e472    8   63
e473    8   65
e474    8   66
e475    8   67
e476    8   68
e477    8   70
e478    8   71
e479    8   73
e480    8   75
e481    8   77
e482    8   78
e483    8   81
e484    8   85
e485    8   86
e486    8   87
e487    8   88
e488    8   96
e489    8   97
e490    8   99
e491    8   100
e492    8   102
e493    8   103
e494    8   106
e495    8   107
e496    8   109
e497    8   110
e498    8   111
e499    8   112
e500    8   115
e501    8   116
e502    8   117
e503    8   119
e504    8   123
e505    8   124
e506    8   125
e507    8   127
e508    8   129
e509    8   133
e510    8   137
e511    8   138
e512    8   139
e513    8   141
e514    8   142
e515    8   143
e516    8   146
e517    8   149
e518    9   10
e519    9   11
e520    9   14
e521    9   15
e522    9   17
e523    9   19
e524    9   22
e525    9   24
e526    9   25
e527    9   26
e528    9   28
e529    9   32
e530    9   33
e531    9   34
e532    9   36
e533    9   37
e534    9   38
e535    9   39
e536    9   40
e537    9   41
e538    9   42
e539    9   44
e540    9   46
e541    9   47
e542    9   48
e543    9   49
e544    9   54
e545    9   58
e546    9   60
e547    9   61
e548    9   68
e549    9   73
e550    9   74
e551    9   75
e552    9   76
e553    9   80
e554    9   82
e555    9   85
e556    9   86
e557    9   87
e558    9   88
e559    9   89
e560    9   90
e561    9   91
e562    9   92
e563    9   93
e564    9   98
e565    9   99
e566    9   101
e567    9   105
e568    9   108
e569    9   110
e570    9   112
e571    9   113
e572    9   115
e573    9   116
e574    9   119
e575    9   121
e576    9   123
e577    9   124
e578    9   126
e579    9   132
e580    9   133
e581    9   134
e582    9   135
e583    9   136
e584    9   138
e585    9   141
e586    9   143
e587    9   144
e588    9   146
e589    9   149
e590    10  11
e591    10  13
e592    10  15
e593    10  18
e594    10  19
e595    10  20
e596    10  23
e597    10  24
e598    10  27
e599    10  28
e600    10  29
e601    10  33
e602    10  35
e603    10  36
e604    10  42
e605    10  43
e606    10  44
e607    10  45
e608    10  47
e609    10  48
e610    10  49
e611    10  50
e612    10  53
e613    10  57
e614    10  58
e615    10  59
e616    10  60
e617    10  61
e618    10  65
e619    10  66
e620    10  68
e621    10  69
e622    10  70
e623    10  72
e624    10  73
e625    10  74
e626    10  75
e627    10  77
e628    10  82
e629    10  84
e630    10  85
e631    10  87
e632    10  91
e633    10  92
e634    10  93
e635    10  94
e636    10  97
e637    10  98
e638    10  101
e639    10  108
e640    10  110
e641    10  113
e642    10  115
e643    10  118
e644    10  123
e645    10  126
e646    10  128
e647    10  129
e648    10  130
e649    10  131
e650    10  132
e651    10  136
e652    10  141
e653    10  142
e654    10  143
e655    10  144
e656    10  145
e657    10  146
e658    11  12
e659    11  14
e660    11  16
e661    11  18
e662    11  19
e663    11  22
e664    11  27
e665    11  28
e666    11  30
e667    11  31
e668    11  32
e669    11  36
e670    11  38
e671    11  39
e672    11  40
e673    11  42
e674    11  43
e675    11  45
e676    11  46
e677    11  49
e678    11  52
e679    11  53
e680    11  54
e681    11  55
e682    11  58
e683    11  59
e684    11  61
e685    11  62
e686    11  65
e687    11  66
e688    11  67
e689    11  68
e690    11  71
e691    11  73
e692    11  74
e693    11  75
e694    11  77
e695    11  82
e696    11  83
e697    11  85
e698    11  86
e699    11  91
e700    11  92
e701    11  93
e702    11  95
e703    11  97
e704    11  98
e705    11  100
e706    11  101
e707    11  102
e708    11  105
e709    11  111
e710    11  113
e711    11  118
e712    11  120
e713    11  122
e714    11  123
e715    11  125
e716    11  130
e717    11  135
e718    11  136
e719    11  139
e720    11  142
e721    11  143
e722    11  145
e723    11  146
e724    11  149
e725    11  150
e726    12  13
e727    12  15
e728    12  19
e729    12  22
e730    12  23
e731    12  24
e732    12  25
e733    12  27
e734    12  28
e735    12  29
e736    12  31
e737    12  32
e738    12  34
e739    12  36
e740    12  37
e741    12  39
e742    12  40
e743    12  41
e744    12  44
e745    12  48
e746    12  50
e747    12  51
e748    12  53
e749    12  56
e750    12  58
e751    12  59
e752    12  60
e753    12  61
e754    12  62
e755    12  65
e756    12  72
e757    12  74
e758    12  75
e759    12  76
e760    12  78
e761    12  79
e762    12  81
e763    12  82
e764    12  83
e765    12  85
e766    12  88
e767    12  89
e768    12  93
e769    12  94
e770    12  96
e771    12  97
e772    12  99
e773    12  102
e774    12  103
e775    12  107
e776    12  108
e777    12  110
e778    12  111
e779    12  114
e780    12  115
e781    12  116
e782    12  118
e783    12  119
e784    12  123
e785    12  127
e786    12  128
e787    12  133
e788    12  134
e789    12  138
e790    12  140
e791    12  141
e792    12  142
e793    12  144
e794    12  146
e795    12  147
e796    12  149
e797    13  14
e798    13  18
e799    13  22
e800    13  24
e801    13  27
e802    13  28
e803    13  31
e804    13  34
e805    13  37
e806    13  42
e807    13  43
e808    13  45
e809    13  46
e810    13  47
e811    13  51
e812    13  53
e813    13  54
e814    13  55
e815    13  58
e816    13  59
e817    13  60
e818    13  63
e819    13  65
e820    13  67
e821    13  68
e822    13  72
e823    13  74
e824    13  77
e825    13  80
e826    13  81
e827    13  84
e828    13  85
e829    13  86
e830    13  87
e831    13  89
e832    13  92
e833    13  95
e834    13  96
e835    13  98
e836    13  102
e837    13  104
e838    13  105
e839    13  111
e840    13  112
e841    13  116
e842    13  118
e843    13  119
e844    13  120
e845    13  121
e846    13  123
e847    13  124
e848    13  125
e849    13  128
e850    13  129
e851    13  132
e852    13  133
e853    13  134
e854    13  137
e855    13  142
e856    13  144
e857    13  146
e858    13  147
e859    13  148
e860    14  15
e861    14  16
e862    14  17
e863    14  18
e864    14  19
e865    14  21
e866    14  22
e867    14  23
e868    14  24
e869    14  26
e870    14  27
e871    14  30
e872    14  32
e873    14  33
e874    14  34
e875    14  35
