V: 150
E: 559
Edge_Id Vi  Vj
e1      1   2
e2      1   17
e3      1   87
e4      1   91
e5      1   114
e6      2   3
e7      2   82
e8      2   88
e9      2   119
e10     2   124
e11     2   130
e12     2   146
e13     3   4
e14     3   79
e15     3   90
e16     3   100
e17     3   106
e18     3   132
e19     4   5
e20     4   9
e21     4   24
e22     4   40
e23     4   63
e24     4   71
e25     4   108
e26     4   138
e27     5   6
e28     5   27
e29     5   51
e30     5   57
e31     5   78
e32     5   87
e33     5   95
e34     5   111
e35     5   126
e36     6   7
e37     6   77
e38     6   103
e39     7   8
e40     7   16
e41     7   26
e42     7   44
e43     7   46
e44     7   56
e45     7   70
e46     7   72
e47     7   100
e48     7   107
e49     7   114
e50     8   9
e51     8   47
e52     8   99
e53     8   108
e54     8   109
e55     9   10
e56     9   12
e57     9   24
e58     9   28
e59     9   39
e60     9   109
e61     10  11
e62     10  49
e63     10  51
e64     10  53
e65     10  64
e66     10  81
e67     10  92
e68     10  99
e69     10  121
e70     11  12
e71     11  18
e72     11  19
e73     11  23
e74     11  71
e75     11  84
e76     11  93
e77     11  119
e78     12  13
e79     12  122
e80     12  138
e81     13  14
e82     13  38
e83     13  100
e84     13  103
e85     13  141
e86     14  15
e87     14  45
e88     14  99
e89     14  100
e90     14  114
e91     14  127
e92     14  128
e93     15  16
e94     15  33
e95     15  56
e96     15  68
e97     15  93
e98     15  116
e99     15  126
e100    15  127
e101    15  130
e102    15  136
e103    15  139
e104    16  17
e105    16  26
e106    16  37
e107    16  45
e108    16  48
e109    17  18
e110    17  27
e111    17  102
e112    18  19
e113    18  22
e114    18  61
e115    19  20
e116    19  61
e117    19  63
e118    20  21
e119    20  50
e120    20  73
e121    20  118
e122    20  137
e123    21  22
e124    21  58
e125    21  64
e126    21  96
e127    21  112
e128    21  121
e129    21  148
e130    22  23
e131    22  25
e132    22  34
e133    22  99
e134    23  24
e135    23  60
e136    23  131
e137    24  25
e138    24  30
e139    24  101
e140    24  122
e141    24  132
e142    25  26
e143    25  36
e144    25  57
e145    25  77
e146    25  111
e147    26  27
e148    26  31
e149    26  35
e150    26  38
e151    26  40
e152    26  44
e153    26  50
e154    26  119
e155    26  140
e156    26  147
e157    27  28
e158    27  51
e159    27  60
e160    27  77
e161    27  132
e162    28  29
e163    28  52
e164    28  55
e165    28  91
e166    28  112
e167    28  116
e168    29  30
e169    29  57
e170    29  88
e171    29  121
e172    29  135
e173    30  31
e174    30  69
e175    30  92
e176    30  108
e177    30  109
e178    31  32
e179    31  43
e180    31  68
e181    31  79
e182    31  94
e183    31  95
e184    31  111
e185    32  33
e186    32  40
e187    32  90
e188    33  34
e189    33  61
e190    33  83
e191    33  140
e192    34  35
e193    34  65
e194    34  99
e195    34  114
e196    34  145
e197    35  36
e198    35  39
e199    35  46
e200    35  85
e201    35  145
e202    36  37
e203    36  47
e204    36  72
e205    36  90
e206    36  101
e207    36  110
e208    36  114
e209    36  126
e210    36  141
e211    37  38
e212    37  44
e213    37  65
e214    37  75
e215    37  89
e216    37  101
e217    37  105
e218    37  118
e219    37  133
e220    37  143
e221    38  39
e222    38  46
e223    38  49
e224    38  75
e225    38  93
e226    38  107
e227    38  118
e228    38  130
e229    38  149
e230    39  40
e231    39  90
e232    39  139
e233    39  140
e234    40  41
e235    40  104
e236    41  42
e237    41  44
e238    41  69
e239    41  73
e240    41  94
e241    41  109
e242    41  133
e243    42  43
e244    42  65
e245    42  81
e246    42  120
e247    42  146
e248    43  44
e249    43  96
e250    44  45
e251    44  61
e252    44  75
e253    44  88
e254    45  46
e255    45  55
e256    45  57
e257    45  105
e258    45  119
e259    45  133
e260    46  47
e261    46  59
e262    46  77
e263    46  100
e264    46  133
e265    46  147
e266    47  48
e267    47  89
e268    47  99
e269    47  108
e270    47  109
e271    47  136
e272    48  49
e273    48  119
e274    48  127
e275    49  50
e276    49  55
e277    49  101
e278    50  51
e279    50  53
e280    50  60
e281    51  52
e282    51  114
e283    51  119
e284    52  53
e285    52  69
e286    52  85
e287    52  102
e288    52  103
e289    52  115
e290    52  127
e291    52  145
e292    53  54
e293    53  101
e294    53  131
e295    53  134
e296    54  55
e297    54  67
e298    54  115
e299    54  136
e300    55  56
e301    55  97
e302    55  103
e303    56  57
e304    56  65
e305    56  72
e306    56  135
e307    56  145
e308    57  58
e309    57  82
e310    57  108
e311    57  146
e312    58  59
e313    58  65
e314    58  139
e315    59  60
e316    59  62
e317    59  105
e318    60  61
e319    60  107
e320    60  117
e321    60  126
e322    61  62
e323    61  87
e324    61  120
e325    61  150
e326    62  63
e327    62  68
e328    63  64
e329    63  68
e330    63  80
e331    63  104
e332    64  65
e333    64  77
e334    64  113
e335    64  128
e336    64  144
e337    64  146
e338    65  66
e339    65  99
e340    65  102
e341    65  125
e342    65  136
e343    65  142
e344    65  148
e345    66  67
e346    66  76
e347    66  98
e348    66  109
