V: 120
E: 1428
Edge_Id Vi  Vj
e1      1   2
e2      1   19
e3      1   24
e4      1   36
e5      1   46
e6      1   54
e7      1   65
e8      1   68
e9      1   69
e10     1   114
e11     2   3
e12     2   24
e13     2   26
e14     2   28
e15     2   31
e16     2   38
e17     2   39
e18     2   40
e19     2   48
e20     2   50
e21     2   52
e22     2   60
e23     2   62
e24     2   70
e25     2   86
e26     2   108
e27     2   118
e28     3   4
e29     3   5
e30     3   8
e31     3   15
e32     3   19
e33     3   20
e34     3   28
e35     3   29
e36     3   44
e37     3   48
e38     3   55
e39     3   77
e40     3   83
e41     3   97
e42     3   99
e43     3   108
e44     3   115
e45     4   5
e46     4   8
e47     4   9
e48     4   10
e49     4   13
e50     4   14
e51     4   19
e52     4   20
e53     4   26
e54     4   31
e55     4   37
e56     4   42
e57     4   52
e58     4   61
e59     4   67
e60     4   68
e61     4   69
e62     4   78
e63     4   92
e64     4   97
e65     4   103
e66     4   106
e67     4   107
e68     4   109
e69     4   117
e70     5   6
e71     5   20
e72     5   21
e73     5   26
e74     5   33
e75     5   36
e76     5   45
e77     5   52
e78     5   54
e79     5   62
e80     5   79
e81     5   80
e82     5   85
e83     5   87
e84     5   88
e85     5   90
e86     5   101
e87     5   103
e88     5   105
e89     5   109
e90     5   113
e91     6   7
e92     6   15
e93     6   17
e94     6   22
e95     6   27
e96     6   29
e97     6   31
e98     6   36
e99     6   40
e100    6   53
e101    6   56
e102    6   61
e103    6   65
e104    6   67
e105    6   73
e106    6   82
e107    6   86
e108    6   88
e109    6   99
e110    6   104
e111    6   109
e112    6   115
e113    6   118
e114    6   119
e115    7   8
e116    7   16
e117    7   28
e118    7   30
e119    7   36
e120    7   40
e121    7   42
e122    7   46
e123    7   50
e124    7   64
e125    7   72
e126    7   81
e127    7   88
e128    7   89
e129    7   92
e130    8   9
e131    8   12
e132    8   16
e133    8   21
e134    8   25
e135    8   33
e136    8   39
e137    8   42
e138    8   43
e139    8   52
e140    8   61
e141    8   68
e142    8   69
e143    8   81
e144    8   86
e145    8   87
e146    8   90
e147    8   97
e148    8   99
e149    8   106
e150    8   115
e151    8   117
e152    8   118
e153    9   10
e154    9   11
e155    9   15
e156    9   20
e157    9   24
e158    9   25
e159    9   37
e160    9   43
e161    9   48
e162    9   52
e163    9   53
e164    9   61
e165    9   64
e166    9   66
e167    9   67
e168    9   71
e169    9   72
e170    9   73
e171    9   78
e172    9   82
e173    9   86
e174    9   94
e175    9   97
e176    9   100
e177    9   105
e178    9   106
e179    9   111
e180    10  11
e181    10  18
e182    10  24
e183    10  32
e184    10  35
e185    10  36
e186    10  40
e187    10  47
e188    10  50
e189    10  53
e190    10  59
e191    10  61
e192    10  68
e193    10  78
e194    10  88
e195    10  91
e196    10  99
e197    10  101
e198    10  103
e199    10  119
e200    11  12
e201    11  21
e202    11  25
e203    11  27
e204    11  32
e205    11  35
e206    11  37
e207    11  40
e208    11  50
e209    11  56
e210    11  62
e211    11  65
e212    11  71
e213    11  80
e214    11  85
e215    11  100
e216    11  102
e217    11  112
e218    11  115
e219    12  13
e220    12  27
e221    12  37
e222    12  46
e223    12  51
e224    12  52
e225    12  55
e226    12  56
e227    12  63
e228    12  66
e229    12  72
e230    12  76
e231    12  83
e232    12  85
e233    12  90
e234    12  92
e235    12  106
e236    12  107
e237    12  110
e238    12  111
e239    13  14
e240    13  38
e241    13  47
e242    13  55
e243    13  77
e244    13  82
e245    13  83
e246    13  84
e247    13  86
e248    13  91
e249    13  92
e250    13  93
e251    13  95
e252    13  105
e253    13  107
e254    13  110
e255    13  111
e256    13  115
e257    13  119
e258    14  15
e259    14  20
e260    14  22
e261    14  37
e262    14  41
e263    14  47
e264    14  52
e265    14  59
e266    14  70
e267    14  72
e268    14  80
e269    14  86
e270    14  107
e271    14  108
e272    15  16
e273    15  30
e274    15  31
e275    15  49
e276    15  51
e277    15  54
e278    15  56
e279    15  65
e280    15  69
e281    15  71
e282    15  72
e283    15  74
e284    15  78
e285    15  83
e286    15  84
e287    15  85
e288    15  88
e289    15  90
e290    15  92
e291    15  93
e292    15  95
e293    15  96
e294    15  97
e295    15  100
e296    15  102
e297    15  105
e298    15  108
e299    15  112
e300    15  113
e301    15  114
e302    15  115
e303    16  17
e304    16  18
e305    16  23
e306    16  33
e307    16  36
e308    16  37
e309    16  45
e310    16  52
e311    16  56
e312    16  68
e313    16  70
e314    16  71
e315    16  77
e316    16  82
e317    16  85
e318    16  90
e319    16  92
e320    16  95
e321    16  102
e322    16  111
e323    16  114
e324    17  18
e325    17  22
e326    17  27
e327    17  28
e328    17  32
e329    17  40
e330    17  44
e331    17  69
e332    17  73
e333    17  74
e334    17  83
e335    17  86
e336    17  101
e337    17  103
e338    17  104
e339    17  109
e340    17  111
e341    17  114
e342    18  19
e343    18  25
e344    18  31
e345    18  33
e346    18  43
e347    18  55
e348    18  66
e349    18  72
e350    18  73
e351    18  87
e352    18  100
e353    18  106
e354    18  109
e355    18  113
e356    18  115
e357    19  20
e358    19  23
e359    19  26
e360    19  30
e361    19  32
e362    19  49
e363    19  51
e364    19  52
e365    19  60
e366    19  82
e367    19  86
e368    19  91
e369    19  92
e370    19  98
e371    19  102
e372    19  104
e373    19  106
e374    19  119
e375    20  21
e376    20  23
e377    20  33
e378    20  35
e379    20  39
e380    20  54
e381    20  55
e382    20  58
e383    20  59
e384    20  61
e385    20  69
e386    20  72
e387    20  75
e388    20  76
e389    20  83
e390    20  85
e391    20  86
e392    20  102
e393    20  103
e394    20  106
e395    20  111
e396    20  112
e397    20  113
e398    20  117
e399    21  22
e400    21  23
e401    21  25
e402    21  29
e403    21  31
e404    21  39
e405    21  40
e406    21  49
e407    21  52
e408    21  63
e409    21  74
e410    21  85
e411    21  87
e412    21  102
e413    21  106
e414    21  109
e415    21  117
e416    21  120
e417    22  23
e418    22  24
e419    22  27
e420    22  31
e421    22  37
e422    22  44
e423    22  46
e424    22  52
e425    22  56
e426    22  57
e427    22  62
e428    22  63
e429    22  65
e430    22  68
e431    22  71
e432    22  74
e433    22  75
e434    22  77
e435    22  80
e436    22  81
e437    22  82
e438    22  83
e439    22  94
e440    22  107
e441    22  109
e442    22  110
e443    22  112
e444    22  113
e445    22  119
e446    23  24
e447    23  26
e448    23  27
e449    23  34
e450    23  36
e451    23  40
e452    23  41
e453    23  55
e454    23  62
e455    23  67
e456    23  89
e457    23  90
e458    23  94
e459    23  101
e460    23  109
e461    23  110
e462    23  113
e463    24  25
e464    24  40
e465    24  42
e466    24  43
e467    24  44
e468    24  46
e469    24  48
e470    24  57
e471    24  59
e472    24  65
e473    24  83
e474    24  89
e475    24  93
e476    24  104
e477    24  110
e478    24  116
e479    24  118
e480    25  26
e481    25  43
e482    25  44
e483    25  47
e484    25  51
e485    25  52
e486    25  56
e487    25  60
e488    25  63
e489    25  68
e490    25  69
e491    25  80
e492    25  92
e493    25  95
e494    25  98
e495    25  102
e496    25  104
e497    25  106
e498    25  108
e499    25  110
e500    25  111
e501    25  113
e502    25  116
e503    25  118
e504    25  119
e505    26  27
e506    26  28
e507    26  34
e508    26  35
e509    26  37
e510    26  40
e511    26  41
e512    26  45
e513    26  50
e514    26  53
e515    26  64
e516    26  67
e517    26  75
e518    26  89
e519    26  91
e520    26  98
e521    26  100
e522    26  102
e523    26  108
e524    26  111
e525    26  114
e526    26  120
e527    27  28
e528    27  32
e529    27  42
e530    27  55
e531    27  66
e532    27  83
e533    27  90
e534    27  101
e535    27  107
e536    27  114
e537    27  117
e538    28  29
e539    28  30
e540    28  31
e541    28  32
e542    28  34
e543    28  51
e544    28  58
e545    28  75
e546    28  76
e547    28  98
e548    28  103
e549    28  109
e550    28  116
e551    28  117
e552    28  118
e553    28  119
e554    29  30
