V: 120
E: 2142
Edge_Id Vi  Vj
e1      1   2
e2      1   8
e3      1   9
e4      1   18
e5      1   32
e6      1   36
e7      1   45
e8      1   51
e9      1   57
e10     1   62
e11     1   65
e12     1   68
e13     1   69
e14     1   70
e15     1   105
e16     1   107
e17     1   109
e18     2   3
e19     2   4
e20     2   6
e21     2   13
e22     2   20
e23     2   28
e24     2   29
e25     2   31
e26     2   34
e27     2   37
e28     2   38
e29     2   39
e30     2   44
e31     2   47
e32     2   50
e33     2   53
e34     2   64
e35     2   65
e36     2   68
e37     2   70
e38     2   76
e39     2   79
e40     2   82
e41     2   85
e42     2   90
e43     2   108
e44     2   109
e45     2   118
e46     3   4
e47     3   5
e48     3   7
e49     3   8
e50     3   15
e51     3   20
e52     3   21
e53     3   24
e54     3   28
e55     3   34
e56     3   36
e57     3   39
e58     3   40
e59     3   42
e60     3   43
e61     3   44
e62     3   46
e63     3   48
e64     3   49
e65     3   51
e66     3   55
e67     3   57
e68     3   58
e69     3   59
e70     3   60
e71     3   61
e72     3   73
e73     3   75
e74     3   80
e75     3   82
e76     3   86
e77     3   88
e78     3   92
e79     3   95
e80     3   99
e81     3   104
e82     3   114
e83     3   118
e84     3   119
e85     3   120
e86     4   5
e87     4   6
e88     4   8
e89     4   24
e90     4   32
e91     4   33
e92     4   34
e93     4   38
e94     4   41
e95     4   44
e96     4   45
e97     4   46
e98     4   50
e99     4   52
e100    4   54
e101    4   55
e102    4   61
e103    4   65
e104    4   66
e105    4   68
e106    4   70
e107    4   76
e108    4   78
e109    4   80
e110    4   84
e111    4   87
e112    4   90
e113    4   92
e114    4   93
e115    4   94
e116    4   97
e117    4   101
e118    4   107
e119    4   108
e120    4   113
e121    4   116
e122    4   117
e123    5   6
e124    5   16
e125    5   20
e126    5   23
e127    5   24
e128    5   26
e129    5   40
e130    5   41
e131    5   44
e132    5   48
e133    5   53
e134    5   56
e135    5   63
e136    5   65
e137    5   67
e138    5   68
e139    5   70
e140    5   72
e141    5   76
e142    5   80
e143    5   88
e144    5   97
e145    5   99
e146    5   101
e147    5   102
e148    5   106
e149    5   115
e150    5   119
e151    5   120
e152    6   7
e153    6   8
e154    6   10
e155    6   11
e156    6   13
e157    6   15
e158    6   18
e159    6   22
e160    6   26
e161    6   28
e162    6   31
e163    6   32
e164    6   38
e165    6   42
e166    6   52
e167    6   53
e168    6   59
e169    6   60
e170    6   63
e171    6   67
e172    6   68
e173    6   73
e174    6   76
e175    6   79
e176    6   80
e177    6   82
e178    6   83
e179    6   84
e180    6   85
e181    6   89
e182    6   91
e183    6   98
e184    6   99
e185    6   104
e186    6   107
e187    6   110
e188    6   111
e189    6   114
e190    6   117
e191    6   118
e192    6   119
e193    7   8
e194    7   9
e195    7   11
e196    7   12
e197    7   13
e198    7   14
e199    7   17
e200    7   22
e201    7   34
e202    7   37
e203    7   39
e204    7   41
e205    7   42
e206    7   50
e207    7   52
e208    7   53
e209    7   55
e210    7   60
e211    7   64
e212    7   68
e213    7   73
e214    7   74
e215    7   79
e216    7   80
e217    7   82
e218    7   83
e219    7   84
e220    7   85
e221    7   87
e222    7   88
e223    7   89
e224    7   90
e225    7   94
e226    7   97
e227    7   102
e228    7   103
e229    7   104
e230    7   112
e231    7   116
e232    7   118
e233    7   119
e234    8   9
e235    8   11
e236    8   12
e237    8   13
e238    8   26
e239    8   28
e240    8   32
e241    8   35
e242    8   37
e243    8   41
e244    8   47
e245    8   48
e246    8   62
e247    8   63
e248    8   67
e249    8   68
e250    8   71
e251    8   72
e252    8   76
e253    8   77
e254    8   80
e255    8   81
e256    8   92
e257    8   93
e258    8   94
e259    8   101
e260    8   103
e261    8   104
e262    8   108
e263    8   110
e264    9   10
e265    9   12
e266    9   20
e267    9   23
e268    9   25
e269    9   34
e270    9   36
e271    9   48
e272    9   50
e273    9   54
e274    9   55
e275    9   59
e276    9   61
e277    9   74
e278    9   78
e279    9   87
e280    9   91
e281    9   95
e282    9   97
e283    9   99
e284    9   105
e285    9   118
e286    10  11
e287    10  19
e288    10  22
e289    10  32
e290    10  37
e291    10  41
e292    10  43
e293    10  45
e294    10  50
e295    10  53
e296    10  58
e297    10  68
e298    10  71
e299    10  73
e300    10  86
e301    10  87
e302    10  91
e303    10  92
e304    10  94
e305    10  96
e306    10  100
e307    10  110
e308    10  112
e309    11  12
e310    11  24
e311    11  26
e312    11  27
e313    11  28
e314    11  30
e315    11  32
e316    11  35
e317    11  37
e318    11  40
e319    11  41
e320    11  48
e321    11  49
e322    11  50
e323    11  51
e324    11  54
e325    11  60
e326    11  62
e327    11  67
e328    11  69
e329    11  71
e330    11  76
e331    11  77
e332    11  79
e333    11  83
e334    11  87
e335    11  88
e336    11  90
e337    11  91
e338    11  92
e339    11  93
e340    11  96
e341    11  97
e342    11  98
e343    11  103
e344    11  104
e345    11  105
e346    11  112
e347    11  113
e348    11  116
e349    11  117
e350    11  119
e351    12  13
e352    12  14
e353    12  15
e354    12  22
e355    12  25
e356    12  30
e357    12  37
e358    12  39
e359    12  43
e360    12  44
e361    12  45
e362    12  48
e363    12  49
e364    12  50
e365    12  54
e366    12  55
e367    12  62
e368    12  63
e369    12  66
e370    12  73
e371    12  75
e372    12  79
e373    12  84
e374    12  86
e375    12  88
e376    12  90
e377    12  93
e378    12  96
e379    12  97
e380    12  102
e381    12  110
e382    12  113
e383    12  119
e384    13  14
e385    13  23
e386    13  24
e387    13  25
e388    13  26
e389    13  29
e390    13  34
e391    13  36
e392    13  38
e393    13  46
e394    13  48
e395    13  49
e396    13  50
e397    13  54
e398    13  60
e399    13  62
e400    13  64
e401    13  65
e402    13  71
e403    13  74
e404    13  82
e405    13  88
e406    13  89
e407    13  94
e408    13  96
e409    13  98
e410    13  102
e411    13  109
e412    13  110
e413    13  111
e414    13  114
e415    13  115
e416    13  118
e417    14  15
e418    14  17
e419    14  24
e420    14  25
e421    14  27
e422    14  30
e423    14  31
e424    14  33
e425    14  35
e426    14  36
e427    14  37
e428    14  40
e429    14  41
e430    14  48
e431    14  53
e432    14  56
e433    14  62
e434    14  65
e435    14  68
e436    14  69
e437    14  70
e438    14  76
e439    14  77
e440    14  79
e441    14  82
e442    14  89
e443    14  93
e444    14  106
e445    14  115
e446    14  116
e447    14  118
e448    15  16
e449    15  22
e450    15  25
e451    15  28
e452    15  31
e453    15  32
e454    15  37
e455    15  39
e456    15  42
e457    15  45
e458    15  46
e459    15  47
e460    15  49
e461    15  55
e462    15  56
e463    15  60
e464    15  69
e465    15  70
e466    15  72
e467    15  76
e468    15  77
e469    15  85
e470    15  90
e471    15  92
e472    15  93
e473    15  95
e474    15  100
e475    15  102
e476    15  103
e477    15  105
e478    15  106
e479    15  110
e480    15  112
e481    15  114
e482    15  117
e483    15  118
e484    16  17
e485    16  19
e486    16  20
e487    16  22
e488    16  28
e489    16  30
e490    16  44
e491    16  47
e492    16  49
e493    16  53
e494    16  57
e495    16  58
e496    16  60
e497    16  63
e498    16  67
e499    16  74
e500    16  77
e501    16  81
e502    16  83
e503    16  89
e504    16  91
e505    16  92
e506    16  97
e507    16  100
e508    16  102
e509    16  103
e510    16  106
e511    16  108
e512    16  112
e513    16  113
e514    16  116
e515    16  117
e516    17  18
e517    17  19
e518    17  20
e519    17  26
e520    17  27
e521    17  28
e522    17  29
e523    17  40
e524    17  42
e525    17  48
e526    17  49
e527    17  50
e528    17  51
e529    17  55
e530    17  58
e531    17  61
e532    17  67
e533    17  71
e534    17  74
e535    17  76
e536    17  77
e537    17  83
e538    17  84
e539    17  88
e540    17  89
e541    17  90
e542    17  91
e543    17  96
e544    17  97
e545    17  100
e546    17  102
e547    17  105
e548    17  107
e549    17  108
e550    17  110
e551    17  113
e552    17  114
e553    17  115
e554    17  117
e555    17  118
e556    18  19
e557    18  20
e558    18  22
e559    18  24
e560    18  28
e561    18  31
e562    18  35
e563    18  37
e564    18  38
e565    18  45
e566    18  48
e567    18  52
e568    18  55
e569    18  60
e570    18  61
e571    18  65
e572    18  69
e573    18  71
e574    18  75
e575    18  81
e576    18  88
e577    18  89
e578    18  90
e579    18  91
e580    18  92
e581    18  94
e582    18  95
e583    18  96
e584    18  100
e585    18  105
e586    18  107
e587    18  108
e588    18  114
e589    18  117
e590    19  20
e591    19  27
e592    19  31
e593    19  34
e594    19  35
e595    19  37
e596    19  39
e597    19  47
e598    19  49
e599    19  51
e600    19  52
e601    19  56
e602    19  66
e603    19  67
e604    19  69
e605    19  72
e606    19  78
e607    19  85
e608    19  93
e609    19  94
e610    19  95
e611    20  21
e612    20  23
e613    20  25
e614    20  31
e615    20  39
e616    20  43
e617    20  46
e618    20  59
e619    20  60
e620    20  61
e621    20  62
e622    20  65
e623    20  66
e624    20  67
e625    20  89
e626    20  97
e627    20  100
e628    20  107
e629    20  108
e630    20  110
e631    20  111
e632    20  113
e633    21  22
e634    21  24
e635    21  25
e636    21  27
e637    21  31
e638    21  38
e639    21  39
e640    21  41
e641    21  42
e642    21  44
e643    21  48
e644    21  57
e645    21  75
e646    21  76
e647    21  79
e648    21  91
e649    21  92
e650    21  95
e651    21  105
e652    21  106
e653    21  107
e654    21  110
e655    21  115
e656    21  116
e657    21  117
e658    21  118
e659    22  23
e660    22  24
e661    22  26
e662    22  27
e663    22  39
e664    22  45
e665    22  46
e666    22  51
e667    22  53
e668    22  56
e669    22  62
e670    22  64
e671    22  66
e672    22  67
e673    22  71
e674    22  72
e675    22  73
e676    22  74
e677    22  77
e678    22  78
e679    22  81
e680    22  84
e681    22  91
e682    22  95
e683    22  105
e684    22  106
e685    22  109
e686    22  115
e687    23  24
e688    23  28
e689    23  34
e690    23  35
e691    23  42
e692    23  45
e693    23  47
e694    23  51
e695    23  56
e696    23  59
e697    23  62
