V: 150
E: 1118
Edge_Id Vi  Vj
e1      1   2
e2      1   49
e3      1   67
e4      1   77
e5      1   117
e6      2   3
e7      2   9
e8      2   17
e9      2   21
e10     2   24
e11     2   25
e12     2   27
e13     2   28
e14     2   37
e15     2   39
e16     2   42
e17     2   67
e18     2   79
e19     2   85
e20     2   113
e21     2   124
e22     2   141
e23     2   145
e24     3   4
e25     3   19
e26     3   21
e27     3   60
e28     3   69
e29     3   81
e30     3   82
e31     3   98
e32     3   103
e33     3   116
e34     3   122
e35     3   126
e36     3   130
e37     3   141
e38     4   5
e39     4   21
e40     4   24
e41     4   37
e42     4   46
e43     4   50
e44     4   57
e45     4   80
e46     4   130
e47     4   148
e48     5   6
e49     5   11
e50     5   28
e51     5   37
e52     5   47
e53     5   77
e54     5   103
e55     5   147
e56     5   150
e57     6   7
e58     6   14
e59     6   24
e60     6   26
e61     6   27
e62     6   28
e63     6   48
e64     6   50
e65     6   68
e66     6   72
e67     6   85
e68     6   86
e69     6   125
e70     6   134
e71     6   140
e72     6   141
e73     7   8
e74     7   68
e75     7   90
e76     7   92
e77     7   99
e78     7   111
e79     7   130
e80     7   142
e81     8   9
e82     8   10
e83     8   16
e84     8   58
e85     8   76
e86     8   95
e87     8   112
e88     8   116
e89     8   145
e90     9   10
e91     9   23
e92     9   32
e93     9   35
e94     9   38
e95     9   39
e96     9   46
e97     9   67
e98     9   68
e99     9   75
e100    9   82
e101    9   93
e102    9   100
e103    9   111
e104    9   112
e105    9   118
e106    10  11
e107    10  14
e108    10  30
e109    10  41
e110    10  49
e111    10  107
e112    10  113
e113    10  128
e114    10  135
e115    10  143
e116    11  12
e117    11  16
e118    11  33
e119    11  37
e120    11  48
e121    11  65
e122    11  66
e123    11  89
e124    11  96
e125    11  97
e126    11  104
e127    11  105
e128    11  107
e129    11  128
e130    11  129
e131    11  131
e132    11  138
e133    11  141
e134    11  146
e135    11  150
e136    12  13
e137    12  21
e138    12  54
e139    12  59
e140    12  77
e141    12  99
e142    12  112
e143    12  113
e144    12  116
e145    12  147
e146    13  14
e147    13  33
e148    13  58
e149    13  62
e150    13  71
e151    13  76
e152    13  81
e153    13  87
e154    13  88
e155    13  107
e156    13  119
e157    13  125
e158    13  128
e159    13  129
e160    13  138
e161    13  145
e162    14  15
e163    14  19
e164    14  28
e165    14  30
e166    14  36
e167    14  39
e168    14  43
e169    14  45
e170    14  71
e171    14  72
e172    14  100
e173    14  112
e174    14  116
e175    14  127
e176    14  128
e177    14  132
e178    14  144
e179    15  16
e180    15  30
e181    15  35
e182    15  56
e183    15  62
e184    15  63
e185    15  70
e186    15  71
e187    15  78
e188    15  83
e189    15  96
e190    15  118
e191    15  121
e192    15  133
e193    15  141
e194    16  17
e195    16  31
e196    16  55
e197    16  83
e198    16  122
e199    16  142
e200    17  18
e201    17  28
e202    17  31
e203    17  34
e204    17  44
e205    17  49
e206    17  54
e207    17  64
e208    17  69
e209    17  80
e210    17  83
e211    17  84
e212    17  89
e213    17  94
e214    17  103
e215    17  107
e216    17  126
e217    17  130
e218    17  144
e219    18  19
e220    18  32
e221    18  33
e222    18  43
e223    18  56
e224    18  69
e225    18  82
e226    18  96
e227    18  100
e228    18  101
e229    18  105
e230    18  107
e231    18  110
e232    18  122
e233    18  144
e234    18  147
e235    19  20
e236    19  33
e237    19  60
e238    19  65
e239    19  102
e240    19  118
e241    19  131
e242    19  132
e243    20  21
e244    20  27
e245    20  28
e246    20  40
e247    20  43
e248    20  83
e249    20  90
e250    20  125
e251    20  128
e252    20  147
e253    21  22
e254    21  24
e255    21  33
e256    21  48
e257    21  62
e258    21  80
e259    21  96
e260    21  98
e261    21  112
e262    21  115
e263    21  126
e264    21  140
e265    22  23
e266    22  38
e267    22  39
e268    22  67
e269    22  80
e270    22  98
e271    22  104
e272    22  116
e273    22  124
e274    22  126
e275    22  143
e276    23  24
e277    23  29
e278    23  31
e279    23  36
e280    23  44
e281    23  50
e282    23  54
e283    23  74
e284    23  77
e285    23  97
e286    23  104
e287    23  112
e288    23  128
e289    23  142
e290    24  25
e291    24  68
e292    24  98
e293    24  105
e294    24  119
e295    24  137
e296    24  138
e297    25  26
e298    25  39
e299    25  45
e300    25  59
e301    25  76
e302    25  83
e303    25  90
e304    25  109
e305    25  116
e306    25  123
e307    25  134
e308    25  146
e309    25  147
e310    26  27
e311    26  32
e312    26  38
e313    26  39
e314    26  83
e315    26  96
e316    26  107
e317    26  126
e318    26  143
e319    27  28
e320    27  30
e321    27  38
e322    27  41
e323    27  57
e324    27  58
e325    27  78
e326    27  123
e327    27  126
e328    28  29
e329    28  50
e330    28  70
e331    28  76
e332    28  80
e333    28  84
e334    28  99
e335    28  103
e336    28  108
e337    28  141
e338    28  143
e339    29  30
e340    29  34
e341    29  39
e342    29  41
e343    29  43
e344    29  60
e345    29  68
e346    29  79
e347    29  83
e348    29  90
e349    29  100
e350    29  104
e351    29  133
e352    29  146
e353    30  31
e354    30  36
e355    30  37
e356    30  43
e357    30  50
e358    30  52
e359    30  53
e360    30  58
e361    30  59
e362    30  68
e363    30  91
e364    30  98
e365    30  112
e366    30  115
e367    30  117
e368    30  126
e369    30  132
e370    30  146
e371    31  32
e372    31  41
e373    31  75
e374    31  85
e375    32  33
e376    32  38
e377    32  53
e378    32  71
e379    32  83
e380    32  92
e381    32  114
e382    32  122
e383    32  148
e384    33  34
e385    33  36
e386    33  46
e387    33  99
e388    33  130
e389    33  148
e390    34  35
e391    34  40
e392    34  42
e393    34  45
e394    34  46
e395    34  71
e396    34  91
e397    34  105
e398    34  110
e399    35  36
e400    35  49
e401    35  54
e402    35  66
e403    35  71
e404    35  87
e405    35  93
e406    35  100
e407    35  123
e408    35  140
e409    36  37
e410    36  88
e411    36  91
e412    36  99
e413    36  102
e414    36  103
e415    36  105
e416    36  107
e417    36  110
e418    36  113
e419    36  114
e420    36  126
e421    36  141
e422    36  145
e423    37  38
e424    37  47
e425    37  51
e426    37  57
e427    37  61
e428    37  95
e429    37  96
e430    37  98
e431    37  102
e432    37  106
e433    37  109
e434    37  120
e435    37  127
e436    37  133
