V: 100
E: 1485
Edge_Id Vi  Vj
e1      1   2
e2      1   7
e3      1   24
e4      1   43
e5      1   58
e6      1   68
e7      1   73
e8      1   78
e9      1   79
e10     1   81
e11     1   87
e12     1   88
e13     1   92
e14     1   93
e15     1   97
e16     1   98
e17     2   3
e18     2   5
e19     2   12
e20     2   17
e21     2   18
e22     2   19
e23     2   25
e24     2   26
e25     2   27
e26     2   32
e27     2   35
e28     2   39
e29     2   43
e30     2   46
e31     2   47
e32     2   48
e33     2   52
e34     2   63
e35     2   64
e36     2   66
e37     2   74
e38     2   76
e39     2   79
e40     2   90
e41     2   94
e42     2   95
e43     2   97
e44     2   98
e45     3   4
e46     3   5
e47     3   8
e48     3   13
e49     3   15
e50     3   18
e51     3   32
e52     3   33
e53     3   34
e54     3   38
e55     3   48
e56     3   54
e57     3   56
e58     3   60
e59     3   61
e60     3   68
e61     3   71
e62     3   81
e63     3   82
e64     3   83
e65     3   86
e66     3   87
e67     3   89
e68     3   91
e69     3   92
e70     3   93
e71     4   5
e72     4   9
e73     4   11
e74     4   12
e75     4   13
e76     4   15
e77     4   16
e78     4   17
e79     4   20
e80     4   22
e81     4   23
e82     4   24
e83     4   28
e84     4   30
e85     4   31
e86     4   37
e87     4   38
e88     4   42
e89     4   47
e90     4   52
e91     4   55
e92     4   58
e93     4   62
e94     4   63
e95     4   66
e96     4   68
e97     4   70
e98     4   72
e99     4   79
e100    4   80
e101    4   83
e102    4   90
e103    4   91
e104    4   94
e105    4   95
e106    4   99
e107    5   6
e108    5   7
e109    5   9
e110    5   10
e111    5   11
e112    5   13
e113    5   25
e114    5   26
e115    5   28
e116    5   29
e117    5   31
e118    5   32
e119    5   34
e120    5   37
e121    5   42
e122    5   44
e123    5   45
e124    5   49
e125    5   63
e126    5   69
e127    5   73
e128    5   75
e129    5   77
e130    5   84
e131    5   93
e132    5   94
e133    5   95
e134    6   7
e135    6   9
e136    6   10
e137    6   12
e138    6   15
e139    6   20
e140    6   22
e141    6   26
e142    6   27
e143    6   29
e144    6   31
e145    6   32
e146    6   33
e147    6   42
e148    6   46
e149    6   47
e150    6   50
e151    6   52
e152    6   63
e153    6   66
e154    6   74
e155    6   79
e156    6   81
e157    6   83
e158    6   84
e159    6   91
e160    6   94
e161    6   95
e162    6   96
e163    6   97
e164    6   99
e165    7   8
e166    7   12
e167    7   15
e168    7   16
e169    7   18
e170    7   21
e171    7   23
e172    7   25
e173    7   30
e174    7   36
e175    7   37
e176    7   38
e177    7   39
e178    7   42
e179    7   45
e180    7   46
e181    7   58
e182    7   59
e183    7   60
e184    7   62
e185    7   66
e186    7   72
e187    7   76
e188    7   81
e189    7   84
e190    7   89
e191    8   9
e192    8   15
e193    8   25
e194    8   26
e195    8   27
e196    8   35
e197    8   37
e198    8   39
e199    8   47
e200    8   50
e201    8   52
e202    8   56
e203    8   57
e204    8   60
e205    8   62
e206    8   64
e207    8   65
e208    8   80
e209    8   81
e210    8   89
e211    8   94
e212    9   10
e213    9   15
e214    9   17
e215    9   19
e216    9   22
e217    9   25
e218    9   33
e219    9   34
e220    9   36
e221    9   38
e222    9   43
e223    9   46
e224    9   55
e225    9   57
e226    9   58
e227    9   67
e228    9   68
e229    9   69
e230    9   71
e231    9   72
e232    9   73
e233    9   78
e234    9   82
e235    9   83
e236    9   86
e237    9   89
e238    9   95
e239    9   96
e240    9   97
e241    9   98
e242    10  11
e243    10  16
e244    10  17
e245    10  19
e246    10  25
e247    10  31
e248    10  33
e249    10  35
e250    10  37
e251    10  41
e252    10  44
e253    10  47
e254    10  49
e255    10  50
e256    10  53
e257    10  60
e258    10  62
e259    10  63
e260    10  65
e261    10  70
e262    10  74
e263    10  81
e264    10  83
e265    10  91
e266    10  92
e267    10  94
e268    10  95
e269    10  96
e270    10  97
e271    11  12
e272    11  13
e273    11  15
e274    11  17
e275    11  21
e276    11  27
e277    11  29
e278    11  30
e279    11  36
e280    11  37
e281    11  40
e282    11  41
e283    11  46
e284    11  54
e285    11  55
e286    11  58
e287    11  63
e288    11  65
e289    11  67
e290    11  69
e291    11  71
e292    11  77
e293    11  82
e294    11  85
e295    11  92
e296    12  13
e297    12  17
e298    12  18
e299    12  21
e300    12  26
e301    12  28
e302    12  34
e303    12  39
e304    12  40
e305    12  44
e306    12  49
e307    12  50
e308    12  52
e309    12  55
e310    12  56
e311    12  59
e312    12  63
e313    12  64
e314    12  65
e315    12  71
e316    12  78
e317    12  79
e318    12  83
e319    12  89
e320    12  91
e321    12  92
e322    12  95
e323    12  97
e324    12  98
e325    12  99
e326    13  14
e327    13  15
e328    13  18
e329    13  19
e330    13  23
e331    13  26
e332    13  29
e333    13  31
e334    13  32
e335    13  33
e336    13  41
e337    13  43
e338    13  47
e339    13  53
e340    13  55
e341    13  63
e342    13  65
e343    13  67
e344    13  74
e345    13  81
e346    13  82
e347    13  87
e348    13  88
e349    13  89
e350    13  90
e351    13  91
e352    13  93
e353    13  94
e354    14  15
e355    14  19
e356    14  27
e357    14  33
e358    14  35
e359    14  36
e360    14  45
e361    14  46
e362    14  50
e363    14  54
e364    14  56
e365    14  57
e366    14  61
e367    14  65
e368    14  66
e369    14  71
e370    14  72
e371    14  83
e372    14  84
e373    14  92
e374    14  95
e375    14  98
e376    14  100
e377    15  16
e378    15  17
e379    15  18
e380    15  23
e381    15  25
e382    15  29
e383    15  31
e384    15  35
e385    15  40
e386    15  42
e387    15  43
e388    15  46
e389    15  49
e390    15  54
e391    15  55
