V: 150
E: 7823
Edge_Id Vi  Vj
e1      1   2
e2      1   6
e3      1   7
e4      1   8
e5      1   11
e6      1   12
e7      1   13
e8      1   15
e9      1   16
e10     1   21
e11     1   24
e12     1   26
e13     1   28
e14     1   30
e15     1   31
e16     1   32
e17     1   33
e18     1   34
e19     1   35
e20     1   39
e21     1   40
e22     1   41
e23     1   42
e24     1   46
e25     1   48
e26     1   49
e27     1   52
e28     1   54
e29     1   55
e30     1   56
e31     1   58
e32     1   60
e33     1   63
e34     1   64
e35     1   68
e36     1   71
e37     1   75
e38     1   79
e39     1   80
e40     1   81
e41     1   82
e42     1   86
e43     1   87
e44     1   89
e45     1   90
e46     1   92
e47     1   93
e48     1   96
e49     1   99
e50     1   101
e51     1   104
e52     1   106
e53     1   111
e54     1   113
e55     1   114
e56     1   117
e57     1   118
e58     1   120
e59     1   121
e60     1   124
e61     1   125
e62     1   128
e63     1   129
e64     1   131
e65     1   136
e66     1   144
e67     1   145
e68     1   150
e69     2   3
e70     2   4
e71     2   5
e72     2   6
e73     2   7
e74     2   8
e75     2   10
e76     2   11
e77     2   12
e78     2   17
e79     2   19
e80     2   20
e81     2   21
e82     2   22
e83     2   23
e84     2   24
e85     2   25
e86     2   26
e87     2   27
e88     2   28
e89     2   29
e90     2   30
e91     2   32
e92     2   34
e93     2   39
e94     2   40
e95     2   41
e96     2   42
e97     2   44
e98     2   45
e99     2   47
e100    2   48
e101    2   49
e102    2   50
e103    2   52
e104    2   54
e105    2   55
e106    2   56
e107    2   58
e108    2   60
e109    2   61
e110    2   63
e111    2   64
e112    2   67
e113    2   68
e114    2   69
e115    2   71
e116    2   72
e117    2   75
e118    2   76
e119    2   78
e120    2   79
e121    2   81
e122    2   82
e123    2   83
e124    2   84
e125    2   87
e126    2   88
e127    2   89
e128    2   90
e129    2   91
e130    2   92
e131    2   96
e132    2   97
e133    2   98
e134    2   100
e135    2   101
e136    2   102
e137    2   106
e138    2   107
e139    2   108
e140    2   109
e141    2   110
e142    2   111
e143    2   112
e144    2   113
e145    2   115
e146    2   116
e147    2   117
e148    2   118
e149    2   119
e150    2   120
e151    2   121
e152    2   123
e153    2   125
e154    2   127
e155    2   128
e156    2   129
e157    2   131
e158    2   133
e159    2   134
e160    2   136
e161    2   137
e162    2   138
e163    2   139
e164    2   141
e165    2   142
e166    2   143
e167    2   145
e168    2   146
e169    2   147
e170    2   149
e171    2   150
e172    3   4
e173    3   5
e174    3   6
e175    3   7
e176    3   8
e177    3   9
e178    3   10
e179    3   11
e180    3   12
e181    3   18
e182    3   19
e183    3   22
e184    3   24
e185    3   25
e186    3   26
e187    3   27
e188    3   28
e189    3   29
e190    3   30
e191    3   33
e192    3   36
e193    3   38
e194    3   39
e195    3   40
e196    3   41
e197    3   42
e198    3   43
e199    3   45
e200    3   46
e201    3   47
e202    3   48
e203    3   51
e204    3   52
e205    3   54
e206    3   55
e207    3   56
e208    3   57
e209    3   58
