V: 100
E: 3465
Edge_Id Vi  Vj
e1      1   2
e2      1   3
e3      1   4
e4      1   5
e5      1   7
e6      1   10
e7      1   13
e8      1   14
e9      1   15
e10     1   16
e11     1   18
e12     1   22
e13     1   24
e14     1   26
e15     1   27
e16     1   29
e17     1   30
e18     1   32
e19     1   38
e20     1   39
e21     1   40
e22     1   41
e23     1   44
e24     1   46
e25     1   47
e26     1   49
e27     1   51
e28     1   52
e29     1   56
e30     1   58
e31     1   60
e32     1   61
e33     1   62
e34     1   63
e35     1   66
e36     1   67
e37     1   68
e38     1   69
e39     1   72
e40     1   73
e41     1   77
e42     1   78
e43     1   81
e44     1   84
e45     1   86
e46     1   87
e47     1   88
e48     1   90
e49     1   91
e50     1   92
e51     1   93
e52     1   98
e53     2   3
e54     2   6
e55     2   7
e56     2   8
e57     2   9
e58     2   10
e59     2   11
e60     2   12
e61     2   13
e62     2   14
e63     2   15
e64     2   16
e65     2   17
e66     2   18
e67     2   19
e68     2   20
e69     2   21
e70     2   25
e71     2   26
e72     2   27
e73     2   28
e74     2   29
e75     2   30
e76     2   31
e77     2   32
e78     2   34
e79     2   36
e80     2   38
e81     2   40
e82     2   41
e83     2   44
e84     2   46
e85     2   47
e86     2   49
e87     2   50
e88     2   51
e89     2   52
e90     2   53
e91     2   54
e92     2   55
e93     2   56
e94     2   59
e95     2   60
e96     2   61
e97     2   62
e98     2   63
e99     2   64
e100    2   65
e101    2   66
e102    2   67
e103    2   68
e104    2   69
e105    2   70
e106    2   73
e107    2   74
e108    2   75
e109    2   76
e110    2   77
e111    2   78
e112    2   79
e113    2   80
e114    2   83
e115    2   84
e116    2   85
e117    2   86
e118    2   87
e119    2   89
e120    2   90
e121    2   91
e122    2   93
e123    2   96
e124    2   98
e125    3   4
e126    3   5
e127    3   6
e128    3   7
e129    3   8
e130    3   9
e131    3   10
e132    3   11
e133    3   12
e134    3   16
e135    3   17
e136    3   18
e137    3   19
e138    3   20
e139    3   21
e140    3   22
e141    3   24
e142    3   25
e143    3   26
e144    3   27
e145    3   28
e146    3   29
e147    3   31
e148    3   33
e149    3   34
e150    3   35
e151    3   36
e152    3   37
e153    3   39
e154    3   40
e155    3   42
e156    3   43
e157    3   44
e158    3   47
e159    3   50
e160    3   53
e161    3   54
e162    3   55
e163    3   56
e164    3   57
e165    3   58
e166    3   59
e167    3   61
e168    3   64
e169    3   65
e170    3   66
e171    3   67
e172    3   68
e173    3   70
e174    3   71
e175    3   74
e176    3   75
e177    3   76
e178    3   77
e179    3   80
e180    3   84
e181    3   85
e182    3   86
e183    3   87
e184    3   88
e185    3   89
e186    3   90
e187    3   93
e188    3   94
e189    3   95
e190    3   96
e191    3   97
e192    3   98
e193    3   99
e194    4   5
e195    4   8
e196    4   9
e197    4   11
e198    4   12
e199    4   13
e200    4   14
e201    4   15
e202    4   16
e203    4   17
e204    4   19
e205    4   20
e206    4   21
e207    4   22
e208    4   24
e209    4   25
e210    4   26
e211    4   27
e212    4   29
e213    4   30
e214    4   31
e215    4   32
e216    4   34
e217    4   35
e218    4   36
e219    4   37
e220    4   38
e221    4   39
e222    4   46
e223    4   47
e224    4   48
e225    4   49
e226    4   50
e227    4   52
e228    4   53
e229    4   54
e230    4   55
e231    4   56
e232    4   57
e233    4   58
e234    4   59
e235    4   60
e236    4   61
e237    4   62
e238    4   63
e239    4   64
e240    4   66
e241    4   67
e242    4   68
e243    4   69
e244    4   70
e245    4   71
e246    4   73
e247    4   74
e248    4   76
e249    4   77
e250    4   78
e251    4   79
e252    4   80
e253    4   82
e254    4   83
e255    4   85
e256    4   86
e257    4   87
e258    4   88
e259    4   89
e260    4   90
e261    4   91
e262    4   92
e263    4   95
e264    4   96
e265    4   98
e266    5   6
e267    5   7
e268    5   8
e269    5   10
e270    5   11
e271    5   12
e272    5   14
e273    5   17
e274    5   18
e275    5   19
e276    5   20
e277    5   21
e278    5   22
e279    5   24
e280    5   25
e281    5   28
e282    5   31
e283    5   32
e284    5   33
e285    5   35
e286    5   37
e287    5   38
e288    5   39
e289    5   40
e290    5   41
e291    5   42
e292    5   43
e293    5   45
e294    5   46
e295    5   47
e296    5   49
e297    5   50
e298    5   51
e299    5   52
e300    5   53
e301    5   55
e302    5   56
e303    5   57
e304    5   58
e305    5   60
e306    5   61
e307    5   63
e308    5   65
e309    5   66
e310    5   67
e311    5   68
e312    5   69
e313    5   70
e314    5   71
e315    5   72
e316    5   73
e317    5   75
e318    5   76
e319    5   77
e320    5   78
e321    5   79
e322    5   80
e323    5   81
e324    5   83
e325    5   84
e326    5   85
e327    5   86
e328    5   87
e329    5   88
e330    5   89
e331    5   90
e332    5   92
e333    5   93
e334    5   94
e335    5   96
e336    5   97
e337    5   98
e338    5   99
e339    6   7
e340    6   8
e341    6   9
e342    6   10
e343    6   11
e344    6   12
e345    6   14
e346    6   15
e347    6   16
e348    6   18
e349    6   21
e350    6   23
e351    6   25
e352    6   26
e353    6   29
e354    6   32
e355    6   33
e356    6   34
e357    6   35
e358    6   36
e359    6   40
e360    6   41
e361    6   42
e362    6   43
e363    6   44
e364    6   45
e365    6   46
e366    6   47
e367    6   48
e368    6   50
e369    6   53
e370    6   55
e371    6   56
e372    6   58
e373    6   63
e374    6   64
e375    6   65
e376    6   66
e377    6   67
e378    6   68
e379    6   71
e380    6   75
e381    6   76
e382    6   77
e383    6   78
e384    6   79
e385    6   80
e386    6   81
e387    6   82
e388    6   83
e389    6   84
e390    6   85
e391    6   86
e392    6   89
e393    6   90
e394    6   91
e395    6   94
e396    6   95
e397    6   97
e398    6   98
e399    6   99
e400    7   8
e401    7   9
e402    7   10
e403    7   12
e404    7   13
e405    7   14
e406    7   15
e407    7   16
e408    7   18
e409    7   19
e410    7   20
e411    7   21
e412    7   22
e413    7   24
e414    7   26
e415    7   27
e416    7   29
e417    7   30
e418    7   31
e419    7   32
e420    7   33
e421    7   35
e422    7   37
e423    7   38
e424    7   40
e425    7   41
e426    7   42
e427    7   45
e428    7   48
e429    7   50
e430    7   52
e431    7   54
e432    7   55
e433    7   56
e434    7   57
e435    7   58
e436    7   59
e437    7   61
e438    7   62
e439    7   63
e440    7   64
e441    7   66
e442    7   67
e443    7   68
e444    7   69
e445    7   71
e446    7   72
e447    7   73
e448    7   74
e449    7   76
e450    7   78
e451    7   80
e452    7   81
e453    7   82
e454    7   83
e455    7   84
e456    7   85
e457    7   88
e458    7   90
e459    7   91
e460    7   92
e461    7   95
e462    7   97
e463    7   98
e464    7   99
e465    8   9
e466    8   10
e467    8   12
e468    8   13
e469    8   14
e470    8   17
e471    8   18
e472    8   19
e473    8   20
e474    8   21
e475    8   22
e476    8   23
e477    8   24
