V: 900
E: 202275
Edge_Id Vi  Vj
e1      7   61
e2      7   759
e3      759 806
e4      40  806
e5      40  383
e6      20  383
e7      20  754
e8      754 867
e9      47  867
e10     47  769
e11     179 769
e12     179 489
e13     489 735
e14     184 735
e15     184 245
e16     245 412
e17     14  412
e18     14  182
e19     111 182
e20     111 686
e21     378 686
e22     168 378
e23     168 174
e24     174 578
e25     578 682
e26     682 694
e27     572 694
e28     572 708
e29     708 742
e30     443 742
e31     391 443
e32     195 391
e33     195 798
e34     1   798
e35     1   109
e36     109 280
e37     280 331
e38     331 881
e39     342 881
e40     342 343
e41     120 343
e42     120 580
e43     549 580
e44     243 549
e45     243 399
e46     399 462
e47     462 511
e48     428 511
e49     388 428
e50     241 388
e51     241 796
e52     123 796
e53     123 661
e54     150 661
e55     150 697
e56     228 697
e57     104 228
e58     104 390
e59     390 601
e60     42  601
e61     42  204
e62     204 544
e63     130 544
e64     115 130
e65     115 277
e66     277 381
e67     131 381
e68     131 899
e69     79  899
e70     79  546
e71     147 546
e72     147 403
e73     65  403
e74     65  841
e75     136 841
e76     136 482
e77     482 644
e78     568 644
e79     568 707
e80     26  707
e81     26  74
e82     74  89
e83     89  654
e84     628 654
e85     628 764
e86     543 764
e87     543 683
e88     642 683
e89     298 642
e90     298 804
e91     304 804
e92     264 304
e93     264 624
e94     368 624
e95     368 854
e96     350 854
e97     226 350
e98     226 461
e99     461 774
e100    774 790
e101    790 820
e102    354 820
e103    354 565
e104    520 565
e105    520 823
e106    463 823
e107    215 463
e108    215 415
e109    213 415
e110    213 333
e111    128 333
e112    88  128
e113    88  348
e114    273 348
e115    6   273
e116    6   435
e117    435 793
e118    176 793
e119    176 848
e120    198 848
e121    198 494
e122    494 810
e123    635 810
e124    376 635
e125    376 542
e126    196 542
e127    97  196
e128    97  514
e129    169 514
e130    169 352
e131    352 452
e132    207 452
e133    207 829
e134    645 829
e135    306 645
e136    266 306
e137    266 369
e138    205 369
e139    23  205
e140    23  537
e141    162 537
e142    98  162
e143    98  503
e144    503 839
e145    710 839
e146    153 710
e147    153 789
e148    509 789
e149    509 828
e150    722 828
e151    538 722
e152    364 538
e153    364 505
e154    110 505
e155    110 536
e156    536 726
e157    92  726
e158    92  307
e159    307 477
e160    216 477
e161    216 670
e162    9   670
e163    9   237
e164    237 802
e165    802 868
e166    627 868
e167    627 675
e168    148 675
e169    148 815
e170    365 815
e171    365 496
e172    496 521
e173    325 521
e174    325 326
e175    326 431
e176    124 431
e177    63  124
e178    57  63
e179    57  577
e180    396 577
e181    38  396
e182    38  299
e183    299 406
e184    335 406
e185    335 773
e186    401 773
e187    401 699
e188    373 699
e189    339 373
e190    339 649
e191    296 649
e192    112 296
e193    112 777
e194    556 777
e195    13  556
e196    13  870
e197    103 870
e198    54  103
e199    54  701
e200    432 701
e201    432 678
e202    638 678
e203    638 849
e204    82  849
e205    82  877
e206    234 877
e207    201 234
e208    201 674
e209    674 778
e210    778 834
e211    626 834
e212    626 880
e213    172 880
e214    172 716
e215    690 716
e216    235 690
e217    72  235
e218    72  219
e219    219 405
e220    405 714
e221    69  714
e222    69  145
e223    5   145
e224    5   594
e225    516 594
e226    434 516
e227    392 434
e228    290 392
e229    290 673
e230    349 673
e231    310 349
e232    30  310
e233    30  836
e234    785 836
e235    155 785
e236    155 702
e237    366 702
e238    366 652
e239    12  652
e240    12  379
e241    320 379
e242    46  320
e243    46  518
e244    36  518
e245    36  118
e246    118 171
e247    43  171
e248    43  886
e249    886 900
e250    268 900
e251    268 669
e252    625 669
e253    117 625
e254    117 566
e255    183 566
e256    183 328
e257    68  328
e258    68  76
e259    64  76
e260    64  680
e261    318 680
e262    318 850
e263    192 850
e264    192 257
e265    257 658
e266    265 658
e267    170 265
e268    170 610
e269    486 610
e270    358 486
e271    346 358
e272    258 346
e273    236 258
e274    236 639
e275    99  639
e276    99  857
e277    212 857
e278    212 413
e279    413 623
e280    548 623
e281    126 548
e282    126 254
e283    105 254
e284    33  105
e285    33  459
e286    456 459
e287    311 456
e288    311 636
e289    101 636
e290    101 634
e291    262 634
e292    262 465
e293    356 465
e294    356 768
e295    410 768
e296    410 444
e297    359 444
e298    359 744
e299    330 744
e300    330 571
e301    571 700
e302    593 700
e303    108 593
e304    108 445
e305    329 445
e306    146 329
e307    146 372
e308    166 372
e309    166 387
e310    387 484
e311    156 484
e312    156 840
e313    495 840
e314    21  495
e315    21  45
e316    45  51
e317    51  529
e318    90  529
e319    90  102
e320    25  102
e321    25  62
e322    62  116
e323    116 602
e324    602 662
e325    475 662
e326    377 475
e327    377 457
e328    457 825
e329    545 825
e330    545 559
e331    559 709
e332    499 709
e333    499 522
e334    278 522
e335    278 729
e336    15  729
e337    15  689
e338    584 689
e339    470 584
e340    414 470
e341    414 454
e342    164 454
e343    28  164
e344    28  283
e345    283 483
e346    276 483
e347    276 643
e348    643 671
e349    295 671
e350    295 736
e351    653 736
e352    653 712
e353    271 712
e354    269 271
e355    133 269
e356    133 720
e357    252 720
e358    252 664
e359    611 664
e360    49  611
e361    49  582
e362    60  582
e363    60  106
e364    106 833
e365    763 833
e366    750 763
e367    58  750
e368    58  844
e369    129 844
e370    129 597
e371    597 656
e372    322 656
e373    322 481
e374    481 811
e375    531 811
