V: 400
E: 23940
Edge_Id Vi  Vj
e1      50  310
e2      50  257
e3      137 257
e4      137 187
e5      144 187
e6      144 341
e7      19  341
e8      3   19
e9      3   172
e10     147 172
e11     60  147
e12     60  153
e13     153 323
e14     49  323
e15     49  185
e16     185 233
e17     129 233
e18     129 362
e19     35  362
e20     35  374
e21     345 374
e22     254 345
e23     122 254
e24     122 145
e25     145 381
e26     125 381
e27     125 179
e28     179 336
e29     309 336
e30     309 315
e31     305 315
e32     156 305
e33     32  156
e34     24  32
e35     1   24
e36     1   5
e37     5   277
e38     9   277
e39     9   151
e40     151 370
e41     127 370
e42     103 127
e43     103 214
e44     201 214
e45     109 201
e46     109 292
e47     292 380
e48     325 380
e49     59  325
e50     27  59
e51     27  349
e52     349 359
e53     6   359
e54     6   124
e55     124 170
e56     170 352
e57     45  352
e58     45  272
e59     95  272
e60     95  354
e61     212 354
e62     212 236
e63     54  236
e64     4   54
e65     4   120
e66     120 155
e67     21  155
e68     21  375
e69     128 375
e70     77  128
e71     77  167
e72     167 372
e73     318 372
e74     41  318
e75     41  206
e76     47  206
e77     11  47
e78     11  65
e79     65  244
e80     161 244
e81     79  161
e82     79  175
e83     175 288
e84     186 288
e85     186 207
e86     207 243
e87     243 281
e88     94  281
e89     82  94
e90     40  82
e91     40  367
e92     367 385
e93     373 385
e94     25  373
e95     25  245
e96     210 245
e97     210 228
e98     152 228
e99     152 224
e100    87  224
e101    74  87
e102    74  181
e103    121 181
e104    71  121
e105    71  397
e106    15  397
e107    15  330
e108    330 378
e109    16  378
e110    16  350
e111    58  350
e112    58  400
e113    392 400
e114    190 392
e115    190 387
e116    14  387
e117    14  163
e118    163 284
e119    191 284
e120    191 286
e121    286 303
e122    303 361
e123    242 361
e124    242 258
e125    132 258
e126    132 357
e127    85  357
e128    85  365
e129    22  365
e130    22  384
e131    134 384
e132    113 134
e133    53  113
e134    53  115
e135    115 141
e136    141 169
e137    55  169
e138    55  99
e139    81  99
e140    81  177
e141    177 388
e142    88  388
e143    88  135
e144    135 138
e145    34  138
e146    28  34
e147    28  173
e148    173 386
e149    235 386
e150    68  235
e151    67  68
e152    63  67
e153    43  63
e154    43  297
e155    44  297
e156    44  364
e157    364 371
e158    262 371
e159    262 276
e160    76  276
e161    76  366
e162    302 366
e163    38  302
e164    38  97
e165    97  168
e166    117 168
e167    117 260
e168    180 260
e169    180 293
e170    229 293
e171    23  229
e172    23  389
e173    304 389
e174    304 326
e175    165 326
e176    42  165
e177    42  316
e178    230 316
e179    157 230
e180    157 255
e181    131 255
e182    29  131
e183    29  198
e184    86  198
e185    86  104
e186    104 223
e187    223 241
e188    17  241
e189    17  57
e190    57  83
e191    83  270
e192    194 270
e193    119 194
e194    78  119
e195    78  105
e196    26  105
e197    7   26
e198    7   221
e199    221 379
e200    205 379
e201    139 205
e202    126 139
e203    126 343
e204    306 343
e205    196 306
e206    160 196
e207    80  160
e208    80  299
e209    266 299
e210    266 348
e211    148 348
e212    148 368
e213    192 368
e214    192 225
e215    225 271
e216    271 328
e217    107 328
e218    107 220
e219    183 220
e220    31  183
e221    31  261
e222    217 261
e223    213 217
e224    195 213
e225    66  195
e226    66  211
e227    211 355
e228    355 383
e229    282 383
e230    158 282
e231    158 275
e232    237 275
e233    184 237
e234    184 274
e235    274 363
e236    238 363
e237    226 238
e238    48  226
e239    48  265
e240    265 396
e241    280 396
e242    280 347
e243    311 347
e244    33  311
e245    33  231
e246    10  231
e247    10  176
e248    176 327
e249    327 391
e250    98  391
e251    46  98
e252    46  319
e253    84  319
e254    84  321
e255    8   321
e256    8   216
e257    216 290
e258    250 290
e259    154 250
e260    154 313
e261    143 313
e262    143 382
e263    320 382
e264    89  320
e265    89  159
e266    92  159
e267    92  283
e268    200 283
e269    200 339
e270    300 339
e271    300 393
e272    111 393
e273    111 252
e274    39  252
e275    39  264
e276    264 285
e277    30  285
e278    30  69
e279    69  162
e280    162 360
e281    96  360
e282    96  234
e283    234 279
e284    142 279
e285    142 246
e286    171 246
e287    171 273
e288    273 317
e289    256 317
e290    256 259
e291    112 259
e292    112 346
e293    110 346
e294    110 322
e295    64  322
e296    36  64
e297    36  174
e298    90  174
e299    90  340
e300    189 340
e301    189 203
e302    203 263
e303    263 331
e304    118 331
e305    118 356
e306    249 356
e307    249 268
e308    268 358
e309    358 394
e310    73  394
e311    73  269
e312    13  269
e313    13  146
e314    146 329
e315    20  329
e316    20  61
e317    61  278
e318    52  278
e319    52  287
e320    287 307
e321    114 307
e322    114 222
e323    222 240
e324    51  240
e325    51  353
e326    308 353
e327    308 351
e328    18  351
e329    18  91
e330    91  369
e331    182 369
e332    182 239
e333    239 291
e334    70  291
e335    70  248
e336    164 248
e337    164 344
e338    344 399
e339    108 399
e340    108 232
e341    62  232
e342    62  338
e343    314 338
e344    202 314
e345    202 332
e346    332 390
e347    209 390
e348    37  209
e349    37  294
e350    12  294
e351    12  75
e352    75  150
e353    150 166
e354    166 253
e355    208 253
e356    208 333
e357    199 333
e358    199 334
e359    267 334
e360    197 267
e361    116 197
e362    56  116
e363    56  140
e364    140 289
e365    215 289
e366    188 215
e367    100 188
e368    100 324
e369    298 324
e370    247 298
e371    106 247
e372    106 130
e373    130 395
e374    376 395
e375    2   376
e376    2   101
e377    101 178
e378    178 227
e379    227 342
e380    295 342
e381    133 295
e382    133 312
e383    93  312
e384    72  93
e385    72  251
e386    193 251
e387    136 193
e388    136 218
e389    218 377
e390    102 377
e391    102 219
e392    204 219
e393    204 337
e394    335 337
e395    123 335
e396    123 149
e397    149 301
e398    301 398
e399    296 398
e400    104 272
e401    229 319
e402    14  340
e403    10  174
e404    1   222
e405    103 176
e406    210 256
e407    22  141
e408    127 271
e409    194 343
e410    200 277
e411    313 394
e412    158 227
