V: 600
E: 8985
Edge_Id Vi  Vj
e1      213 214
e2      213 366
e3      187 366
e4      100 187
e5      100 260
e6      260 314
e7      89  314
e8      89  166
e9      166 283
e10     283 518
e11     59  518
e12     59  552
e13     502 552
e14     472 502
e15     233 472
e16     233 542
e17     212 542
e18     116 212
e19     113 116
e20     113 202
e21     202 573
e22     449 573
e23     227 449
e24     227 236
e25     34  236
e26     34  65
e27     65  266
e28     266 523
e29     242 523
e30     242 470
e31     281 470
e32     274 281
e33     124 274
e34     36  124
e35     36  133
e36     133 324
e37     215 324
e38     215 568
e39     272 568
e40     272 325
e41     325 454
e42     437 454
e43     437 504
e44     194 504
e45     63  194
e46     63  399
e47     338 399
e48     288 338
e49     288 415
e50     99  415
e51     99  204
e52     88  204
e53     88  330
e54     173 330
e55     142 173
e56     142 248
e57     206 248
e58     196 206
e59     111 196
e60     111 580
e61     53  580
e62     53  476
e63     37  476
e64     37  409
e65     216 409
e66     216 425
e67     168 425
e68     168 291
e69     291 332
e70     292 332
e71     292 320
e72     186 320
e73     186 588
e74     313 588
e75     313 489
e76     286 489
e77     286 380
e78     380 473
e79     258 473
e80     222 258
e81     222 582
e82     276 582
e83     98  276
e84     98  575
e85     109 575
e86     108 109
e87     108 184
e88     184 483
e89     85  483
e90     85  103
e91     103 491
e92     434 491
e93     156 434
e94     67  156
e95     67  282
e96     165 282
e97     150 165
e98     150 488
e99     340 488
e100    340 376
e101    83  376
e102    83  482
e103    251 482
e104    251 270
e105    270 500
e106    249 500
e107    249 549
e108    120 549
e109    120 438
e110    72  438
e111    72  550
e112    25  550
e113    25  289
e114    153 289
e115    17  153
e116    17  42
e117    42  512
e118    451 512
e119    179 451
e120    127 179
e121    127 501
e122    501 572
e123    252 572
e124    252 382
e125    312 382
e126    312 343
e127    195 343
e128    26  195
e129    26  493
e130    321 493
e131    321 421
e132    387 421
e133    175 387
e134    175 499
e135    372 499
e136    372 420
e137    294 420
e138    294 531
e139    30  531
e140    30  369
e141    369 506
e142    128 506
e143    128 295
e144    20  295
e145    20  265
e146    218 265
e147    218 269
e148    35  269
e149    35  578
e150    10  578
e151    10  400
e152    374 400
e153    374 466
e154    192 466
e155    192 507
e156    201 507
e157    201 389
e158    27  389
e159    27  87
e160    87  277
e161    275 277
e162    275 406
e163    257 406
e164    257 479
e165    403 479
e166    403 577
e167    395 577
e168    81  395
e169    81  299
e170    299 526
e171    302 526
e172    302 474
e173    474 587
e174    178 587
e175    178 411
e176    305 411
e177    240 305
e178    240 555
e179    402 555
e180    402 461
e181    138 461
e182    138 333
e183    121 333
e184    69  121
e185    69  172
e186    172 241
e187    241 422
e188    422 447
e189    447 563
e190    351 563
e191    351 589
e192    211 589
e193    211 364
e194    364 396
e195    40  396
e196    13  40
e197    13  557
e198    125 557
e199    125 163
e200    163 401
e201    117 401
e202    19  117
e203    7   19
e204    7   33
e205    33  80
e206    80  110
e207    110 347
e208    334 347
e209    331 334
e210    185 331
e211    18  185
e212    18  199
e213    199 564
e214    564 566
e215    160 566
e216    160 344
e217    344 377
e218    86  377
e219    86  412
e220    345 412
e221    345 492
e222    492 581
e223    112 581
e224    112 238
e225    238 336
e226    96  336
e227    96  533
e228    436 533
e229    287 436
e230    287 569
e231    180 569
e232    51  180
e233    51  90
e234    90  484
e235    245 484
e236    245 384
e237    384 480
e238    480 530
e239    522 530
e240    144 522
e241    144 508
e242    119 508
e243    119 405
e244    405 579
e245    444 579
e246    444 485
e247    104 485
e248    5   104
e249    5   329
e250    29  329
e251    29  139
e252    139 368
e253    361 368
e254    143 361
e255    143 155
e256    155 545
e257    66  545
e258    66  497
e259    497 548
e260    495 548
e261    440 495
