V: 700
E: 48930
Edge_Id Vi  Vj
e1      249 386
e2      96  386
e3      96  415
e4      348 415
e5      204 348
e6      61  204
e7      61  174
e8      174 561
e9      90  561
e10     90  660
e11     591 660
e12     209 591
e13     134 209
e14     134 594
e15     343 594
e16     286 343
e17     286 562
e18     119 562
e19     119 219
e20     219 629
e21     196 629
e22     196 203
e23     203 273
e24     273 598
e25     598 612
e26     128 612
e27     128 260
e28     260 613
e29     247 613
e30     247 405
e31     405 632
e32     323 632
e33     323 434
e34     302 434
e35     266 302
e36     220 266
e37     220 485
e38     404 485
e39     404 636
e40     248 636
e41     183 248
e42     183 331
e43     184 331
e44     184 685
e45     259 685
e46     259 365
e47     339 365
e48     164 339
e49     164 431
e50     202 431
e51     35  202
e52     35  692
e53     555 692
e54     555 575
e55     189 575
e56     10  189
e57     10  396
e58     224 396
e59     224 251
e60     30  251
e61     30  175
e62     26  175
e63     26  430
e64     421 430
e65     421 467
e66     467 646
e67     520 646
e68     364 520
e69     364 391
e70     212 391
e71     212 499
e72     480 499
e73     181 480
e74     145 181
e75     145 207
e76     207 616
e77     288 616
e78     288 564
e79     269 564
e80     269 423
e81     102 423
e82     102 308
e83     159 308
e84     159 696
e85     263 696
e86     156 263
e87     156 315
e88     122 315
e89     68  122
e90     68  647
e91     647 668
e92     9   668
e93     9   47
e94     47  76
e95     33  76
e96     33  136
e97     136 516
e98     435 516
e99     257 435
e100    257 275
e101    239 275
e102    239 316
e103    65  316
e104    65  622
e105    111 622
e106    111 332
e107    142 332
e108    142 182
e109    182 697
e110    524 697
e111    474 524
e112    94  474
e113    94  570
e114    14  570
e115    14  79
e116    79  515
e117    303 515
e118    303 675
e119    658 675
e120    470 658
e121    470 528
e122    161 528
e123    161 680
e124    550 680
e125    199 550
e126    36  199
e127    36  147
e128    147 250
e129    59  250
e130    59  429
e131    274 429
e132    274 409
e133    409 508
e134    508 553
e135    398 553
e136    144 398
e137    144 231
e138    231 324
e139    121 324
e140    121 149
e141    149 385
e142    98  385
e143    85  98
e144    85  572
e145    280 572
e146    280 374
e147    374 621
e148    312 621
e149    222 312
e150    113 222
e151    113 556
e152    327 556
e153    327 377
e154    377 481
e155    481 694
e156    655 694
e157    577 655
e158    12  577
e159    12  294
e160    287 294
e161    287 436
e162    310 436
e163    166 310
e164    166 388
e165    271 388
e166    271 534
e167    132 534
e168    132 513
e169    190 513
e170    190 270
e171    270 306
e172    15  306
e173    15  309
e174    309 586
e175    498 586
e176    298 498
e177    298 432
e178    370 432
e179    11  370
e180    11  66
e181    66  124
e182    4   124
e183    4   292
e184    292 433
e185    200 433
e186    200 281
e187    281 501
e188    501 665
e189    84  665
e190    84  285
e191    285 574
e192    168 574
e193    168 379
e194    379 608
e195    475 608
e196    314 475
e197    172 314
e198    32  172
e199    32  378
e200    17  378
e201    17  97
e202    97  278
e203    278 618
e204    443 618
e205    443 457
e206    221 457
e207    221 366
e208    366 402
e209    333 402
e210    313 333
e211    313 341
e212    80  341
e213    20  80
e214    20  650
e215    148 650
e216    148 444
e217    444 593
e218    93  593
e219    93  392
e220    392 517
e221    517 637
e222    376 637
e223    354 376
