V: 900
E: 40455
Edge_Id Vi  Vj
e1      44  65
e2      65  325
e3      105 325
e4      105 830
e5      799 830
e6      12  799
e7      12  35
e8      35  854
e9      712 854
e10     562 712
e11     562 745
e12     340 745
e13     97  340
e14     97  807
e15     141 807
e16     141 655
e17     527 655
e18     527 868
e19     621 868
e20     23  621
e21     23  184
e22     184 337
e23     337 406
e24     348 406
e25     348 391
e26     391 520
e27     266 520
e28     266 728
e29     575 728
e30     268 575
e31     155 268
e32     155 173
e33     173 579
e34     570 579
e35     405 570
e36     149 405
e37     149 662
e38     662 751
e39     39  751
e40     39  292
e41     292 302
e42     42  302
e43     42  297
e44     297 428
e45     219 428
e46     219 534
e47     534 795
e48     778 795
e49     148 778
e50     148 470
e51     470 698
e52     698 876
e53     234 876
e54     234 765
e55     765 896
e56     552 896
e57     4   552
e58     4   505
e59     295 505
e60     295 323
e61     323 730
e62     551 730
e63     92  551
e64     92  724
e65     724 735
e66     464 735
e67     464 652
e68     453 652
e69     345 453
e70     335 345
e71     335 843
e72     205 843
e73     205 366
e74     227 366
e75     199 227
e76     199 646
e77     646 755
e78     679 755
e79     308 679
e80     88  308
e81     88  578
e82     69  578
e83     69  814
e84     814 863
e85     407 863
e86     187 407
e87     31  187
e88     31  74
e89     74  666
e90     666 791
e91     114 791
e92     114 844
e93     455 844
e94     82  455
e95     82  790
e96     786 790
e97     493 786
e98     163 493
e99     158 163
e100    150 158
e101    150 723
e102    19  723
e103    19  802
e104    113 802
e105    113 882
e106    746 882
e107    320 746
e108    16  320
e109    16  754
e110    207 754
e111    207 457
e112    457 565
e113    51  565
e114    51  411
e115    411 771
e116    347 771
e117    347 871
e118    13  871
e119    13  61
e120    61  336
e121    336 643
e122    643 692
e123    160 692
e124    142 160
e125    67  142
e126    67  154
e127    154 550
e128    550 675
e129    675 748
e130    194 748
e131    194 271
e132    271 281
e133    84  281
e134    84  642
e135    558 642
e136    558 883
e137    492 883
e138    492 810
e139    654 810
e140    415 654
e141    415 467
e142    115 467
e143    115 221
e144    221 590
e145    590 820
e146    172 820
e147    172 661
e148    661 853
e149    246 853
e150    246 594
e151    316 594
e152    316 362
e153    309 362
e154    174 309
e155    93  174
e156    17  93
e157    17  147
e158    147 706
e159    706 710
e160    222 710
e161    222 809
e162    190 809
e163    190 421
e164    136 421
e165    136 514
e166    170 514
e167    170 360
e168    360 681
e169    681 857
e170    630 857
e171    588 630
e172    517 588
e173    517 831
e174    198 831
e175    198 310
e176    310 386
e177    386 734
e178    250 734
e179    250 410
e180    410 736
e181    368 736
e182    333 368
e183    333 768
e184    687 768
e185    272 687
e186    272 541
e187    52  541
e188    52  840
e189    538 840
e190    538 846
e191    509 846
e192    375 509
e193    144 375
e194    47  144
e195    47  350
e196    350 451
e197    396 451
e198    396 607
e199    417 607
e200    417 498
e201    435 498
e202    365 435
e203    157 365
e204    157 731
e205    353 731
e206    353 870
e207    329 870
e208    224 329
e209    224 663
e210    446 663
e211    248 446
e212    248 581
e213    516 581
e214    424 516
e215    424 591
e216    109 591
e217    109 504
e218    280 504
e219    280 737
e220    737 796
e221    377 796
e222    180 377
e223    162 180
e224    162 574
e225    574 611
e226    604 611
e227    604 845
e228    753 845
e229    237 753
e230    45  237
e231    45  649
e232    638 649
e233    636 638
e234    349 636
e235    41  349
e236    41  339
e237    339 889
e238    597 889
e239    561 597
e240    408 561
e241    408 726
e242    338 726
e243    338 694
e244    694 773
e245    384 773
e246    384 397
e247    6   397
e248    6   214
e249    209 214
e250    209 233
e251    233 313
e252    232 313
e253    232 452
e254    452 468
e255    468 741
e256    741 808
e257    613 808
e258    613 806
e259    135 806
e260    135 829
e261    829 864
e262    128 864
e263    128 530
e264    530 592
e265    563 592
e266    380 563
e267    380 539
e268    328 539
e269    328 660
e270    403 660
e271    403 756
e272    699 756
e273    29  699
e274    29  127
e275    127 288
e276    263 288
e277    263 319
e278    279 319
e279    9   279
e280    9   75
e281    75  847
e282    798 847
e283    215 798
e284    215 690
e285    690 713
e286    577 713
e287    177 577
e288    177 269
e289    269 686
e290    507 686
e291    507 671
e292    651 671
e293    57  651
e294    57  872
e295    50  872
e296    50  499
e297    327 499
e298    327 898
e299    616 898
e300    540 616
e301    423 540
e302    86  423
e303    86  131
e304    43  131
e305    43  549
e306    175 549
e307    175 491
e308    438 491
e309    438 557
e310    557 705
e311    231 705
e312    116 231
e313    116 528
e314    528 764
e315    258 764
e316    258 833
e317    833 877
e318    14  877
e319    14  718
e320    439 718
e321    91  439
e322    8   91
e323    8   858
e324    614 858
e325    556 614
e326    556 700
e327    382 700
e328    121 382
e329    121 416
e330    416 459
e331    459 674
e332    223 674
e333    223 659
e334    659 689
e335    287 689
e336    230 287
e337    230 474
e338    176 474
e339    176 605
e340    429 605
e341    20  429
e342    20  721
e343    450 721
e344    450 772
e345    260 772
e346    260 623
e347    494 623
e348    494 897
e349    812 897
e350    126 812
e351    126 332
e352    332 544
e353    544 826
e354    826 861
e355    445 861
e356    445 548
e357    123 548
e358    123 211
e359    211 669
e360    669 732
e361    727 732
e362    53  727
e363    53  153
e364    153 740
e365    400 740
e366    400 609
e367    71  609
e368    71  117
e369    117 612
e370    83  612
e371    26  83
e372    26  888
e373    225 888
e374    225 305
e375    305 895
e376    824 895
e377    436 824
e378    436 873
e379    766 873
e380    322 766
e381    322 784
e382    315 784
e383    315 656
e384    393 656
e385    393 434
e386    324 434
e387    197 324
e388    197 618
e389    618 862
e390    664 862
e391    326 664
e392    290 326
e393    5   290
e394    5   179
e395    58  179
e396    58  510
e397    101 510
e398    101 533
e399    533 725
e400    484 725
e401    251 484
e402    251 461
e403    341 461
e404    341 560
e405    73  560
e406    73  441
e407    441 711
e408    711 900
e409    488 900
e410    300 488
e411    7   300
e412    7   168
e413    168 482
e414    354 482
e415    217 354
e416    217 254
e417    247 254
e418    247 304
e419    304 356
e420    356 485
e421    485 635
e422    374 635
e423    344 374
e424    171 344
e425    64  171
e426    64  601
e427    371 601
e428    218 371
e429    178 218
e430    178 489
e431    489 680
e432    680 684
e433    625 684
e434    77  625
e435    77  691
e436    262 691
e437    70  262
e438    70  774
e439    419 774
e440    378 419
e441    378 390
e442    317 390
e443    317 789
e444    479 789
e445    479 511
e446    511 702
e447    146 702
e448    28  146
e449    28  392
e450    392 640
e451    640 837
e452    526 837
e453    206 526
e454    60  206
e455    60  850
e456    599 850
e457    425 599
e458    425 757
e459    193 757
e460    193 797
e461    761 797
e462    761 836
e463    369 836
e464    369 821
e465    811 821
e466    472 811
e467    472 682
e468    427 682
