V: 900
E: 121365
Edge_Id Vi  Vj
e1      346 482
e2      190 482
e3      153 190
e4      150 153
e5      150 246
e6      246 302
e7      302 514
e8      322 514
e9      322 634
e10     634 866
e11     779 866
e12     395 779
e13     395 403
e14     403 847
e15     379 847
e16     379 414
e17     414 561
e18     88  561
e19     88  793
e20     441 793
e21     441 583
e22     296 583
e23     102 296
e24     102 790
e25     272 790
e26     73  272
e27     73  123
e28     123 600
e29     394 600
e30     394 785
e31     785 881
e32     15  881
e33     15  357
e34     357 756
e35     301 756
e36     301 305
e37     305 565
e38     460 565
e39     124 460
e40     124 531
e41     531 668
e42     267 668
e43     267 466
e44     466 845
e45     845 892
e46     391 892
e47     391 481
e48     481 573
e49     207 573
e50     207 383
e51     52  383
e52     52  211
e53     211 681
e54     681 769
e55     11  769
e56     11  253
e57     253 497
e58     252 497
e59     252 487
e60     290 487
e61     290 658
e62     231 658
e63     231 266
e64     266 555
e65     5   555
e66     5   473
e67     473 802
e68     218 802
e69     178 218
e70     148 178
e71     144 148
e72     144 612
e73     612 868
e74     540 868
e75     540 698
e76     698 835
e77     582 835
e78     502 582
e79     156 502
e80     156 345
e81     345 722
e82     496 722
e83     496 542
e84     19  542
e85     19  621
e86     621 767
e87     484 767
e88     326 484
e89     122 326
e90     104 122
e91     6   104
e92     6   675
e93     541 675
e94     541 753
e95     703 753
e96     181 703
e97     154 181
e98     154 359
e99     359 777
e100    445 777
e101    445 743
e102    538 743
e103    431 538
e104    431 775
e105    232 775
e106    232 521
e107    89  521
e108    89  332
e109    332 566
e110    143 566
e111    143 248
e112    100 248
e113    100 363
e114    361 363
e115    233 361
e116    233 321
e117    70  321
e118    70  690
e119    690 692
e120    692 697
e121    42  697
e122    42  765
e123    687 765
e124    618 687
e125    618 711
e126    545 711
e127    418 545
e128    418 712
e129    712 843
e130    142 843
e131    142 307
e132    307 486
e133    312 486
e134    312 324
e135    324 798
e136    798 809
e137    110 809
e138    110 371
e139    371 513
e140    228 513
e141    228 853
e142    166 853
e143    116 166
e144    116 399
e145    291 399
e146    291 483
e147    483 780
e148    24  780
e149    21  24
e150    21  520
e151    520 746
e152    261 746
e153    12  261
e154    12  187
e155    187 803
e156    126 803
e157    126 888
e158    419 888
e159    419 620
e160    620 745
e161    64  745
e162    64  119
e163    119 754
e164    622 754
e165    622 811
e166    256 811
e167    256 477
e168    163 477
e169    23  163
e170    23  30
e171    30  288
e172    288 816
e173    182 816
e174    63  182
e175    63  578
e176    578 895
e177    444 895
e178    406 444
e179    400 406
e180    7   400
e181    7   602
e182    454 602
e183    454 544
e184    382 544
e185    382 822
e186    768 822
e187    245 768
e188    245 550
e189    550 716
e190    716 724
e191    137 724
e192    137 734
e193    40  734
e194    40  674
e195    130 674
e196    120 130
e197    120 278
e198    278 356
e199    356 488
e200    54  488
e201    54  736
e202    732 736
e203    499 732
e204    499 826
e205    398 826
e206    398 824
e207    276 824
e208    276 598
e209    106 598
e210    106 651
e211    369 651
e212    369 512
e213    512 860
e214    77  860
e215    77  485
e216    453 485
e217    227 453
e218    227 293
e219    270 293
e220    270 423
e221    285 423
e222    285 318
e223    318 571
e224    213 571
e225    213 782
e226    237 782
e227    189 237
e228    168 189
e229    53  168
e230    53  829
e231    829 850
e232    525 850
e233    136 525
e234    136 416
e235    262 416
e236    262 649
e237    649 733
e238    315 733
e239    315 787
e240    83  787
e241    83  286
e242    95  286
e243    13  95
e244    13  18
e245    18  827
e246    362 827
e247    292 362
e248    292 752
e249    747 752
e250    633 747
e251    162 633
e252    162 854
e253    268 854
e254    235 268
e255    235 365
e256    365 608
e257    503 608
e258    503 876
e259    766 876
e260    766 893
e261    351 893
e262    241 351
e263    135 241
e264    135 696
e265    518 696
e266    405 518
e267    405 728
e268    728 804
e269    164 804
e270    164 381
e271    381 872
e272    661 872
e273    661 730
e274    682 730
e275    635 682
e276    28  635
e277    28  41
e278    41  244
e279    244 434
e280    350 434
e281    350 443
e282    443 863
e283    450 863
e284    450 783
e285    36  783
e286    36  873
e287    676 873
e288    263 676
e289    263 879
e290    601 879
e291    517 601
e292    517 523
e293    265 523
e294    265 570
e295    570 624
e296    280 624
e297    173 280
e298    173 839
e299    239 839
e300    239 626
e301    250 626
e302    9   250
e303    9   889
e304    686 889
e305    131 686
e306    131 799
e307    76  799
e308    76  295
e309    203 295
e310    44  203
e311    44  720
e312    61  720
e313    61  386
e314    386 637
e315    375 637
e316    375 702
e317    702 723
e318    274 723
e319    274 611
e320    257 611
e321    257 380
e322    380 639
e323    222 639
e324    222 495
e325    374 495
e326    374 762
e327    225 762
e328    225 870
e329    673 870
e330    586 673
e331    390 586
e332    390 409
e333    409 476
e334    20  476
e335    20  402
e336    402 563
e337    429 563
e338    140 429
e339    140 447
e340    447 456
e341    456 657
e342    657 896
e343    341 896
e344    341 862
e345    169 862
e346    169 464
e347    300 464
e348    300 644
e349    644 659
e350    319 659
e351    319 851
e352    461 851
e353    461 492
e354    492 532
e355    212 532
e356    212 465
e357    202 465
e358    186 202
e359    186 364
e360    364 425
e361    338 425
e362    338 417
e363    33  417
e364    33  141
e365    141 526
e366    526 559
e367    176 559
e368    176 789
e369    789 859
e370    82  859
e371    82  247
e372    247 821
e373    35  821
