V: 400
E: 55860
Edge_Id Vi  Vj
e1      126 211
e2      126 350
e3      125 350
e4      125 223
e5      39  223
e6      39  274
e7      274 338
e8      231 338
e9      168 231
e10     168 175
e11     175 205
e12     205 281
e13     161 281
e14     137 161
e15     110 137
e16     110 392
e17     291 392
e18     291 293
e19     69  293
e20     69  239
e21     239 289
e22     1   289
e23     1   165
e24     53  165
e25     53  314
e26     89  314
e27     55  89
e28     55  376
e29     172 376
e30     172 198
e31     198 326
e32     163 326
e33     163 357
e34     354 357
e35     332 354
e36     237 332
e37     48  237
e38     48  311
e39     115 311
e40     115 277
e41     42  277
e42     42  111
e43     111 340
e44     340 393
e45     130 393
e46     103 130
e47     103 394
e48     108 394
e49     108 389
e50     201 389
e51     26  201
e52     26  241
e53     241 270
e54     82  270
e55     82  283
e56     135 283
e57     65  135
e58     65  207
e59     40  207
e60     40  300
e61     138 300
e62     138 262
e63     6   262
e64     6   391
e65     191 391
e66     96  191
e67     96  232
e68     232 330
e69     50  330
e70     50  67
e71     67  75
e72     75  85
e73     85  225
e74     225 324
e75     324 360
e76     123 360
e77     123 219
e78     70  219
e79     70  221
e80     221 261
e81     245 261
e82     245 346
e83     202 346
e84     202 292
e85     292 323
e86     33  323
e87     24  33
e88     24  312
e89     60  312
e90     60  345
e91     345 395
e92     282 395
e93     56  282
e94     56  197
e95     197 279
e96     189 279
e97     164 189
e98     151 164
e99     151 190
e100    131 190
e101    131 306
e102    169 306
e103    169 299
e104    117 299
e105    37  117
e106    37  220
e107    166 220
e108    166 295
e109    295 385
e110    88  385
e111    45  88
e112    45  287
e113    272 287
e114    272 358
e115    212 358
e116    212 381
e117    147 381
e118    147 178
e119    38  178
e120    38  258
e121    177 258
e122    144 177
e123    71  144
e124    71  280
e125    59  280
e126    59  119
e127    119 276
e128    154 276
e129    3   154
e130    3   52
e131    52  348
e132    17  348
e133    17  32
e134    13  32
e135    13  337
e136    28  337
e137    28  44
e138    44  344
e139    68  344
e140    8   68
e141    8   57
e142    57  81
e143    81  86
e144    86  227
e145    227 351
e146    116 351
e147    116 213
e148    213 369
e149    104 369
e150    104 145
e151    63  145
e152    4   63
e153    4   273
e154    80  273
e155    80  353
e156    25  353
e157    25  29
e158    29  253
e159    186 253
e160    186 224
e161    224 313
e162    313 319
e163    254 319
e164    254 317
e165    288 317
e166    159 288
e167    159 182
e168    182 217
e169    9   217
e170    9   113
e171    93  113
e172    62  93
e173    41  62
e174    11  41
e175    11  235
e176    235 336
e177    336 365
e178    243 365
e179    132 243
e180    132 240
e181    83  240
e182    83  297
e183    297 327
e184    129 327
e185    129 267
e186    267 335
e187    209 335
e188    209 318
e189    318 349
e190    121 349
e191    10  121
e192    7   10
e193    7   61
e194    61  218
e195    14  218
e196    14  371
e197    158 371
e198    158 397
e199    384 397
e200    49  384
e201    49  370
e202    19  370
e203    19  296
e204    94  296
e205    94  242
e206    242 352
e207    341 352
e208    341 398
e209    230 398
e210    176 230
e211    176 204
e212    146 204
e213    109 146
e214    109 301
e215    301 359
e216    359 367
e217    46  367
e218    46  246
e219    36  246
e220    36  72
e221    72  179
e222    179 210
e223    107 210
e224    107 157
e225    97  157
e226    97  305
e227    12  305
e228    12  64
e229    2   64
e230    2   372
e231    194 372
e232    194 252
e233    128 252
e234    128 142
e235    100 142
e236    100 228
e237    76  228
e238    76  307
e239    156 307
e240    30  156
e241    30  229
e242    229 259
e243    90  259
e244    90  187
e245    20  187
e246    20  247
e247    92  247
e248    92  383
e249    325 383
e250    112 325
e251    112 140
e252    140 141
e253    141 183
e254    183 271
e255    271 380
e256    188 380
e257    27  188
e258    27  127
e259    15  127
e260    15  18
e261    18  399
e262    22  399
e263    22  35
e264    35  375
e265    321 375
e266    106 321
e267    77  106
e268    77  377
e269    120 377
e270    73  120
e271    73  233
e272    233 364
e273    185 364
e274    54  185
e275    54  275
e276    102 275
e277    102 400
e278    66  400
e279    66  362
e280    264 362
e281    264 315
e282    304 315
e283    184 304
e284    167 184
e285    167 285
e286    285 388
e287    278 388
e288    206 278
e289    206 298
e290    208 298
e291    208 355
e292    355 368
e293    133 368
e294    133 153
e295    153 294
e296    143 294
e297    143 286
e298    181 286
e299    155 181
e300    34  155
e301    34  149
e302    149 200
e303    79  200
e304    79  382
e305    51  382
e306    51  331
e307    331 343
e308    95  343
e309    95  257
e310    134 257
e311    134 328
e312    269 328
e313    199 269
e314    199 249
e315    249 378
e316    215 378
e317    215 248
e318    248 356
e319    196 356
e320    196 347
e321    148 347
e322    21  148
e323    21  195
e324    74  195
e325    74  99
e326    99  244
e327    214 244
e328    214 226
e329    122 226
e330    101 122
e331    101 374
e332    333 374
e333    43  333
e334    43  250
e335    78  250
e336    78  173
e337    84  173
e338    84  136
e339    136 334
e340    256 334
e341    203 256
e342    203 390
e343    339 390
e344    58  339
e345    58  265
e346    265 366
e347    31  366
e348    31  329
e349    251 329
e350    251 303
e351    268 303
e352    268 386
e353    316 386
e354    162 316
e355    91  162
e356    91  320
e357    160 320
e358    87  160
e359    87  266
e360    5   266
e361    5   47
e362    47  396
e363    309 396
e364    139 309
e365    139 290
e366    192 290
e367    150 192
e368    150 387
e369    105 387
e370    16  105
e371    16  308
e372    255 308
e373    222 255
e374    222 342
e375    170 342
e376    170 171
e377    118 171
e378    118 174
e379    174 379
e380    310 379
e381    310 361
e382    361 363
e383    98  363
e384    98  180
e385    180 284
e386    284 322
e387    260 322
e388    114 260
e389    114 124
e390    23  124
e391    23  234
e392    234 373
e393    236 373
e394    236 302
e395    238 302
e396    216 238
e397    152 216
e398    152 193
e399    193 263
e400    42  54
e401    24  376
e402    176 279
e403    36  76
e404    136 299
e405    235 348
e406    78  131
e407    174 181
e408    125 300
e409    11  264
e410    172 238
e411    14  356
e412    170 376
e413    89  277
e414    59  242
e415    96  136
e416    197 307
e417    174 207
e418    35  191
e419    335 361
e420    109 116
e421    120 355
e422    50  106
e423    11  394
e424    113 193
e425    44  362
e426    205 253
e427    100 300
e428    23  324
e429    307 324
e430    48  71
e431    177 290
e432    23  343
e433    268 377
e434    126 374
e435    73  91
e436    50  304
e437    57  368
e438    123 236
e439    121 309
e440    78  382
e441    165 267
e442    92  280
e443    292 345
e444    7   108
e445    13  251
e446    38  285
e447    66  333
e448    83  178
e449    73  127
e450    37  387
e451    102 290
e452    301 394
e453    196 332
e454    88  377
e455    115 187
e456    342 371
e457    307 311
e458    10  251
e459    33  132
e460    261 267
e461    79  276
e462    13  188
e463    12  17
e464    36  57
e465    59  226
e466    48  256
e467    41  178
e468    165 391
e469    99  391
e470    75  149
e471    131 164
e472    99  299
e473    97  317
e474    23  139
e475    57  328
e476    41  352
e477    171 266
e478    24  111
e479    102 382
e480    185 285
e481    297 321
e482    29  289
e483    86  139
e484    129 330
e485    19  146
e486    141 152
e487    186 284
e488    113 136
e489    89  180
e490    100 317
e491    13  274
e492    131 400
e493    8   274
e494    270 391
e495    67  141
e496    118 290
e497    107 365
e498    179 211
e499    10  135
e500    11  361
e501    10  388
e502    39  277
e503    176 212
e504    80  157
e505    36  399
e506    13  244
e507    66  185
e508    284 312
e509    299 321
e510    15  131
e511    60  96
e512    6   62
e513    35  130
e514    35  320
e515    8   326
e516    171 378
e517    129 306
e518    113 264
e519    137 362
e520    63  355
e521    252 312
e522    69  235
e523    277 297
e524    52  322
e525    54  296
e526    237 290
e527    230 395
e528    316 328
e529    272 348
e530    142 309
e531    177 237
e532    72  111
e533    21  74
e534    160 284
e535    48  72
e536    148 359
e537    344 353
e538    185 280
e539    225 394
