V: 800
E: 63920
Edge_Id Vi  Vj
e1      160 181
e2      181 704
e3      412 704
e4      412 620
e5      386 620
e6      386 482
e7      5   482
e8      5   797
e9      126 797
e10     126 164
e11     164 590
e12     171 590
e13     171 389
e14     389 504
e15     291 504
e16     291 622
e17     184 622
e18     184 515
e19     410 515
e20     18  410
e21     18  680
e22     670 680
e23     277 670
e24     277 707
e25     320 707
e26     320 667
e27     623 667
e28     544 623
e29     40  544
e30     40  429
e31     194 429
e32     138 194
e33     104 138
e34     104 256
e35     151 256
e36     151 551
e37     119 551
e38     94  119
e39     82  94
e40     82  311
e41     311 426
e42     426 521
e43     457 521
e44     457 798
e45     380 798
e46     281 380
e47     128 281
e48     128 225
e49     225 540
e50     459 540
e51     275 459
e52     44  275
e53     44  456
e54     456 538
e55     263 538
e56     263 396
e57     396 769
e58     21  769
e59     21  361
e60     56  361
e61     56  779
e62     107 779
e63     107 655
e64     341 655
e65     341 479
e66     15  479
e67     15  683
e68     296 683
e69     17  296
e70     17  699
e71     699 773
e72     251 773
e73     251 422
e74     422 755
e75     559 755
e76     143 559
e77     143 747
e78     747 756
e79     302 756
e80     302 518
e81     414 518
e82     414 445
e83     445 519
e84     519 647
e85     604 647
e86     228 604
e87     228 271
e88     271 738
e89     355 738
e90     355 723
e91     600 723
e92     360 600
e93     360 692
e94     692 751
e95     651 751
e96     177 651
e97     177 375
e98     375 512
e99     512 705
e100    578 705
e101    578 596
e102    158 596
e103    158 603
e104    603 794
e105    35  794
e106    35  742
e107    481 742
e108    481 488
e109    323 488
e110    195 323
e111    195 641
e112    173 641
e113    173 329
e114    329 337
e115    30  337
e116    30  682
e117    682 708
e118    222 708
e119    222 661
e120    661 767
e121    397 767
e122    397 760
e123    500 760
e124    117 500
e125    117 383
e126    383 749
e127    135 749
e128    135 358
e129    54  358
e130    54  770
e131    97  770
e132    97  552
e133    201 552
e134    201 244
e135    146 244
e136    146 533
e137    533 631
e138    631 671
e139    98  671
e140    98  235
e141    235 491
e142    387 491
e143    387 652
e144    652 684
e145    145 684
e146    145 295
e147    37  295
e148    37  382
e149    230 382
e150    230 570
e151    570 795
e152    356 795
e153    208 356
e154    208 262
e155    262 444
e156    444 785
e157    265 785
e158    217 265
e159    217 754
e160    424 754
e161    325 424
e162    325 534
e163    294 534
e164    294 745
e165    269 745
e166    269 471
e167    471 602
e168    602 726
e169    436 726
e170    436 740
e171    79  740
e172    79  116
e173    116 706
e174    657 706
e175    352 657
e176    352 468
e177    468 575
e178    141 575
e179    141 567
e180    501 567
e181    202 501
e182    202 628
e183    628 693
e184    516 693
e185    378 516
e186    219 378
e187    219 629
e188    207 629
e189    207 343
e190    343 520
e191    520 752
e192    702 752
e193    61  702
e194    61  268
e195    78  268
e196    78  369
e197    369 611
e198    28  611
e199    28  264
e200    264 786
e201    777 786
e202    29  777
e203    29  542
e204    370 542
e205    370 717
e206    250 717
e207    190 250
e208    190 216
e209    147 216
e210    147 713
e211    691 713
e212    565 691
e213    494 565
e214    80  494
e215    80  430
e216    430 775
e217    64  775
e218    64  799
e219    731 799
e220    191 731
e221    69  191
e222    69  351
e223    95  351
e224    95  316
e225    39  316
e226    39  204
e227    204 733
e228    237 733
e229    237 331
e230    331 695
e231    577 695
e232    537 577
e233    537 757
e234    734 757
e235    642 734
e236    615 642
e237    615 672
e238    103 672
e239    103 162
e240    16  162
e241    16  239
e242    239 242
e243    242 463
e244    418 463
e245    153 418
e246    153 498
e247    498 729
e248    495 729
e249    238 495
e250    213 238
e251    213 595
e252    441 595
e253    441 546
e254    6   546
e255    6   659
e256    59  659
e257    59  435
e258    111 435
e259    111 279
e260    279 484
e261    3   484
e262    3   648
e263    390 648
e264    390 778
e265    189 778
e266    189 724
e267    327 724
e268    327 347
e269    347 701
e270    701 758
e271    215 758
e272    215 376
e273    376 792
e274    9   792
e275    9   381
e276    381 543
e277    314 543
e278    314 345
e279    132 345
e280    132 626
e281    507 626
e282    507 743
e283    743 762
e284    226 762
e285    226 613
e286    65  613
e287    65  528
e288    344 528
e289    86  344
e290    86  100
e291    100 163
e292    163 485
e293    485 608
e294    283 608
e295    243 283
e296    243 582
e297    499 582
e298    245 499
e299    245 719
e300    619 719
e301    619 625
e302    14  625
e303    14  616
e304    467 616
e305    467 587
e306    247 587
e307    247 403
e308    315 403
e309    315 664
e310    522 664
e311    522 774
e312    193 774
e313    193 211
e314    34  211
e315    34  234
e316    157 234
e317    157 455
e318    182 455
e319    182 406
e320    406 787
e321    359 787
e322    310 359
e323    310 490
e324    490 584
e325    113 584
e326    27  113
e327    27  510
e328    510 668
e329    231 668
e330    231 782
e331    199 782
e332    1   199
e333    1   62
e334    24  62
e335    24  511
e336    511 606
e337    509 606
e338    298 509
e339    298 312
e340    312 368
e341    368 709
e342    487 709
e343    166 487
e344    166 732
e345    246 732
e346    176 246
e347    176 317
e348    317 665
e349    454 665
e350    167 454
e351    167 593
e352    156 593
e353    156 439
e354    439 472
e355    328 472
e356    328 633
e357    588 633
e358    399 588
e359    257 399
e360    224 257
e361    224 478
e362    478 660
e363    76  660
e364    76  496
e365    496 746
e366    42  746
e367    42  411
e368    73  411
e369    73  630
e370    425 630
e371    398 425
e372    398 800
e373    51  800
e374    51  461
e375    461 573
e376    48  573
e377    48  205
e378    205 210
e379    197 210
e380    197 674
e381    254 674
e382    254 700
e383    354 700
e384    354 741
e385    284 741
e386    284 765
e387    101 765
e388    101 248
e389    88  248
e390    88  340
e391    114 340
e392    114 401
e393    401 753
e394    33  753
e395    7   33
e396    7   392
e397    392 784
e398    529 784
e399    431 529
e400    431 710
e401    105 710
e402    105 290
e403    290 796
e404    165 796
e405    165 771
e406    161 771
e407    52  161
e408    52  136
e409    136 505
e410    196 505
e411    175 196
e412    175 362
e413    362 788
e414    780 788
e415    77  780
e416    77  155
e417    155 330
e418    330 663
e419    84  663
e420    84  532
e421    532 609
e422    483 609
e423    483 696
e424    413 696
e425    413 585
e426    20  585
e427    20  421
e428    421 476
e429    41  476
e430    41  405
e431    405 530
e432    388 530
e433    388 492
e434    408 492
e435    140 408
e436    140 394
e437    394 572
e438    379 572
e439    379 466
e440    466 610
e441    377 610
e442    377 598
e443    321 598
e444    321 581
