V: 800
E: 95880
Edge_Id Vi  Vj
e1      70  219
e2      70  422
e3      51  422
e4      51  294
e5      187 294
e6      187 221
e7      221 636
e8      40  636
e9      40  436
e10     436 611
e11     61  611
e12     61  511
e13     511 601
e14     580 601
e15     440 580
e16     440 457
e17     15  457
e18     15  469
e19     249 469
e20     249 427
e21     182 427
e22     182 273
e23     273 692
e24     136 692
e25     136 317
e26     317 461
e27     461 795
e28     275 795
e29     272 275
e30     272 570
e31     122 570
e32     122 380
e33     380 735
e34     297 735
e35     177 297
e36     177 437
e37     437 600
e38     154 600
e39     154 479
e40     92  479
e41     92  462
e42     462 471
e43     471 526
e44     376 526
e45     376 713
e46     377 713
e47     377 403
e48     403 499
e49     499 644
e50     568 644
e51     342 568
e52     36  342
e53     36  732
e54     57  732
e55     49  57
e56     49  239
e57     239 312
e58     312 488
e59     488 746
e60     505 746
e61     337 505
e62     337 554
e63     402 554
e64     274 402
e65     274 672
e66     180 672
e67     180 748
e68     748 771
e69     492 771
e70     447 492
e71     91  447
e72     91  256
e73     22  256
e74     22  242
e75     76  242
e76     76  628
e77     513 628
e78     108 513
e79     108 325
e80     128 325
e81     128 673
e82     236 673
e83     236 393
e84     393 684
e85     684 707
e86     229 707
e87     86  229
e88     86  146
e89     146 775
e90     351 775
e91     351 627
e92     300 627
e93     300 537
e94     89  537
e95     89  648
e96     59  648
e97     59  367
e98     367 578
e99     578 800
e100    400 800
e101    400 688
e102    688 773
e103    704 773
e104    704 753
e105    206 753
e106    206 258
e107    130 258
e108    130 338
e109    151 338
e110    151 417
e111    192 417
e112    106 192
e113    106 451
e114    451 571
e115    398 571
e116    398 740
e117    181 740
e118    181 301
e119    19  301
e120    19  517
e121    475 517
e122    25  475
e123    25  715
e124    605 715
e125    203 605
e126    203 625
e127    71  625
e128    71  425
e129    425 699
e130    370 699
e131    370 727
e132    702 727
e133    176 702
e134    129 176
e135    129 152
e136    152 318
e137    318 549
e138    549 620
e139    8   620
e140    8   665
e141    23  665
e142    23  667
e143    442 667
e144    442 694
e145    45  694
e146    45  642
e147    28  642
e148    28  409
e149    409 657
e150    657 796
e151    232 796
e152    232 742
e153    395 742
e154    395 496
e155    63  496
e156    63  516
e157    516 769
e158    434 769
e159    134 434
e160    134 194
e161    194 412
e162    52  412
e163    52  110
e164    98  110
e165    98  371
e166    371 623
e167    433 623
e168    433 690
e169    540 690
e170    533 540
e171    448 533
e172    448 653
e173    90  653
e174    90  562
e175    344 562
e176    344 745
e177    142 745
e178    142 404
e179    345 404
e180    247 345
e181    140 247
e182    140 413
e183    349 413
e184    94  349
e185    94  584
e186    141 584
e187    141 193
e188    107 193
e189    107 292
e190    292 429
e191    429 606
e192    11  606
e193    11  148
e194    148 449
e195    449 621
e196    101 621
e197    101 115
e198    115 574
e199    287 574
e200    287 652
e201    334 652
e202    334 420
e203    396 420
e204    396 765
e205    2   765
e206    2   233
e207    233 681
e208    681 712
e209    618 712
e210    50  618
e211    50  698
e212    634 698
e213    473 634
e214    284 473
e215    157 284
e216    157 736
e217    454 736
