V: 800
E: 15980
Edge_Id Vi  Vj
e1      149 768
e2      149 666
e3      511 666
e4      268 511
e5      268 655
e6      32  655
e7      32  445
e8      445 695
e9      639 695
e10     639 747
e11     176 747
e12     120 176
e13     100 120
e14     26  100
e15     26  152
e16     152 274
e17     274 285
e18     285 433
e19     156 433
e20     156 579
e21     123 579
e22     123 759
e23     559 759
e24     144 559
e25     144 581
e26     267 581
e27     267 622
e28     622 798
e29     393 798
e30     393 648
e31     648 742
e32     399 742
e33     399 502
e34     392 502
e35     392 572
e36     39  572
e37     39  662
e38     474 662
e39     474 766
e40     766 799
e41     44  799
e42     44  549
e43     463 549
e44     463 668
e45     348 668
e46     348 544
e47     544 786
e48     55  786
e49     55  517
e50     198 517
e51     198 637
e52     637 760
e53     718 760
e54     328 718
e55     328 447
e56     252 447
e57     252 396
e58     48  396
e59     48  797
e60     438 797
e61     309 438
e62     160 309
e63     160 167
e64     16  167
e65     16  575
e66     367 575
e67     367 476
e68     122 476
e69     122 772
e70     36  772
e71     36  509
e72     509 608
e73     608 669
e74     349 669
e75     158 349
e76     84  158
e77     84  284
e78     157 284
e79     157 633
e80     633 731
e81     471 731
e82     224 471
e83     224 352
e84     352 680
e85     290 680
e86     290 607
e87     536 607
e88     512 536
e89     72  512
e90     72  228
e91     9   228
e92     9   446
e93     446 734
e94     334 734
e95     334 758
e96     428 758
e97     428 701
e98     507 701
e99     507 682
e100    51  682
e101    51  304
e102    304 751
e103    751 777
e104    180 777
e105    180 325
e106    325 753
e107    407 753
e108    400 407
e109    272 400
e110    45  272
e111    45  641
e112    570 641
e113    432 570
e114    320 432
e115    320 351
e116    351 612
e117    612 754
e118    500 754
e119    500 696
e120    441 696
e121    441 676
e122    483 676
e123    483 610
e124    610 719
e125    719 739
e126    229 739
e127    229 665
e128    634 665
e129    389 634
e130    389 800
e131    660 800
e132    199 660
e133    199 237
e134    116 237
e135    116 236
e136    186 236
e137    186 571
e138    374 571
e139    374 514
e140    514 692
e141    692 702
e142    34  702
e143    34  254
e144    63  254
e145    63  67
e146    67  239
e147    225 239
e148    225 337
e149    193 337
e150    193 675
e151    333 675
e152    333 416
e153    416 745
e154    182 745
e155    181 182
e156    181 223
e157    223 757
e158    605 757
e159    532 605
e160    479 532
e161    405 479
e162    405 477
e163    231 477
e164    231 279
e165    147 279
e166    127 147
e167    127 466
e168    466 763
e169    464 763
e170    464 782
e171    14  782
e172    14  43
e173    43  557
e174    452 557
e175    222 452
e176    222 560
e177    560 728
e178    79  728
e179    79  541
e180    73  541
e181    73  76
e182    76  493
e183    493 761
e184    321 761
e185    241 321
e186    133 241
e187    71  133
e188    71  587
e189    587 714
e190    221 714
e191    24  221
e192    24  727
e193    727 787
e194    615 787
e195    171 615
e196    171 183
e197    183 785
e198    381 785
e199    363 381
e200    363 710
e201    342 710
e202    342 391
e203    29  391
e204    29  614
e205    614 735
e206    417 735
