V: 700
E: 73395
Edge_Id Vi  Vj
e1      96  323
e2      323 520
e3      520 590
e4      517 590
e5      43  517
e6      43  441
e7      441 529
e8      529 682
e9      365 682
e10     41  365
e11     41  569
e12     142 569
e13     142 188
e14     188 521
e15     53  521
e16     53  156
e17     156 291
e18     291 577
e19     554 577
e20     184 554
e21     44  184
e22     44  271
e23     206 271
e24     206 640
e25     578 640
e26     376 578
e27     173 376
e28     59  173
e29     59  427
e30     260 427
e31     87  260
e32     87  232
e33     232 603
e34     127 603
e35     127 412
e36     179 412
e37     179 460
e38     460 478
e39     472 478
e40     167 472
e41     167 652
e42     451 652
e43     89  451
e44     89  488
e45     276 488
e46     249 276
e47     249 327
e48     270 327
e49     20  270
e50     20  644
e51     95  644
e52     86  95
e53     86  350
e54     7   350
e55     7   462
e56     231 462
e57     231 397
e58     75  397
e59     75  164
e60     106 164
e61     106 279
e62     8   279
e63     8   301
e64     301 408
e65     408 663
e66     5   663
e67     5   591
e68     51  591
e69     51  575
e70     27  575
e71     27  57
e72     57  499
e73     248 499
e74     248 395
e75     395 487
e76     330 487
e77     330 511
e78     440 511
e79     203 440
e80     203 319
e81     319 519
e82     324 519
e83     324 426
e84     426 613
e85     215 613
e86     215 637
e87     486 637
e88     99  486
e89     99  438
e90     423 438
e91     272 423
e92     108 272
e93     108 694
e94     495 694
e95     269 495
e96     65  269
e97     65  530
e98     78  530
e99     78  268
e100    268 433
e101    54  433
e102    54  398
e103    398 508
e104    166 508
e105    166 506
e106    252 506
e107    83  252
e108    83  255
e109    255 404
e110    137 404
e111    4   137
e112    4   559
e113    125 559
e114    125 420
e115    420 531
e116    418 531
e117    409 418
e118    111 409
e119    110 111
e120    110 625
e121    225 625
e122    220 225
e123    50  220
e124    50  449
e125    449 690
e126    375 690
e127    375 542
e128    542 651
e129    21  651
e130    21  383
e131    383 668
e132    284 668
e133    284 342
e134    194 342
e135    140 194
e136    70  140
e137    70  560
e138    411 560
e139    318 411
e140    117 318
e141    117 148
e142    64  148
e143    64  201
e144    201 209
e145    180 209
e146    180 609
e147    457 609
e148    457 639
e149    76  639
e150    76  119
e151    61  119
e152    61  624
e153    432 624
e154    155 432
e155    109 155
e156    109 454
e157    431 454
e158    416 431
e159    416 498
e160    498 552
e161    103 552
e162    103 153
e163    153 565
e164    237 565
e165    98  237
e166    90  98
e167    90  636
e168    403 636
e169    403 661
e170    661 667
e171    1   667
e172    1   132
e173    71  132
e174    71  592
e175    476 592
e176    264 476
e177    264 515
e178    34  515
e179    34  154
e180    45  154
e181    45  69
e182    69  447
e183    447 490
e184    490 606
e185    492 606
e186    453 492
e187    453 555
e188    555 632
e189    396 632
e190    331 396
e191    112 331
e192    112 373
e193    144 373
e194    144 656
e195    118 656
e196    118 120
e197    120 152
e198    73  152
e199    73  348
e200    178 348
e201    15  178
e202    15  292
e203    292 584
e204    584 610
e205    364 610
e206    39  364
e207    39  522
e208    333 522
e209    333 386
e210    275 386
e211    177 275
e212    177 687
e213    9   687
e214    9   658
e215    297 658
e216    297 547
e217    390 547
e218    390 536
e219    263 536
e220    223 263
e221    205 223
e222    49  205
e223    49  493
e224    493 594
e225    434 594
e226    145 434
e227    145 623
e228    558 623
e229    26  558
e230    26  561
e231    362 561
e232    131 362
e233    131 311
e234    311 676
e235    614 676
e236    510 614
e237    510 659
e238    104 659
e239    11  104
e240    11  377
e241    337 377
e242    337 607
e243    14  607
e244    14  77
e245    77  618
e246    374 618
e247    374 456
e248    158 456
e249    158 322
e250    322 346
e251    346 464
e252    464 540
e253    283 540
e254    283 688
e255    31  688
e256    31  309
e257    224 309
e258    224 246
e259    246 566
e260    281 566
e261    281 415
e262    296 415
e263    245 296
e264    245 446
e265    214 446
e266    124 214
e267    124 227
e268    227 557
e269    63  557
e270    63  200
e271    135 200
e272    135 335
e273    335 660
e274    341 660
e275    157 341
e276    157 513
e277    405 513
e278    82  405
e279    82  302
e280    24  302
e281    24  174
e282    17  174
e283    17  298
e284    163 298
e285    40  163
e286    40  207
e287    88  207
e288    88  233
e289    233 351
e290    351 556
e291    182 556
e292    182 189
e293    189 303
e294    193 303
e295    193 562
e296    429 562
e297    234 429
e298    234 354
e299    354 696
e300    673 696
e301    646 673
e302    646 693
e303    598 693
e304    461 598
e305    94  461
e306    94  548
e307    516 548
e308    379 516
e309    379 463
e310    62  463
e311    62  680
e312    33  680
e313    33  358
e314    68  358
e315    52  68
e316    52  685
e317    500 685
e318    226 500
e319    226 649
e320    168 649
e321    168 190
e322    190 621
e323    621 657
e324    315 657
e325    85  315
e326    85  115
e327    13  115
e328    13  169
e329    169 485
e330    199 485
e331    199 424
e332    123 424
e333    123 645
e334    147 645
e335    147 602
e336    280 602
e337    280 344
e338    344 481
e339    80  481
e340    80  366
e341    338 366
e342    149 338
e343    149 483
e344    483 599
e345    593 599
e346    210 593
e347    210 580
e348    580 664
e349    538 664
e350    538 638
e351    343 638
e352    114 343
e353    113 114
e354    113 526
e355    380 526
e356    160 380
e357    160 674
e358    674 700
e359    604 700
e360    604 619
e361    56  619
e362    56  629
e363    317 629
e364    213 317
e365    213 443
e366    443 574
e367    313 574
e368    313 479
e369    293 479
e370    266 293
e371    266 541
e372    290 541
e373    290 496
e374    384 496
e375    278 384
e376    278 573
e377    533 573
e378    525 533
e379    251 525
e380    251 285
e381    285 583
e382    470 583
e383    84  470
e384    84  452
e385    79  452
e386    79  198
e387    198 502
e388    442 502
e389    241 442
e390    241 378
e391    250 378
e392    212 250
e393    212 523
e394    171 523
e395    171 196
e396    196 247
e397    247 371
e398    219 371
e399    219 567
e400    567 683
e401    336 683
e402    336 628
e403    105 628
e404    105 287
e405    287 345
e406    228 345
e407    228 262
e408    60  262
e409    60  304
e410    304 334
e411    55  334
e412    55  240
e413    240 328
e414    328 465
e415    465 550
e416    181 550
e417    10  181
e418    10  37
e419    37  300
e420    300 630
e421    437 630
e422    35  437
e423    35  382
e424    382 401
e425    401 697
e426    18  697
e427    18  25
e428    25  551
e429    514 551
e430    236 514
e431    236 288
e432    288 359
e433    2   359
e434    2   305
e435    305 678
e436    352 678
e437    256 352
e438    256 647
e439    627 647
e440    170 627
e441    170 314
e442    165 314
e443    3   165
e444    3   360
e445    360 458
e446    458 675
e447    410 675
e448    392 410
e449    202 392
e450    202 509
e451    299 509
e452    299 439
e453    439 512
e454    46  512
e455    23  46
e456    23  183
e457    133 183
e458    133 504
e459    466 504
e460    221 466
e461    221 469
e462    242 469
e463    242 543
e464    29  543
e465    29  36
e466    36  546
e467    402 546
e468    402 539
e469    539 648
e470    136 648
e471    136 484
e472    484 654
e473    467 654
e474    467 601
e475    294 601
e476    294 455
e477    277 455
e478    277 428
e479    394 428
e480    394 655
e481    581 655
e482    581 587
e483    47  587
e484    47  261
e485    261 691
e486    669 691
e487    589 669
e488    589 616
e489    501 616
e490    445 501
e491    130 445
e492    130 387
e493    387 597
e494    146 597
e495    146 273
e496    22  273
e497    22  653
e498    497 653
e499    482 497
e500    482 505
e501    257 505
e502    74  257
e503    74  406
e504    406 672
e505    672 679
e506    430 679
e507    286 430
e508    258 286
e509    138 258
e510    6   138
e511    6   585
e512    389 585
e513    389 572
e514    480 572
e515    217 480
e516    217 524
e517    372 524
e518    372 579
e519    579 695
e520    192 695
e521    151 192
e522    151 370
e523    370 545
e524    473 545
e525    218 473
e526    218 553
e527    381 553
e528    126 381
e529    126 369
e530    357 369
e531    186 357
e532    100 186
e533    100 121
e534    121 671
e535    295 671
e536    295 494
e537    30  494
e538    30  503
e539    93  503
e540    93  101
e541    101 564
e542    563 564
e543    308 563
e544    308 367
e545    367 698
e546    642 698
e547    535 642
e548    67  535
e549    67  81
e550    81  191
e551    191 349
e552    42  349
e553    42  670
e554    141 670
e555    32  141
e556    32  641
e557    477 641
e558    216 477
e559    187 216
e560    187 527
e561    162 527
e562    162 316
e563    307 316
e564    38  307
e565    38  393
e566    197 393
e567    197 421
e568    122 421
e569    122 332
e570    332 340
e571    340 417
e572    72  417
e573    72  211
e574    211 699
e575    230 699
e576    230 399
e577    159 399
e578    159 608
e579    532 608
e580    321 532
e581    321 643
e582    595 643
e583    595 631
e584    588 631
e585    414 588
e586    414 444
e587    306 444
e588    306 692
