V: 300
E: 13455
Edge_Id Vi  Vj
e1      46  147
e2      7   46
e3      7   40
e4      40  192
e5      122 192
e6      122 273
e7      113 273
e8      72  113
e9      72  112
e10     99  112
e11     96  99
e12     19  96
e13     19  261
e14     59  261
e15     8   59
e16     8   82
e17     82  241
e18     201 241
e19     41  201
e20     41  173
e21     57  173
e22     57  126
e23     34  126
e24     34  110
e25     110 181
e26     155 181
e27     106 155
e28     106 238
e29     238 264
e30     139 264
e31     27  139
e32     27  93
e33     35  93
e34     35  119
e35     37  119
e36     37  200
e37     42  200
e38     42  197
e39     49  197
e40     49  277
e41     277 283
e42     249 283
e43     130 249
e44     43  130
e45     43  161
e46     136 161
e47     116 136
e48     116 178
e49     178 182
e50     182 260
e51     66  260
e52     66  157
e53     157 183
e54     183 247
e55     58  247
e56     58  171
e57     24  171
e58     24  187
e59     102 187
e60     102 152
e61     152 194
e62     194 285
e63     92  285
e64     92  166
e65     38  166
e66     38  149
e67     17  149
e68     17  199
e69     55  199
e70     55  186
e71     124 186
e72     1   124
e73     1   129
e74     129 209
e75     47  209
e76     47  133
e77     133 224
e78     56  224
e79     56  278
e80     144 278
e81     84  144
e82     84  154
e83     154 216
e84     21  216
e85     21  287
e86     234 287
e87     234 258
e88     172 258
e89     172 270
e90     94  270
e91     94  98
e92     98  168
e93     64  168
e94     64  300
e95     218 300
e96     218 290
e97     26  290
e98     26  205
e99     205 276
e100    243 276
e101    51  243
e102    51  60
e103    60  245
e104    231 245
e105    198 231
e106    198 269
e107    108 269
e108    108 235
e109    235 296
e110    131 296
e111    131 222
e112    71  222
e113    22  71
e114    22  228
e115    203 228
e116    164 203
e117    148 164
e118    148 220
e119    220 248
e120    153 248
e121    91  153
e122    91  150
e123    31  150
e124    31  244
e125    14  244
e126    14  67
e127    52  67
e128    52  292
e129    262 292
e130    158 262
e131    158 263
e132    111 263
e133    111 115
e134    2   115
e135    2   176
e136    61  176
e137    61  97
e138    6   97
e139    6   207
e140    207 225
e141    138 225
e142    13  138
e143    13  289
e144    289 295
e145    100 295
e146    100 237
e147    73  237
e148    73  288
e149    240 288
e150    123 240
e151    123 142
e152    142 191
e153    189 191
e154    189 268
e155    140 268
e156    140 215
e157    215 221
e158    4   221
e159    4   291
e160    257 291
e161    105 257
e162    105 229
e163    229 230
e164    230 274
e165    103 274
e166    74  103
e167    74  233
e168    233 259
e169    127 259
e170    86  127
e171    83  86
e172    79  83
e173    79  90
e174    65  90
e175    65  69
e176    48  69
e177    48  50
e178    50  213
e179    12  213
e180    12  29
e181    29  163
e182    163 179
e183    179 195
e184    195 196
e185    196 281
e186    170 281
e187    170 190
e188    190 210
e189    25  210
e190    25  121
e191    121 204
e192    80  204
e193    80  128
e194    128 232
e195    45  232
e196    45  227
e197    95  227
e198    95  251
e199    16  251
e200    10  16
e201    10  294
e202    5   294
e203    5   279
e204    68  279
e205    3   68
e206    3   20
e207    18  20
e208    18  151
e209    145 151
e210    117 145
e211    117 223
e212    223 252
e213    44  252
e214    44  141
e215    23  141
e216    23  33
e217    33  146
e218    146 175
e219    109 175
e220    109 242
e221    104 242
e222    104 236
e223    118 236
e224    118 165
e225    165 219
e226    53  219
e227    11  53
e228    11  214
e229    214 280
e230    39  280
e231    39  174
e232    159 174
e233    159 239
e234    217 239
e235    36  217
e236    36  137
e237    75  137
e238    70  75
e239    54  70
e240    54  180
e241    177 180
e242    177 211
e243    63  211
e244    63  132
e245    78  132
e246    78  286
e247    226 286
e248    226 265
e249    265 297
e250    193 297
e251    101 193
e252    101 169
e253    169 185
e254    185 250
e255    250 275
e256    9   275
e257    9   135
e258    135 167
e259    167 298
e260    85  298
e261    85  143
e262    143 162
e263    28  162
e264    28  114
e265    114 293
e266    266 293
e267    266 284
e268    282 284
e269    282 299
e270    206 299
e271    206 208
e272    15  208
e273    15  76
e274    76  134
e275    134 202
e276    202 255
e277    107 255
e278    107 156
e279    156 160
e280    160 271
e281    256 271
e282    62  256
e283    62  267
e284    246 267
e285    77  246
e286    77  81
e287    81  212
e288    184 212
e289    184 253
e290    30  253
e291    30  125
e292    120 125
e293    88  120
e294    88  254
e295    32  254
e296    32  272
e297    89  272
e298    87  89
e299    87  188
e300    103 224
e301    90  282
e302    60  136
