V: 700
E: 12233
Edge_Id Vi  Vj
e1      208 226
e2      42  226
e3      42  166
e4      166 401
e5      365 401
e6      365 602
e7      602 676
e8      156 676
e9      156 473
e10     259 473
e11     160 259
e12     160 284
e13     284 312
e14     312 654
e15     302 654
e16     5   302
e17     5   120
e18     7   120
e19     7   624
e20     213 624
e21     213 686
e22     204 686
e23     90  204
e24     90  606
e25     606 683
e26     77  683
e27     77  590
e28     20  590
e29     20  425
e30     271 425
e31     271 601
e32     190 601
e33     190 505
e34     404 505
e35     60  404
e36     60  108
e37     17  108
e38     17  291
e39     114 291
e40     114 584
e41     531 584
e42     432 531
e43     288 432
e44     288 565
e45     162 565
e46     78  162
e47     78  493
e48     493 642
e49     15  642
e50     15  385
e51     220 385
e52     220 357
e53     357 437
e54     437 639
e55     182 639
e56     182 289
e57     163 289
e58     130 163
e59     43  130
e60     43  51
e61     51  164
e62     164 235
e63     235 320
e64     320 415
e65     278 415
e66     278 506
e67     506 645
e68     593 645
e69     593 595
e70     595 610
e71     453 610
e72     453 670
e73     332 670
e74     144 332
e75     144 195
e76     195 196
e77     196 342
e78     342 536
e79     88  536
e80     88  467
e81     467 635
e82     197 635
e83     197 374
e84     105 374
e85     105 446
e86     446 652
e87     321 652
e88     79  321
e89     79  698
e90     6   698
e91     6   490
e92     476 490
e93     216 476
e94     38  216
e95     38  168
e96     168 233
e97     233 580
e98     244 580
e99     244 353
e100    33  353
e101    33  171
e102    171 516
e103    516 587
e104    482 587
e105    23  482
e106    23  417
e107    417 675
e108    335 675
e109    335 362
e110    223 362
e111    223 586
e112    351 586
e113    205 351
e114    205 398
e115    398 647
e116    277 647
e117    277 530
e118    530 579
e119    388 579
e120    388 623
e121    623 656
e122    399 656
e123    399 570
e124    293 570
e125    293 674
e126    525 674
e127    304 525
e128    243 304
e129    243 680
e130    449 680
e131    449 648
e132    648 697
e133    339 697
e134    339 376
e135    103 376
e136    103 340
e137    340 599
e138    599 609
e139    132 609
e140    132 526
e141    22  526
e142    22  173
e143    173 500
e144    285 500
e145    285 548
e146    548 651
e147    545 651
e148    121 545
e149    121 126
e150    126 515
e151    411 515
e152    411 660
e153    588 660
e154    461 588
e155    461 495
e156    268 495
e157    141 268
e158    141 201
e159    201 632
e160    632 694
e161    631 694
e162    215 631
e163    187 215
e164    187 391
e165    229 391
e166    229 564
e167    100 564
e168    100 198
e169    198 630
e170    578 630
e171    347 578
e172    347 529
e173    276 529
e174    276 386
e175    18  386
e176    18  450
e177    180 450
e178    111 180
e179    111 507
e180    421 507
e181    263 421
e182    263 572
e183    431 572
e184    136 431
e185    136 669
e186    211 669
e187    211 662
e188    172 662
e189    96  172
e190    96  368
e191    368 424
e192    8   424
e193    8   193
e194    193 478
e195    237 478
e196    237 306
e197    303 306
e198    303 392
e199    35  392
e200    35  540
e201    540 561
e202    459 561
e203    325 459
e204    147 325
e205    147 238
e206    238 257
e207    257 343
e208    192 343
e209    192 447
e210    219 447
e211    150 219
e212    150 634
e213    598 634
e214    598 666
e215    11  666
e216    11  678
e217    292 678
e218    148 292
e219    106 148
e220    106 298
e221    298 390
e222    282 390
e223    250 282
e224    30  250
e225    30  498
e226    135 498
e227    135 188
e228    188 625
e229    625 636
e230    433 636
e231    433 554
e232    491 554
e233    82  491
e234    82  402
e235    402 679
e236    92  679
e237    92  693
e238    241 693
e239    241 375
e240    12  375
e241    12  40
e242    40  280
e243    280 428
e244    255 428
e245    255 463
e246    463 562
e247    562 673
e248    179 673
e249    179 520
e250    194 520
e251    194 576
e252    265 576
e253    265 483
e254    36  483
e255    36  370
e256    370 400
e257    191 400
e258    191 527
e259    527 546
e260    14  546
e261    14  637
e262    444 637
e263    157 444
e264    157 621
e265    581 621
e266    230 581
e267    230 380
e268    101 380
e269    101 430
e270    430 479
e271    26  479
e272    26  477
e273    2   477
e274    2   574
e275    228 574
e276    228 488
e277    488 552
e278    117 552
e279    117 123
e280    123 142
e281    142 439
e282    439 633
e283    329 633
e284    29  329
e285    29  646
e286    543 646
e287    543 555
e288    333 555
e289    333 653
e290    234 653
e291    234 451
e292    137 451
e293    137 559
e294    295 559
e295    159 295
e296    159 326
e297    254 326
e298    254 489
e299    315 489
e300    315 567
e301    251 567
e302    251 422
e303    214 422
e304    214 615
e305    185 615
e306    185 378
e307    378 484
e308    484 537
e309    345 537
e310    324 345
e311    72  324
e312    72  691
e313    41  691
e314    41  209
e315    209 462
e316    355 462
e317    275 355
e318    275 627
e319    256 627
e320    199 256
e321    199 322
e322    113 322
e323    113 628
e324    95  628
e325    95  354
e326    354 518
e327    107 518
e328    107 474
e329    474 699
e330    379 699
e331    65  379
e332    65  181
e333    181 597
e334    3   597
e335    3   286
e336    286 382
e337    307 382
e338    307 657
e339    247 657
e340    247 372
e341    232 372
e342    149 232
e343    149 296
e344    206 296
e345    155 206
e346    155 327
e347    327 563
e348    317 563
e349    294 317
e350    294 524
e351    104 524
e352    104 410
e353    158 410
e354    158 603
e355    419 603
e356    414 419
e357    414 468
e358    468 560
e359    112 560
e360    112 396
e361    316 396
e362    316 649
e363    448 649
e364    93  448
e365    93  264
e366    264 338
e367    338 381
e368    381 427
e369    418 427
e370    97  418
e371    97  692
e372    75  692
e373    75  617
e374    617 668
e375    49  668
e376    49  551
e377    551 594
e378    517 594
e379    517 608
e380    358 608
e381    358 532
e382    21  532
e383    21  460
e384    175 460
e385    175 619
e386    50  619
e387    50  471
e388    350 471
e389    350 387
e390    387 533
e391    533 659
e392    62  659
e393    62  80
e394    80  616
e395    435 616
e396    435 661
e397    154 661
e398    154 183
e399    45  183
e400    45  644
e401    161 644
e402    161 174
e403    174 604
e404    91  604
e405    91  558
e406    553 558
e407    346 553
e408    346 408
e409    240 408
e410    240 371
e411    371 547
e412    356 547
e413    356 640
e414    389 640
e415    221 389
e416    221 549
e417    54  549
e418    54  442
e419    328 442
e420    328 366
e421    314 366
e422    131 314
e423    68  131
e424    68  318
e425    318 364
e426    364 452
e427    218 452
e428    176 218
e429    176 225
e430    225 681
e431    445 681
e432    445 454
e433    420 454
e434    420 503
e435    133 503
e436    133 469
e437    403 469
e438    403 663
e439    429 663
e440    55  429
e441    55  297
e442    297 571
e443    334 571
e444    272 334
e445    272 688
e446    242 688
e447    242 301
e448    301 512
e449    203 512
e450    203 224
e451    224 504
e452    487 504
e453    323 487
e454    323 618
e455    607 618
e456    607 614
e457    363 614
e458    363 443
e459    443 502
e460    361 502
e461    134 361
e462    134 667
e463    331 667
e464    32  331
e465    32  514
e466    44  514
e467    44  236
e468    99  236
e469    99  212
e470    212 273
e471    273 311
e472    279 311
e473    279 456
e474    456 696
e475    76  696
e476    76  373
e477    222 373
e478    222 393
e479    393 690
e480    9   690
e481    9   151
e482    109 151
e483    109 538
e484    538 556
e485    4   556
e486    4   582
e487    309 582
e488    309 497
e489    497 664
e490    626 664
e491    319 626
e492    57  319
e493    13  57
e494    13  152
e495    152 434
e496    434 542
e497    245 542
e498    245 283
e499    283 412
e500    336 412
e501    336 589
e502    64  589
e503    64  566
e504    486 566
e505    86  486
e506    86  305
e507    305 406
e508    377 406
e509    377 458
e510    458 638
e511    638 685
e512    48  685
e513    48  58
e514    58  239
e515    239 464
e516    360 464
e517    47  360
e518    47  81
e519    81  612
e520    539 612
e521    369 539
e522    369 522
e523    10  522
e524    10  67
e525    67  74
e526    74  605
e527    416 605
e528    416 620
e529    591 620
e530    528 591
e531    528 585
e532    575 585
e533    269 575
e534    269 337
e535    337 407
e536    407 583
e537    308 583
