V: 500
E: 37425
Edge_Id Vi  Vj
e1      171 172
e2      129 171
e3      129 424
e4      424 499
e5      271 499
e6      74  271
e7      11  74
e8      11  497
e9      354 497
e10     245 354
e11     144 245
e12     144 374
e13     47  374
e14     47  485
e15     5   485
e16     5   434
e17     210 434
e18     131 210
e19     131 437
e20     341 437
e21     17  341
e22     17  108
e23     64  108
e24     64  479
e25     90  479
e26     90  240
e27     103 240
e28     103 355
e29     42  355
e30     42  150
e31     150 390
e32     170 390
e33     170 288
e34     288 408
e35     244 408
e36     145 244
e37     102 145
e38     102 237
e39     237 321
e40     173 321
e41     173 187
e42     14  187
e43     14  417
e44     86  417
e45     86  238
e46     238 293
e47     293 343
e48     63  343
e49     63  476
e50     24  476
e51     24  106
e52     50  106
e53     50  324
e54     12  324
e55     12  219
e56     1   219
e57     1   92
e58     92  161
e59     161 359
e60     142 359
e61     142 357
e62     269 357
e63     202 269
e64     202 438
e65     427 438
e66     285 427
e67     45  285
e68     45  189
e69     189 484
e70     253 484
e71     119 253
e72     119 406
e73     296 406
e74     296 325
e75     196 325
e76     196 273
e77     273 284
e78     284 418
e79     18  418
e80     18  40
e81     40  379
e82     368 379
e83     226 368
e84     133 226
e85     133 315
e86     59  315
e87     59  121
e88     25  121
e89     25  104
e90     104 396
e91     41  396
e92     41  56
e93     56  352
e94     352 451
e95     232 451
e96     148 232
e97     148 383
e98     94  383
e99     94  322
e100    53  322
e101    23  53
e102    23  120
e103    120 147
e104    147 467
e105    407 467
e106    162 407
e107    162 338
e108    326 338
e109    326 493
e110    52  493
e111    52  454
e112    398 454
e113    110 398
e114    55  110
e115    55  140
e116    43  140
e117    43  205
e118    9   205
e119    9   78
e120    78  176
e121    75  176
e122    75  472
e123    345 472
e124    345 432
e125    432 447
e126    447 489
e127    300 489
e128    292 300
e129    235 292
e130    235 446
e131    358 446
e132    154 358
e133    154 194
e134    194 303
e135    130 303
e136    130 496
e137    71  496
e138    71  371
e139    241 371
e140    241 316
e141    316 384
e142    384 430
e143    256 430
e144    256 457
e145    184 457
e146    48  184
e147    48  100
e148    100 274
e149    62  274
e150    62  93
e151    93  105
e152    57  105
e153    57  138
e154    138 449
e155    117 449
e156    79  117
e157    79  433
e158    308 433
e159    308 494
e160    69  494
e161    60  69
e162    60  468
e163    233 468
e164    34  233
e165    34  88
e166    88  215
e167    215 459
e168    459 478
e169    380 478
e170    143 380
e171    16  143
e172    16  411
e173    309 411
e174    29  309
e175    29  77
e176    77  310
e177    310 356
e178    197 356
e179    197 307
e180    263 307
e181    263 270
e182    35  270
e183    35  491
e184    259 491
e185    259 360
e186    236 360
e187    223 236
e188    223 330
e189    330 361
e190    361 470
e191    222 470
e192    222 243
e193    243 436
e194    156 436
e195    156 221
e196    221 463
e197    393 463
e198    54  393
e199    54  188
e200    3   188
e201    3   185
e202    185 426
e203    421 426
e204    229 421
e205    229 422
e206    364 422
e207    61  364
e208    61  224
e209    224 420
e210    295 420
e211    295 469
e212    419 469
e213    242 419
e214    242 267
e215    4   267
e216    4   118
e217    118 157
e218    157 370
e219    282 370
e220    28  282
e221    28  200
e222    200 410
e223    36  410
e224    36  132
e225    132 225
e226    225 260
e227    211 260
e228    67  211
e229    67  186
e230    72  186
e231    72  125
e232    97  125
e233    97  378
e234    340 378
e235    134 340
e236    134 481
e237    136 481
e238    136 414
e239    192 414
e240    192 387
e241    216 387
e242    216 400
e243    266 400
e244    266 327
e245    122 327
e246    122 204
e247    204 249
e248    249 453
e249    127 453
e250    127 461
e251    333 461
e252    164 333
e253    164 388
e254    388 452
e255    37  452
e256    37  405
e257    199 405
e258    183 199
e259    183 409
e260    265 409
e261    247 265
e262    247 394
e263    394 402
e264    402 450
e265    450 492
e266    51  492
e267    51  268
e268    58  268
e269    31  58
e270    31  83
e271    83  413
e272    44  413
e273    44  49
e274    49  369
e275    314 369
e276    20  314
e277    20  416
e278    22  416
e279    22  429
e280    206 429
e281    27  206
e282    27  146
e283    32  146
e284    8   32
