V: 700
E: 171255
Edge_Id Vi  Vj
e1      105 453
e2      453 633
e3      633 680
e4      358 680
e5      279 358
e6      279 644
e7      644 672
e8      31  672
e9      31  437
e10     155 437
e11     155 380
e12     380 397
e13     397 611
e14     559 611
e15     102 559
e16     102 311
e17     311 512
e18     424 512
e19     166 424
e20     166 415
e21     174 415
e22     74  174
e23     74  127
e24     127 474
e25     163 474
e26     163 622
e27     48  622
e28     48  122
e29     122 637
e30     412 637
e31     412 572
e32     572 607
e33     532 607
e34     181 532
e35     181 422
e36     422 662
e37     291 662
e38     291 618
e39     135 618
e40     135 605
e41     16  605
e42     16  246
e43     15  246
e44     15  351
e45     37  351
e46     37  236
e47     236 448
e48     448 602
e49     263 602
e50     230 263
e51     38  230
e52     38  67
e53     67  244
e54     47  244
e55     47  266
e56     266 450
e57     450 674
e58     400 674
e59     24  400
e60     24  691
e61     257 691
e62     257 554
e63     374 554
e64     374 594
e65     211 594
e66     211 544
e67     409 544
e68     409 524
e69     524 684
e70     653 684
e71     229 653
e72     53  229
e73     53  84
e74     84  241
e75     128 241
e76     128 601
e77     601 635
e78     225 635
e79     225 657
e80     73  657
e81     73  647
e82     395 647
e83     124 395
e84     124 694
e85     365 694
e86     252 365
e87     252 548
e88     399 548
e89     106 399
e90     106 387
e91     387 528
e92     510 528
e93     510 565
e94     287 565
e95     287 521
e96     521 693
e97     45  693
e98     45  685
e99     210 685
e100    210 277
e101    277 541
e102    527 541
e103    173 527
e104    111 173
e105    111 676
e106    189 676
e107    189 491
e108    491 581
e109    552 581
e110    479 552
e111    479 480
e112    223 480
e113    162 223
e114    162 164
e115    164 648
e116    344 648
e117    344 597
e118    80  597
e119    80  460
e120    64  460
e121    64  427
e122    158 427
e123    158 371
e124    371 398
e125    147 398
e126    147 213
e127    213 262
e128    262 586
e129    188 586
e130    188 596
e131    197 596
e132    116 197
e133    116 302
e134    103 302
e135    103 393
e136    271 393
e137    271 299
e138    299 682
e139    661 682
e140    14  661
e141    14  384
e142    193 384
e143    193 205
e144    205 588
e145    494 588
e146    187 494
e147    187 288
e148    288 553
e149    320 553
e150    320 421
e151    421 489
e152    407 489
e153    83  407
e154    6   83
e155    6   481
e156    274 481
e157    261 274
e158    261 325
e159    325 683
e160    179 683
e161    179 470
e162    243 470
e163    43  243
e164    43  364
e165    364 367
e166    159 367
e167    159 235
e168    235 363
e169    363 482
e170    482 606
e171    606 651
e172    511 651
e173    308 511
e174    272 308
e175    272 504
e176    504 507
e177    328 507
e178    328 591
e179    185 591
e180    185 614
e181    614 696
e182    275 696
e183    275 410
e184    410 426
e185    220 426
e186    220 369
e187    369 690
e188    254 690
e189    254 368
e190    23  368
e191    23  206
e192    206 561
e193    113 561
e194    113 531
e195    310 531
e196    68  310
e197    68  513
e198    227 513
e199    199 227
e200    199 259
e201    144 259
e202    91  144
e203    91  501
e204    463 501
e205    249 463
e206    165 249
e207    165 373
e208    119 373
e209    119 666
e210    265 666
e211    81  265
e212    81  509
e213    134 509
e214    95  134
e215    95  575
e216    575 582
e217    582 621
e218    438 621
e219    438 464
e220    386 464
e221    141 386
e222    141 256
e223    79  256
e224    65  79
e225    65  699
e226    347 699
e227    267 347
e228    267 466
e229    349 466
e230    349 615
e231    497 615
e232    329 497
e233    329 492
e234    152 492
e235    152 269
e236    269 353
e237    353 667
e238    307 667
e239    307 664
e240    28  664
e241    28  268
e242    268 570
e243    519 570
e244    89  519
e245    89  525
e246    112 525
e247    112 500
