V: 300
E: 22425
Edge_Id Vi  Vj
e1      195 262
e2      121 262
e3      87  121
e4      87  178
e5      161 178
e6      77  161
e7      66  77
e8      66  221
e9      12  221
e10     12  82
e11     44  82
e12     1   44
e13     1   28
e14     28  232
e15     128 232
e16     60  128
e17     60  142
e18     126 142
e19     94  126
e20     22  94
e21     22  149
e22     149 167
e23     97  167
e24     45  97
e25     45  219
e26     61  219
e27     8   61
e28     8   263
e29     180 263
e30     40  180
e31     40  208
e32     208 269
e33     269 270
e34     194 270
e35     185 194
e36     179 185
e37     179 202
e38     102 202
e39     49  102
e40     49  259
e41     199 259
e42     199 279
e43     14  279
e44     14  59
e45     59  191
e46     95  191
e47     63  95
e48     63  158
e49     50  158
e50     50  90
e51     90  144
e52     144 177
e53     139 177
e54     74  139
e55     74  123
e56     123 155
e57     155 277
e58     239 277
e59     20  239
e60     20  147
e61     147 235
e62     235 252
e63     173 252
e64     127 173
e65     127 169
e66     98  169
e67     98  151
e68     37  151
e69     37  51
e70     51  240
e71     240 258
e72     258 276
e73     43  276
e74     43  234
e75     234 274
e76     84  274
e77     84  132
e78     132 229
e79     214 229
e80     214 281
e81     92  281
e82     92  99
e83     99  125
e84     125 225
e85     192 225
e86     113 192
e87     113 227
e88     227 243
e89     106 243
e90     31  106
e91     31  296
e92     122 296
e93     122 268
e94     137 268
e95     137 257
e96     33  257
e97     33  35
e98     35  109
e99     46  109
e100    46  52
e101    52  224
e102    110 224
e103    110 205
e104    166 205
e105    166 297
e106    181 297
e107    7   181
e108    7   107
e109    107 242
e110    133 242
e111    133 164
e112    164 256
e113    238 256
e114    118 238
e115    118 261
e116    226 261
e117    197 226
e118    196 197
e119    36  196
e120    36  105
e121    105 165
e122    29  165
e123    29  152
e124    48  152
e125    48  288
e126    73  288
e127    73  120
e128    120 135
e129    135 157
e130    26  157
e131    26  91
e132    91  171
e133    75  171
e134    75  244
e135    56  244
e136    56  156
e137    156 186
e138    96  186
e139    96  134
e140    134 228
e141    65  228
e142    65  260
e143    124 260
e144    124 293
e145    213 293
e146    183 213
e147    23  183
e148    23  206
e149    206 249
e150    11  249
e151    11  237
e152    190 237
e153    5   190
e154    5   16
e155    16  55
e156    55  233
e157    159 233
e158    80  159
e159    80  140
e160    140 162
e161    162 176
e162    176 300
e163    174 300
e164    174 275
e165    54  275
e166    54  251
e167    117 251
e168    117 254
e169    32  254
e170    32  290
e171    18  290
e172    13  18
e173    13  170
e174    70  170
e175    70  150
e176    150 286
e177    266 286
e178    25  266
e179    25  283
e180    283 299
e181    188 299
e182    81  188
e183    81  204
e184    204 246
e185    145 246
e186    145 200
e187    42  200
e188    42  78
e189    78  86
e190    67  86
e191    21  67
e192    21  72
e193    30  72
e194    30  69
e195    69  130
e196    130 184
e197    184 218
e198    218 231
e199    112 231
e200    34  112
e201    34  271
e202    216 271
e203    216 285
e204    17  285
e205    17  203
e206    129 203
e207    129 282
e208    282 294
e209    114 294
e210    114 295
e211    163 295
e212    136 163
e213    136 267
e214    64  267
e215    64  71
e216    71  247
e217    198 247
e218    198 245
e219    245 253
e220    19  253
e221    19  291
e222    153 291
e223    58  153
e224    58  88
e225    88  93
e226    76  93
e227    76  220
e228    24  220
e229    24  287
e230    146 287
e231    146 187
e232    187 236
e233    101 236
e234    101 292
e235    255 292
e236    255 284
e237    2   284
e238    2   3
e239    3   57
e240    57  141
e241    141 201
e242    53  201
e243    53  264
e244    154 264
e245    79  154
e246    79  189
e247    47  189
e248    47  168
e249    148 168
e250    148 273
e251    250 273
e252    248 250
e253    248 298
e254    10  298
e255    10  41
e256    41  172
e257    104 172
e258    104 116
e259    116 143
e260    143 209
e261    62  209
e262    62  230
e263    103 230
e264    15  103
e265    15  265
e266    9   265
e267    9   131
e268    89  131
e269    89  241
e270    119 241
e271    119 215
e272    215 272
e273    27  272
e274    27  111
e275    111 211
e276    38  211
e277    38  83
e278    4   83
e279    4   207
e280    207 278
e281    223 278
e282    138 223
e283    138 212
e284    6   212
e285    6   115
e286    39  115
e287    39  68
e288    68  280
e289    182 280
e290    182 210
e291    210 217
e292    217 289
e293    85  289
e294    85  108
e295    108 222
e296    175 222
e297    175 193
e298    160 193
e299    100 160
e300    142 289
e301    53  241
e302    182 279
e303    170 289
e304    129 228
e305    102 111
e306    24  156
e307    215 222
e308    27  287
e309    58  64
e310    33  98
e311    230 278
e312    37  290
e313    244 249
e314    194 275
e315    109 277
e316    47  147
e317    220 245
e318    123 180
e319    145 233
e320    106 283
e321    78  108
e322    30  40
e323    136 184
e324    225 241
e325    210 236
e326    52  106
e327    88  257
e328    75  213
e329    205 289
e330    41  239
e331    254 277
e332    20  125
e333    9   64
e334    80  295
e335    100 147
e336    54  219
e337    116 253
e338    152 225
e339    8   239
e340    107 108
e341    8   270
e342    66  173
e343    226 242
e344    60  288
e345    8   48
e346    244 276
e347    66  207
e348    6   155
e349    58  216
e350    175 266
e351    56  246
e352    63  125
e353    133 183
e354    154 272
e355    32  61
e356    137 197
e357    131 183
e358    8   33
e359    148 188
e360    123 200
e361    92  250
e362    53  288
e363    110 171
e364    13  188
e365    71  110
e366    23  94
e367    43  232
e368    53  62
e369    3   145
e370    93  291
e371    248 257
e372    79  211
e373    62  76
e374    33  299
e375    211 267
e376    16  143
e377    226 265
e378    73  259
e379    73  193
e380    120 266
e381    162 261
e382    114 267
e383    155 251
e384    79  271
e385    164 185
e386    108 158
e387    35  162
