V: 600
E: 17970
Edge_Id Vi  Vj
e1      541 565
e2      37  541
e3      37  189
e4      189 410
e5      281 410
e6      281 384
e7      384 514
e8      514 597
e9      390 597
e10     390 496
e11     496 564
e12     76  564
e13     76  222
e14     222 379
e15     210 379
e16     204 210
e17     204 301
e18     14  301
e19     14  161
e20     88  161
e21     88  363
e22     285 363
e23     285 589
e24     420 589
e25     52  420
e26     52  343
e27     306 343
e28     295 306
e29     48  295
e30     48  569
e31     311 569
e32     224 311
e33     224 464
e34     156 464
e35     156 307
e36     307 348
e37     173 348
e38     173 367
e39     367 580
e40     370 580
e41     370 450
e42     429 450
e43     429 593
e44     523 593
e45     166 523
e46     166 548
e47     535 548
e48     287 535
e49     47  287
e50     47  454
e51     454 563
e52     133 563
e53     133 233
e54     159 233
e55     159 276
e56     276 583
e57     81  583
e58     45  81
e59     45  439
e60     439 600
e61     366 600
e62     364 366
e63     126 364
e64     44  126
e65     44  162
e66     162 294
e67     294 542
e68     200 542
e69     200 393
e70     393 557
e71     430 557
e72     39  430
e73     39  180
e74     180 270
e75     5   270
e76     5   471
e77     138 471
e78     138 150
e79     150 440
e80     440 453
e81     312 453
e82     312 487
e83     103 487
e84     58  103
e85     58  543
e86     485 543
e87     415 485
e88     415 599
e89     253 599
e90     253 475
e91     211 475
e92     211 341
e93     111 341
e94     111 334
e95     121 334
e96     121 486
e97     373 486
e98     373 470
e99     470 508
e100    172 508
e101    172 476
e102    25  476
e103    25  585
e104    206 585
e105    206 252
e106    252 378
e107    262 378
e108    145 262
e109    145 361
e110    361 511
e111    503 511
e112    338 503
e113    36  338
e114    36  140
e115    140 520
e116    520 545
e117    319 545
e118    91  319
e119    91  163
e120    163 444
e121    87  444
e122    87  239
e123    239 386
e124    282 386
e125    282 284
e126    97  284
e127    97  455
e128    309 455
e129    221 309
e130    167 221
e131    167 219
e132    219 432
e133    432 446
e134    153 446
e135    153 194
e136    194 209
e137    209 509
e138    201 509
e139    4   201
e140    4   203
e141    127 203
e142    127 377
e143    377 398
e144    398 568
e145    457 568
e146    131 457
e147    131 577
e148    254 577
e149    254 376
e150    139 376
e151    61  139
e152    61  460
e153    202 460
e154    158 202
e155    158 374
e156    230 374
e157    230 411
e158    100 411
e159    100 445
e160    215 445
e161    215 421
e162    421 482
e163    482 491
e164    320 491
e165    160 320
e166    160 501
e167    501 516
e168    516 554
e169    507 554
e170    507 518
e171    114 518
e172    114 350
e173    106 350
e174    28  106
e175    28  346
e176    346 540
e177    90  540
e178    67  90
e179    67  395
e180    168 395
e181    168 417
e182    6   417
e183    6   360
e184    360 458
e185    115 458
e186    115 353
e187    223 353
e188    223 337
e189    19  337
e190    19  570
e191    89  570
e192    21  89
e193    21  550
e194    408 550
e195    225 408
e196    22  225
e197    22  513
e198    333 513
e199    148 333
e200    148 265
e201    258 265
e202    258 261
e203    261 512
e204    407 512
e205    385 407
e206    74  385
e207    74  174
e208    174 490
e209    229 490
e210    229 472
e211    365 472
e212    31  365
e213    31  151
e214    151 473
e215    93  473
e216    93  313
e217    29  313
e218    29  590
e219    539 590
e220    443 539
e221    245 443
e222    245 531
e223    423 531
e224    143 423
e225    143 442
e226    442 528
e227    388 528
e228    388 551
e229    72  551
e230    72  344
e231    344 525
e232    437 525
e233    437 559
e234    402 559
e235    141 402
e236    141 242
e237    242 560
e238    299 560
e239    299 409
e240    409 436
e241    436 506
e242    506 536
e243    500 536
e244    279 500
e245    64  279
e246    64  137
e247    30  137
e248    30  339
e249    339 519
e250    519 546
e251    397 546
e252    75  397
e253    51  75
e254    51  183
e255    155 183
e256    32  155
e257    32  349
e258    349 387
e259    35  387
e260    35  177
e261    68  177
e262    68  84
e263    17  84
e264    17  157
e265    60  157
e266    60  191
e267    191 195
e268    122 195
e269    16  122
e270    16  329
e271    147 329
e272    56  147
e273    56  263
e274    207 263
