V: 500
E: 87325
Edge_Id Vi  Vj
e1      37  312
e2      37  282
e3      158 282
e4      158 470
e5      259 470
e6      259 455
e7      83  455
e8      60  83
e9      60  491
e10     141 491
e11     141 456
e12     264 456
e13     52  264
e14     52  143
e15     56  143
e16     56  170
e17     170 370
e18     169 370
e19     169 304
e20     215 304
e21     99  215
e22     99  253
e23     253 320
e24     320 376
e25     152 376
e26     117 152
e27     117 377
e28     49  377
e29     49  140
e30     140 450
e31     10  450
e32     10  150
e33     150 417
e34     15  417
e35     15  258
e36     251 258
e37     59  251
e38     59  229
e39     229 348
e40     281 348
e41     226 281
e42     226 292
e43     292 421
e44     197 421
e45     197 435
e46     75  435
e47     75  223
e48     223 431
e49     420 431
e50     411 420
e51     208 411
e52     125 208
e53     125 330
e54     330 407
e55     128 407
e56     128 133
e57     133 163
e58     19  163
e59     19  323
e60     87  323
e61     43  87
e62     43  167
e63     98  167
e64     98  221
e65     221 336
e66     336 485
e67     256 485
e68     256 333
e69     135 333
e70     135 252
e71     252 481
e72     446 481
e73     22  446
e74     22  210
e75     210 399
e76     299 399
e77     265 299
e78     265 267
e79     267 358
e80     7   358
e81     7   418
e82     291 418
e83     291 453
e84     182 453
e85     182 335
e86     335 454
e87     437 454
e88     50  437
e89     50  498
e90     331 498
e91     153 331
e92     153 328
e93     328 341
e94     220 341
e95     71  220
e96     71  436
e97     269 436
e98     269 288
e99     288 427
e100    89  427
e101    86  89
e102    86  373
e103    1   373
e104    1   238
e105    238 301
e106    301 422
e107    88  422
e108    88  462
e109    103 462
e110    103 179
e111    155 179
e112    130 155
e113    130 212
e114    212 472
e115    302 472
e116    191 302
e117    191 379
e118    308 379
e119    156 308
e120    4   156
e121    4   287
e122    187 287
e123    187 466
e124    111 466
e125    111 113
e126    82  113
e127    82  337
e128    337 391
e129    391 404
e130    211 404
e131    184 211
e132    184 209
e133    100 209
e134    100 280
e135    280 290
e136    144 290
e137    144 355
e138    270 355
e139    270 351
e140    351 428
e141    108 428
e142    108 271
e143    271 430
e144    242 430
e145    54  242
e146    54  105
e147    105 147
e148    147 231
e149    104 231
e150    104 412
e151    363 412
e152    244 363
e153    244 480
e154    192 480
e155    176 192
e156    122 176
e157    69  122
e158    69  118
e159    118 180
e160    180 368
e161    311 368
e162    126 311
e163    126 224
e164    106 224
e165    106 283
e166    283 434
e167    293 434
e168    293 415
e169    386 415
e170    245 386
e171    245 249
e172    70  249
e173    70  451
e174    214 451
e175    185 214
e176    40  185
e177    40  93
e178    93  165
e179    165 344
e180    344 497
e181    345 497
e182    272 345
e183    124 272
e184    124 213
e185    213 286
e186    286 397
e187    397 499
e188    29  499
e189    29  30
e190    30  284
e191    21  284
e192    21  97
e193    97  378
e194    131 378
e195    26  131
e196    26  188
e197    188 327
e198    327 362
e199    321 362
e200    321 477
e201    121 477
e202    121 151
e203    151 201
e204    201 388
e205    388 402
e206    39  402
e207    39  300
e208    168 300
e209    36  168
e210    36  45
e211    45  157
e212    157 204
e213    57  204
e214    57  360
e215    198 360
e216    198 324
e217    199 324
e218    34  199
e219    34  102
e220    102 387
e221    387 458
e222    217 458
e223    129 217
e224    129 408
e225    73  408
e226    73  250
e227    250 371
e228    371 444
e229    398 444
e230    398 448
e231    134 448
e232    134 441
