V: 800
E: 31960
Edge_Id Vi  Vj
e1      117 179
e2      117 355
e3      158 355
e4      158 545
e5      545 669
e6      180 669
e7      180 348
e8      348 647
e9      647 731
e10     77  731
e11     77  149
e12     96  149
e13     96  478
e14     478 523
e15     152 523
e16     152 396
e17     396 681
e18     103 681
e19     103 762
e20     287 762
e21     287 289
e22     289 706
e23     598 706
e24     499 598
e25     126 499
e26     22  126
e27     22  189
e28     189 491
e29     448 491
e30     369 448
e31     325 369
e32     325 350
e33     350 405
e34     84  405
e35     84  313
e36     313 566
e37     503 566
e38     423 503
e39     423 651
e40     651 710
e41     645 710
e42     388 645
e43     388 433
e44     218 433
e45     218 249
e46     249 592
e47     323 592
e48     12  323
e49     12  125
e50     64  125
e51     24  64
e52     24  609
e53     609 730
e54     360 730
e55     349 360
e56     90  349
e57     90  175
e58     174 175
e59     73  174
e60     73  165
e61     165 570
e62     570 766
e63     758 766
e64     758 760
e65     212 760
e66     212 777
e67     107 777
e68     19  107
e69     19  442
e70     442 693
e71     693 763
e72     663 763
e73     106 663
e74     106 516
e75     279 516
e76     279 582
e77     334 582
e78     334 399
e79     399 627
e80     482 627
e81     424 482
e82     2   424
e83     2   332
e84     332 641
e85     425 641
e86     425 520
e87     450 520
e88     269 450
e89     269 715
e90     304 715
e91     304 732
e92     602 732
e93     170 602
e94     170 364
e95     11  364
e96     11  486
e97     486 634
e98     49  634
e99     49  789
e100    259 789
e101    85  259
e102    85  583
e103    583 740
e104    596 740
e105    83  596
e106    63  83
e107    63  552
e108    116 552
e109    116 517
e110    280 517
e111    150 280
e112    150 597
e113    342 597
e114    318 342
e115    318 703
e116    703 751
e117    484 751
e118    484 709
e119    534 709
e120    264 534
e121    264 748
e122    748 779
e123    155 779
e124    155 619
e125    309 619
e126    309 750
e127    147 750
e128    147 161
e129    161 707
e130    707 765
e131    340 765
e132    154 340
e133    154 526
e134    526 665
e135    361 665
e136    276 361
e137    6   276
e138    6   209
e139    47  209
e140    47  112
e141    112 320
e142    320 625
e143    43  625
e144    25  43
e145    25  682
e146    445 682
e147    285 445
e148    36  285
e149    36  414
e150    306 414
e151    167 306
e152    167 539
e153    238 539
e154    238 281
e155    224 281
e156    166 224
e157    166 190
e158    190 672
e159    611 672
e160    611 776
e161    236 776
e162    144 236
e163    13  144
e164    13  33
e165    33  214
e166    214 567
e167    52  567
e168    52  678
e169    410 678
e170    312 410
e171    312 427
e172    343 427
e173    343 741
e174    18  741
e175    18  324
e176    324 472
e177    95  472
e178    95  775
e179    21  775
e180    21  608
e181    608 698
e182    698 747
e183    80  747
e184    80  252
e185    145 252
e186    55  145
e187    55  457
e188    113 457
e189    113 134
e190    134 248
e191    248 569
e192    569 790
e193    551 790
e194    471 551
e195    69  471
e196    69  368
e197    135 368
e198    3   135
e199    3   637
e200    547 637
e201    476 547
e202    110 476
e203    110 648
e204    358 648
e205    199 358
e206    81  199
e207    81  136
e208    102 136
e209    102 381
e210    367 381
e211    213 367
e212    45  213
e213    45  434
e214    413 434
e215    366 413
e216    105 366
e217    17  105
e218    17  365
e219    365 474
e220    451 474
e221    451 501
e222    193 501
e223    193 253
e224    253 477
e225    477 711
e226    258 711
e227    258 458
e228    458 697
e229    690 697
e230    383 690
e231    300 383
e232    300 441
e233    331 441
e234    331 671
e235    20  671
e236    20  118
e237    111 118
e238    111 256
e239    256 612
e240    612 684
e241    564 684
e242    138 564
e243    138 384
e244    303 384
e245    303 344
e246    344 654
e247    370 654
e248    362 370
e249    316 362
e250    207 316
e251    207 767
e252    613 767
e253    527 613
e254    7   527
e255    7   10
e256    10  557
e257    415 557
e258    32  415
e259    32  793
e260    121 793
e261    121 568
e262    129 568
e263    129 515
e264    163 515
e265    163 736
e266    465 736
e267    23  465
e268    23  288
e269    42  288
e270    29  42
e271    29  377
e272    377 510
e273    492 510
e274    492 705
e275    595 705
e276    412 595
e277    329 412
e278    329 435
e279    230 435
e280    230 345
e281    345 373
e282    297 373
e283    297 421
e284    359 421
e285    89  359
e286    89  662
e287    555 662
e288    512 555
e289    512 787
e290    584 787
e291    407 584
e292    139 407
e293    139 354
e294    354 382
e295    382 452
e296    321 452
e297    82  321
e298    82  521
e299    521 699
e300    655 699
e301    655 670
e302    353 670
e303    353 541
e304    247 541
e305    247 628
e306    398 628
e307    398 726
e308    428 726
e309    195 428
e310    195 420
e311    196 420
e312    196 422
e313    422 603
e314    395 603
e315    327 395
e316    327 443
e317    443 772
e318    266 772
e319    266 638
e320    40  638
e321    40  800
e322    232 800
e323    232 302
e324    302 372
e325    65  372
e326    65  119
e327    119 738
e328    580 738
e329    580 633
e330    577 633
e331    497 577
e332    497 548
e333    544 548
e334    391 544
e335    391 571
e336    393 571
e337    94  393
e338    94  530
e339    109 530
e340    109 160
e341    160 643
e342    229 643
e343    229 704
e344    305 704
e345    51  305
e346    51  401
e347    92  401
e348    92  475
e349    67  475
e350    67  650
e351    459 650
e352    339 459
e353    339 505
e354    127 505
e355    127 622
e356    198 622
e357    198 408
e358    41  408
e359    41  201
e360    201 780
e361    518 780
e362    518 685
e363    9   685
e364    9   159
e365    108 159
e366    108 148
e367    148 774
e368    449 774
e369    205 449
e370    205 786
e371    239 786
e372    239 540
e373    540 734
e374    468 734
e375    215 468
e376    215 489
e377    460 489
e378    57  460
e379    30  57
e380    30  646
e381    646 798
e382    44  798
e383    44  74
e384    48  74
e385    48  652
e386    380 652
e387    86  380
e388    86  623
e389    623 696
e390    483 696
e391    210 483
e392    210 692
e393    587 692
e394    587 604
e395    15  604
e396    15  406
e397    330 406
e398    330 733
e399    130 733
e400    130 573
e401    479 573
e402    479 496
e403    496 679
e404    550 679
e405    72  550
e406    72  635
e407    223 635
e408    223 533
e409    533 585
e410    284 585
e411    284 667
e412    104 667
e413    104 559
e414    120 559
e415    120 164
e416    164 504
e417    504 717
e418    35  717
e419    35  490
e420    490 724
e421    286 724
e422    286 495
e423    352 495
e424    78  352
e425    78  225
e426    225 274
e427    245 274
e428    245 560
e429    307 560
e430    307 554
e431    554 797
e432    282 797
e433    282 464
e434    464 708
e435    31  708
e436    31  68
e437    68  799
e438    386 799
e439    137 386
e440    137 375
e441    185 375
e442    185 418
e443    418 593
e444    169 593
e445    169 754
e446    485 754
e447    485 509
e448    487 509
e449    487 513
e450    283 513
e451    283 781
e452    97  781
e453    97  151
e454    151 267
e455    267 759
e456    721 759
e457    439 721
e458    439 742
e459    488 742
e460    182 488
e461    182 615
e462    341 615
e463    187 341
e464    187 666
e465    470 666
e466    470 586
e467    586 722
e468    722 743
e469    743 761
e470    618 761
e471    140 618
e472    140 228
e473    228 338
e474    338 600
e475    600 683
e476    454 683
e477    227 454
e478    1   227
e479    1   508
e480    192 508
e481    192 337
e482    337 735
e483    657 735
e484    290 657
e485    290 626
e486    101 626
e487    101 660
e488    617 660
e489    46  617
e490    46  403
e491    403 432
e492    432 770
e493    532 770
e494    532 687
e495    385 687
e496    314 385
e497    314 745
e498    714 745
e499    4   714
e500    4   208
e501    27  208
e502    27  176
e503    123 176
e504    123 713
e505    461 713
e506    16  461
e507    16  390
e508    390 725
e509    409 725
e510    299 409
e511    299 453
e512    453 792
e513    293 792
e514    293 563
e515    456 563
e516    456 578
e517    250 578
e518    59  250
e519    59  447
e520    128 447
e521    128 231
e522    143 231
e523    143 565
e524    8   565
e525    8   535
e526    265 535
e527    265 529
e528    335 529
e529    296 335
e530    296 590
e531    480 590
e532    76  480
e533    76  124
e534    124 387
e535    387 589
e536    498 589
e537    498 727
e538    727 752
e539    720 752
e540    98  720
e541    98  440
e542    389 440
e543    389 537
e544    235 537
e545    235 400
e546    400 795
e547    558 795
e548    181 558
e549    181 620
e550    26  620
e551    26  376
e552    14  376
e553    14  270
e554    270 336
e555    28  336
e556    28  75
e557    75  91
e558    91  778
e559    701 778
e560    188 701
e561    188 394
e562    70  394
e563    70  500
e564    240 500
e565    240 493
e566    322 493
e567    322 438
e568    438 675
e569    217 675
e570    217 295
e571    295 639
e572    426 639
e573    178 426
e574    178 257
e575    257 291
e576    291 719
e577    272 719
e578    272 664
e579    416 664
e580    311 416
e581    255 311
e582    255 768
e583    200 768
e584    200 764
e585    642 764
e586    186 642
e587    186 363
e588    271 363
e589    271 466
e590    466 677
e591    251 677
e592    251 315
e593    315 378
e594    298 378
e595    298 739
e596    680 739
e597    680 689
e598    397 689
e599    397 630
e600    462 630
e601    37  462
e602    37  581
e603    581 716
e604    716 769
e605    131 769
e606    131 277
e607    243 277
e608    243 631
e609    326 631
e610    172 326
e611    79  172
e612    79  183
e613    183 222
e614    211 222
e615    61  211
e616    61  746
e617    636 746
e618    56  636
e619    56  114
e620    114 294
e621    294 522
e622    522 673
e623    673 700
e624    254 700
e625    184 254
e626    184 402
e627    221 402
e628    88  221
e629    88  502
e630    502 676
e631    676 691
e632    536 691
e633    536 594
e634    263 594
e635    263 525
e636    525 659
e637    171 659
e638    62  171
e639    62  562
e640    562 579
e641    579 632
e642    463 632
e643    319 463
e644    319 531
e645    531 588
e646    197 588
e647    197 694
e648    437 694
e649    437 616
e650    614 616
e651    574 614
e652    328 574
e653    100 328
e654    100 429
e655    60  429
e656    60  374
e657    374 744
e658    38  744
e659    38  216
e660    216 524
e661    242 524
e662    242 556
e663    556 773
e664    605 773
e665    605 644
e666    133 644
e667    133 278
e668    278 301
e669    204 301
e670    132 204
e671    132 206
e672    206 514
e673    346 514
e674    237 346
e675    237 351
e676    351 791
e677    194 791
e678    194 712
e679    308 712
e680    308 371
e681    371 455
e682    177 455
e683    66  177
e684    66  756
e685    417 756
e686    54  417
e687    54  494
e688    203 494
e689    203 511
e690    511 723
e691    723 737
e692    357 737
e693    357 728
e694    261 728
e695    87  261
e696    87  640
e697    553 640
e698    168 553
e699    122 168
e700    122 753
e701    753 796
e702    162 796
e703    162 191
e704    191 782
e705    528 782
e706    411 528
e707    411 430
e708    430 506
e709    506 621
e710    419 621
e711    419 718
e712    446 718
e713    446 467
e714    347 467
e715    310 347
e716    233 310
e717    58  233
e718    58  653
e719    142 653
e720    142 244
e721    5   244
e722    5   668
e723    629 668
e724    629 788
e725    99  788
e726    53  99
e727    53  649
e728    649 771
e729    695 771
e730    219 695
e731    219 749
e732    606 749
e733    538 606
e734    317 538
e735    317 624
e736    226 624
e737    226 785
e738    153 785
e739    153 658
e740    275 658
e741    275 688
e742    688 755
e743    444 755
e744    34  444
e745    34  661
e746    93  661
e747    93  542
e748    507 542
e749    507 783
e750    260 783
e751    260 794
e752    575 794
e753    575 686
e754    601 686
e755    572 601
e756    546 572
e757    262 546
e758    156 262
e759    156 519
e760    39  519
e761    39  246
e762    246 473
e763    473 674
e764    599 674
e765    115 599
e766    71  115
e767    71  702
e768    50  702
e769    50  141
e770    141 379
e771    173 379
e772    173 292
e773    292 656
e774    576 656
e775    576 757
e776    469 757
e777    333 469
e778    268 333
e779    268 607
e780    356 607
e781    356 729
e782    431 729
e783    431 591
e784    273 591
e785    273 784
e786    436 784
e787    436 610
e788    241 610
e789    241 549
e790    220 549
e791    220 481
e792    202 481
e793    202 543
e794    157 543
e795    157 392
e796    392 404
e797    404 561
e798    234 561
e799    146 234
e800    147 312
e801    297 693
e802    196 563
e803    32  137
e804    628 635
e805    289 679
