V: 900
E: 80910
Edge_Id Vi  Vj
e1      194 791
e2      771 791
e3      364 771
e4      364 490
e5      490 817
e6      772 817
e7      463 772
e8      463 502
e9      214 502
e10     4   214
e11     4   304
e12     304 837
e13     741 837
e14     307 741
e15     307 671
e16     484 671
e17     16  484
e18     16  471
e19     471 505
e20     505 669
e21     669 676
e22     313 676
e23     313 884
e24     229 884
e25     201 229
e26     201 279
e27     279 830
e28     240 830
e29     240 679
e30     268 679
e31     268 882
e32     493 882
e33     493 674
e34     516 674
e35     54  516
e36     54  274
e37     274 594
e38     457 594
e39     29  457
e40     29  503
e41     319 503
e42     12  319
e43     12  235
e44     235 722
e45     232 722
e46     232 372
e47     56  372
e48     14  56
e49     14  352
e50     60  352
e51     60  246
e52     246 430
e53     136 430
e54     136 404
e55     404 757
e56     390 757
e57     390 480
e58     100 480
e59     100 744
e60     85  744
e61     85  577
e62     429 577
e63     429 489
e64     489 725
e65     725 818
e66     547 818
e67     402 547
e68     402 510
e69     344 510
e70     344 707
e71     592 707
e72     273 592
e73     249 273
e74     249 860
e75     360 860
e76     336 360
e77     31  336
e78     31  45
e79     45  509
e80     378 509
e81     378 874
e82     701 874
e83     701 842
e84     614 842
e85     376 614
e86     248 376
e87     242 248
e88     242 605
e89     573 605
e90     34  573
e91     34  634
e92     563 634
e93     563 596
e94     122 596
e95     122 589
e96     84  589
e97     84  730
e98     399 730
e99     114 399
e100    114 812
e101    812 828
e102    51  828
e103    51  825
e104    425 825
e105    425 710
e106    119 710
e107    119 368
e108    330 368
e109    200 330
e110    200 508
e111    508 675
e112    444 675
e113    420 444
e114    420 652
e115    108 652
e116    108 524
e117    309 524
e118    309 316
e119    99  316
e120    99  266
e121    178 266
e122    178 615
e123    615 808
e124    400 808
e125    349 400
e126    147 349
e127    147 169
e128    141 169
e129    141 709
e130    216 709
e131    117 216
e132    117 431
e133    320 431
e134    320 560
e135    560 606
e136    185 606
e137    15  185
e138    15  847
e139    694 847
e140    222 694
e141    222 576
e142    133 576
e143    133 626
e144    626 700
e145    423 700
e146    423 647
e147    647 836
e148    780 836
e149    38  780
e150    38  806
e151    239 806
e152    239 265
e153    211 265
e154    211 740
e155    220 740
e156    220 697
e157    233 697
e158    233 781
