V: 300
E: 8970
Edge_Id Vi  Vj
e1      29  151
e2      140 151
e3      119 140
e4      71  119
e5      71  290
e6      223 290
e7      98  223
e8      22  98
e9      22  91
e10     91  190
e11     156 190
e12     102 156
e13     2   102
e14     2   139
e15     15  139
e16     15  203
e17     136 203
e18     107 136
e19     107 164
e20     72  164
e21     72  278
e22     23  278
e23     23  169
e24     169 170
e25     170 239
e26     124 239
e27     121 124
e28     121 293
e29     64  293
e30     6   64
e31     6   289
e32     283 289
e33     240 283
e34     240 260
e35     7   260
e36     7   49
e37     49  90
e38     61  90
e39     61  115
e40     115 266
e41     150 266
e42     130 150
e43     80  130
e44     80  224
e45     68  224
e46     68  188
e47     73  188
e48     56  73
e49     56  210
e50     137 210
e51     137 166
e52     166 200
e53     142 200
e54     104 142
e55     104 178
e56     20  178
e57     20  106
e58     106 135
e59     27  135
e60     27  81
e61     81  87
e62     30  87
e63     30  183
e64     183 245
e65     245 296
e66     13  296
e67     13  263
e68     180 263
e69     62  180
e70     62  120
e71     120 292
e72     209 292
e73     94  209
e74     94  141
e75     141 207
e76     168 207
e77     54  168
e78     54  246
e79     4   246
e80     4   105
e81     105 116
e82     116 192
e83     10  192
e84     10  226
e85     146 226
e86     146 269
e87     198 269
e88     198 213
e89     189 213
e90     59  189
e91     59  259
e92     243 259
e93     243 286
e94     110 286
e95     65  110
e96     65  264
e97     57  264
e98     40  57
e99     40  127
e100    127 300
e101    96  300
e102    96  267
e103    228 267
e104    60  228
e105    34  60
e106    34  261
e107    252 261
e108    252 294
e109    247 294
e110    229 247
e111    229 250
e112    250 271
e113    76  271
e114    8   76
e115    8   179
e116    179 254
e117    108 254
e118    3   108
e119    3   134
e120    134 206
e121    154 206
e122    18  154
e123    18  181
e124    181 225
e125    129 225
e126    129 248
e127    46  248
e128    46  284
e129    174 284
e130    93  174
e131    93  204
e132    77  204
e133    77  83
e134    83  236
e135    128 236
e136    128 149
e137    112 149
e138    111 112
e139    111 279
e140    277 279
e141    17  277
e142    17  282
e143    227 282
e144    227 295
e145    295 299
e146    26  299
e147    26  211
e148    122 211
e149    122 221
e150    221 249
e151    28  249
e152    28  144
e153    144 191
e154    88  191
e155    55  88
e156    55  167
e157    167 212
e158    123 212
e159    123 158
e160    25  158
e161    11  25
e162    11  244
e163    86  244
e164    86  176
e165    69  176
e166    52  69
e167    52  63
e168    1   63
e169    1   70
e170    36  70
e171    36  78
e172    42  78
e173    42  280
e174    201 280
e175    194 201
e176    194 272
e177    187 272
e178    187 265
e179    100 265
e180    100 138
e181    138 287
e182    257 287
e183    133 257
e184    133 182
e185    21  182
e186    21  99
e187    66  99
e188    66  145
e189    50  145
e190    50  275
e191    143 275
e192    143 197
e193    171 197
e194    35  171
e195    35  95
e196    24  95
e197    24  159
e198    159 173
e199    173 217
e200    217 285
e201    132 285
e202    132 273
e203    273 298
e204    41  298
e205    41  297
e206    33  297
e207    33  185
e208    185 251
e209    92  251
e210    84  92
e211    53  84
e212    53  195
e213    195 242
e214    186 242
e215    101 186
e216    43  101
e217    43  258
e218    241 258
e219    234 241
e220    118 234
e221    9   118
e222    9   74
e223    74  238
e224    238 288
e225    255 288
e226    147 255
e227    147 162
e228    162 202
e229    19  202
e230    19  233
e231    67  233
e232    67  160
e233    160 230
e234    230 256
e235    256 291
e236    32  291
e237    32  39
e238    39  177
e239    37  177
e240    37  231
e241    152 231
e242    152 199
e243    58  199
e244    58  208
e245    196 208
e246    196 270
e247    222 270
e248    222 274
e249    12  274
e250    12  125
e251    125 237
e252    193 237
e253    193 215
e254    75  215
e255    75  216
e256    216 220
e257    126 220
e258    126 219
e259    117 219
e260    117 232
e261    114 232
e262    114 153
e263    5   153
e264    5   103
e265    97  103
e266    38  97
e267    38  44
e268    44  148
e269    89  148
e270    89  262
e271    214 262
e272    214 253
e273    235 253
e274    155 235
e275    109 155
e276    109 175
e277    47  175
e278    47  79
e279    79  163
e280    163 218
e281    51  218
e282    51  276
e283    165 276
e284    161 165
e285    16  161
e286    14  16
e287    14  48
e288    48  113
e289    85  113
e290    45  85
e291    31  45
e292    31  184
e293    184 268
e294    205 268
e295    157 205
e296    131 157
e297    131 172
e298    82  172
e299    82  281
e300    197 283
e301    90  256
e302    12  197
e303    80  117
e304    186 291
e305    104 235
e306    114 127
e307    188 231
e308    26  209
e309    194 273
e310    217 221
e311    79  167
e312    119 123
e313    112 280
e314    38  143
e315    191 224
e316    224 293
e317    124 297
e318    107 120
e319    23  148
e320    19  259
e321    98  293
e322    137 153
e323    106 188
e324    138 166
e325    157 169
e326    96  238
e327    140 276
e328    204 223
e329    138 190
e330    6   217
e331    42  148
e332    11  122
e333    3   235
e334    81  206
e335    62  250
e336    176 259
e337    86  123
e338    31  266
e339    174 235
e340    173 274
e341    68  275
e342    96  287
e343    148 153
e344    94  185
e345    258 282
e346    14  107
e347    217 250
e348    32  224
e349    66  143
e350    103 204
e351    85  263
e352    96  146
e353    63  182
e354    118 153
e355    173 192
e356    43  255
e357    32  170
e358    174 195
e359    25  118
e360    155 270
e361    142 197
e362    104 225
e363    144 163
e364    42  174
e365    55  108
e366    124 169
e367    70  72
e368    13  88
e369    250 272
e370    225 271
e371    276 296
e372    109 293
e373    3   64
e374    48  282
e375    77  137
e376    106 118
e377    97  248
e378    63  189
e379    39  292
e380    3   200
e381    141 280
e382    63  85
e383    50  87
e384    262 272
e385    83  161
e386    169 223
e387    101 299
e388    160 166
e389    116 204
e390    81  101
e391    181 295
e392    97  219
e393    2   6
e394    72  124
e395    8   199
e396    274 281
e397    25  247
e398    16  131
e399    208 214
e400    60  217
e401    20  92
e402    216 266
e403    214 237
e404    17  99
e405    88  198
e406    224 285
e407    191 223
e408    20  146
e409    144 183
e410    44  84
e411    15  149
e412    184 255
e413    188 243
e414    77  222
e415    145 168
e416    253 297
e417    56  185
e418    161 289
