V: 2000
E: 199900
Edge_Id Vi   Vj
e1      1299 1581
e2      549  1581
e3      237  549
e4      237  1031
e5      866  1031
e6      443  866
e7      443  1154
e8      1154 1912
e9      281  1912
e10     281  1318
e11     424  1318
e12     424  1987
e13     975  1987
e14     791  975
e15     714  791
e16     714  1846
e17     1757 1846
e18     1618 1757
e19     1618 1875
e20     680  1875
e21     584  680
e22     430  584
e23     430  709
e24     40   709
e25     40   1640
e26     1339 1640
e27     77   1339
e28     77   1192
e29     888  1192
e30     414  888
e31     414  1045
e32     1045 1930
e33     826  1930
e34     826  1730
e35     847  1730
e36     728  847
e37     728  1773
e38     804  1773
e39     804  1628
e40     1075 1628
e41     746  1075
e42     746  1000
e43     867  1000
e44     867  1562
e45     1562 1925
e46     711  1925
e47     711  1970
e48     722  1970
e49     722  1539
e50     394  1539
e51     394  1486
e52     1486 1777
e53     436  1777
e54     436  1612
e55     1612 1749
e56     670  1749
e57     670  1834
e58     1151 1834
e59     1039 1151
e60     903  1039
e61     449  903
e62     449  1422
e63     733  1422
e64     733  1533
e65     1204 1533
e66     308  1204
e67     308  691
e68     691  792
e69     792  1067
e70     1067 1313
e71     464  1313
e72     304  464
e73     304  531
e74     531  1107
e75     113  1107
e76     113  1373
e77     1061 1373
e78     1061 1569
e79     125  1569
e80     125  912
e81     912  1978
e82     666  1978
e83     666  1605
e84     594  1605
e85     102  594
e86     102  1959
e87     246  1959
e88     246  664
e89     664  1637
e90     1637 1982
e91     1944 1982
e92     1900 1944
e93     400  1900
e94     400  1138
e95     1138 1453
e96     174  1453
e97     174  1723
e98     1262 1723
e99     351  1262
e100    351  839
e101    839  1648
e102    1543 1648
e103    581  1543
e104    581  1658
e105    1658 1964
e106    1512 1964
e107    1512 1528
e108    339  1528
e109    339  1531
e110    1496 1531
e111    1496 1502
e112    564  1502
e113    564  661
e114    661  742
e115    742  1909
e116    698  1909
e117    698  977
e118    415  977
e119    415  1008
e120    1008 1412
e121    997  1412
e122    997  1588
e123    1361 1588
e124    1361 1389
e125    560  1389
e126    560  1657
e127    730  1657
e128    73   730
e129    73   793
e130    793  972
e131    972  1752
e132    372  1752
e133    372  1405
e134    1405 1497
e135    1344 1497
e136    1344 1928
e137    92   1928
e138    92   837
e139    837  1179
e140    1179 1282
e141    1282 1776
e142    347  1776
e143    347  1861
e144    1177 1861
e145    153  1177
e146    153  1837
e147    1755 1837
e148    1755 1968
e149    1885 1968
e150    1885 1911
e151    621  1911
e152    621  1470
e153    1470 1624
e154    1624 1710
e155    1689 1710
e156    517  1689
e157    425  517
e158    425  431
e159    431  477
e160    477  1863
e161    569  1863
e162    569  619
e163    619  1913
e164    1649 1913
e165    1029 1649
e166    1029 1347
e167    1347 1747
e168    274  1747
e169    85   274
e170    27   85
e171    27   1417
e172    1190 1417
e173    1190 1320
e174    766  1320
e175    662  766
e176    489  662
e177    179  489
e178    179  441
e179    441  723
e180    723  880
e181    39   880
e182    39   1743
e183    1180 1743
e184    615  1180
e185    615  1243
e186    1243 1785
e187    540  1785
e188    189  540
e189    189  1170
e190    665  1170
e191    665  1501
e192    63   1501
e193    63   1641
e194    204  1641
e195    204  760
e196    760  1977
e197    1617 1977
e198    1617 1629
e199    1629 1751
e200    328  1751
e201    328  1218
e202    1184 1218
e203    1184 1971
e204    1883 1971
e205    1028 1883
e206    1028 1111
e207    1111 1274
e208    287  1274
e209    287  1992
e210    1288 1992
e211    1094 1288
e212    329  1094
e213    207  329
e214    207  1614
e215    23   1614
e216    23   468
e217    14   468
e218    14   1684
e219    377  1684
e220    377  996
e221    996  1806
e222    1117 1806
e223    785  1117
e224    785  1270
e225    1270 1604
e226    650  1604
e227    226  650
e228    226  344
e229    344  1597
e230    689  1597
e231    689  1324
e232    503  1324
e233    503  1010
e234    389  1010
e235    130  389
e236    130  1027
e237    1027 1410
e238    624  1410
e239    624  1652
e240    1388 1652
e241    1388 1855
e242    719  1855
e243    26   719
e244    26   649
e245    649  942
e246    942  1238
e247    547  1238
e248    547  1175
e249    1106 1175
e250    127  1106
e251    127  1293
e252    484  1293
e253    484  795
e254    95   795
e255    95   995
e256    995  1420
e257    1414 1420
e258    1242 1414
e259    1242 1739
e260    694  1739
e261    694  1585
e262    877  1585
e263    681  877
e264    681  1217
e265    230  1217
e266    230  1886
e267    934  1886
e268    256  934
e269    256  808
e270    808  1461
e271    944  1461
e272    487  944
e273    487  1567
e274    1567 1941
e275    1445 1941
e276    873  1445
e277    426  873
