V: 600
E: 53910
Edge_Id Vi  Vj
e1      26  566
e2      328 566
e3      328 469
e4      469 563
e5      34  563
e6      34  255
e7      255 260
e8      260 303
e9      246 303
e10     246 342
e11     285 342
e12     13  285
e13     13  550
e14     125 550
e15     64  125
e16     64  284
e17     257 284
e18     230 257
e19     230 283
e20     25  283
e21     20  25
e22     20  493
e23     443 493
e24     293 443
e25     293 532
e26     97  532
e27     97  500
e28     468 500
e29     203 468
e30     94  203
e31     94  118
e32     118 198
e33     198 593
e34     407 593
e35     407 537
e36     141 537
e37     141 564
e38     399 564
e39     399 519
e40     344 519
e41     344 522
e42     522 538
e43     393 538
e44     127 393
e45     82  127
e46     82  124
e47     124 436
e48     239 436
e49     40  239
e50     40  237
e51     237 369
e52     369 410
e53     154 410
e54     119 154
e55     119 472
e56     217 472
e57     217 228
e58     228 561
e59     545 561
e60     254 545
e61     254 424
e62     296 424
e63     249 296
e64     249 341
e65     341 354
e66     354 481
e67     481 556
e68     428 556
e69     428 487
e70     307 487
e71     220 307
e72     220 381
e73     381 548
e74     299 548
e75     299 404
e76     404 448
e77     92  448
e78     92  183
e79     183 411
e80     18  411
e81     18  242
e82     242 419
e83     419 504
e84     28  504
e85     28  396
e86     295 396
e87     35  295
e88     35  597
e89     169 597
e90     91  169
e91     91  291
e92     213 291
e93     213 466
e94     36  466
e95     36  37
e96     37  300
e97     300 577
e98     374 577
e99     374 581
e100    346 581
e101    346 371
e102    348 371
e103    199 348
e104    199 244
e105    244 315
e106    315 400
e107    278 400
e108    256 278
e109    10  256
e110    10  212
e111    89  212
e112    89  462
e113    302 462
e114    302 432
e115    243 432
e116    243 413
e117    413 536
e118    536 557
e119    470 557
e120    470 521
e121    521 571
e122    4   571
e123    4   115
e124    115 425
e125    425 491
e126    491 596
e127    360 596
e128    48  360
e129    48  52
e130    52  107
e131    107 475
e132    475 587
e133    130 587
e134    130 232
e135    192 232
e136    23  192
e137    23  449
e138    417 449
e139    378 417
e140    75  378
e141    75  270
e142    270 366
e143    15  366
e144    15  98
e145    98  317
e146    304 317
e147    95  304
e148    95  175
e149    175 357
e150    357 540
e151    335 540
e152    211 335
e153    211 263
e154    55  263
e155    55  518
e156    507 518
e157    372 507
e158    372 489
e159    233 489
e160    221 233
e161    221 496
e162    387 496
e163    287 387
e164    204 287
e165    121 204
e166    116 121
e167    116 356
e168    343 356
e169    343 576
e170    576 578
e171    21  578
e172    21  568
e173    144 568
e174    144 380
e175    206 380
e176    206 306
e177    138 306
e178    138 359
e179    17  359
e180    17  546
e181    418 546
e182    140 418
e183    135 140
e184    135 172
e185    172 544
e186    47  544
e187    22  47
e188    22  309
e189    309 465
e190    465 573
e191    149 573
e192    149 480
e193    478 480
e194    420 478
e195    420 555
e196    551 555
e197    525 551
e198    322 525
e199    319 322
e200    187 319
e201    187 586
e202    109 586
e203    109 129
e204    129 503
e205    427 503
e206    427 509
e207    184 509
e208    184 433
e209    143 433
e210    143 498
e211    414 498
e212    414 527
e213    527 580
e214    41  580
e215    41  132
e216    93  132
e217    93  329
e218    170 329
e219    170 513
e220    106 513
e221    106 123
e222    123 370
e223    314 370
e224    314 368
e225    368 592
e226    458 592
e227    159 458
e228    159 406
e229    39  406
e230    39  70
e231    3   70
e232    3   81
e233    81  471
e234    195 471
e235    195 253
e236    137 253
e237    137 517
e238    514 517
e239    501 514
e240    501 569
e241    554 569
e242    286 554
e243    286 508
e244    11  508
e245    11  323
