V: 600
E: 89850
Edge_Id Vi  Vj
e1      50  525
e2      361 525
e3      361 560
e4      240 560
e5      240 333
e6      252 333
e7      202 252
e8      195 202
e9      195 301
e10     272 301
e11     272 405
e12     61  405
e13     9   61
e14     9   291
e15     291 589
e16     183 589
e17     183 399
e18     12  399
e19     12  312
e20     312 421
e21     304 421
e22     304 555
e23     449 555
e24     314 449
e25     265 314
e26     88  265
e27     88  199
e28     199 264
e29     261 264
e30     261 371
e31     257 371
e32     257 338
e33     338 561
e34     561 570
e35     121 570
e36     121 203
e37     203 388
e38     388 581
e39     339 581
e40     339 393
e41     393 502
e42     502 578
e43     249 578
e44     155 249
e45     155 483
e46     397 483
e47     95  397
e48     87  95
e49     87  174
e50     123 174
e51     7   123
e52     7   389
e53     317 389
e54     56  317
e55     56  436
e56     436 444
e57     444 464
e58     196 464
e59     104 196
e60     104 377
e61     166 377
e62     166 269
e63     269 416
e64     109 416
e65     109 360
e66     182 360
e67     175 182
e68     80  175
e69     14  80
e70     14  229
e71     18  229
e72     18  248
e73     248 358
e74     260 358
e75     260 285
e76     187 285
e77     187 284
e78     284 315
e79     315 514
e80     282 514
e81     191 282
e82     3   191
e83     3   90
e84     90  378
e85     378 544
e86     516 544
e87     516 590
e88     340 590
e89     340 489
e90     8   489
e91     8   25
e92     25  253
e93     76  253
e94     76  141
e95     141 277
e96     180 277
e97     180 591
e98     376 591
e99     74  376
e100    74  386
e101    300 386
e102    274 300
e103    72  274
e104    72  599
e105    414 599
e106    414 524
e107    292 524
e108    292 329
e109    112 329
e110    112 357
e111    153 357
e112    153 190
e113    93  190
e114    93  102
e115    102 372
e116    372 518
e117    460 518
e118    206 460
e119    206 595
e120    347 595
e121    347 530
e122    400 530
e123    400 582
e124    177 582
e125    17  177
e126    17  275
e127    35  275
e128    35  137
e129    137 472
e130    349 472
e131    145 349
e132    145 439
e133    324 439
e134    298 324
e135    39  298
e136    39  331
e137    46  331
e138    46  204
e139    24  204
e140    24  481
e141    355 481
e142    157 355
e143    157 380
e144    380 482
e145    323 482
e146    73  323
e147    27  73
e148    27  585
e149    381 585
e150    228 381
e151    210 228
e152    210 353
e153    353 565
e154    78  565
e155    49  78
e156    49  475
e157    415 475
e158    81  415
e159    81  430
e160    128 430
e161    128 442
e162    442 468
e163    462 468
e164    462 594
e165    42  594
e166    42  456
e167    293 456
e168    217 293
e169    217 254
e170    254 290
e171    66  290
e172    66  160
e173    160 529
e174    493 529
e175    493 534
e176    256 534
e177    256 446
e178    322 446
e179    322 511
e180    219 511
e181    219 363
e182    363 538
e183    394 538
e184    263 394
e185    263 576
e186    230 576
e187    230 571
e188    412 571
e189    412 573
e190    417 573
e191    28  417
e192    28  398
e193    89  398
e194    69  89
e195    69  467
e196    467 543
e197    258 543
e198    258 434
e199    434 454
e200    383 454
e201    383 427
e202    129 427
e203    129 250
e204    250 335
e205    37  335
e206    37  522
e207    273 522
e208    273 279
e209    1   279
e210    1   144
e211    144 354
e212    280 354
e213    280 306
e214    306 488
e215    330 488
e216    70  330
e217    70  173
e218    170 173
e219    170 192
e220    23  192
e221    23  384
e222    384 500
e223    227 500
e224    227 429
e225    198 429
e226    198 325
e227    211 325
e228    52  211
e229    34  52
e230    34  172
e231    172 579
e232    540 579
e233    540 572
e234    57  572
e235    57  283
e236    283 313
e237    313 580
e238    554 580
e239    432 554
e240    432 495
e241    64  495
e242    64  189
e243    189 270
e244    108 270
e245    108 294
e246    294 419
e247    154 419
e248    63  154
e249    63  320
e250    243 320
e251    221 243
e252    221 476
e253    423 476
e254    423 499
e255    470 499
e256    286 470
e257    286 494
e258    379 494
e259    131 379
e260    131 510
e261    223 510
e262    97  223
e263    97  356
e264    356 406
e265    106 406
e266    106 327
e267    297 327
e268    297 505
e269    451 505
e270    53  451
e271    53  453
e272    79  453
e273    79  438
e274    21  438
e275    21  237
e276    232 237
e277    127 232
e278    127 395
e279    395 487
e280    77  487
e281    77  404
e282    48  404
e283    48  597
e284    119 597
e285    119 214
e286    214 238
e287    38  238
e288    38  321
e289    321 437
e290    186 437
e291    186 477
e292    85  477
e293    85  110
e294    10  110
e295    10  588
e296    402 588
e297    296 402
e298    26  296
e299    26  288
e300    288 343
e301    276 343
e302    276 531
e303    471 531
e304    344 471
e305    332 344
e306    332 369
e307    369 527
e308    62  527
e309    62  455
e310    32  455
e311    32  281
e312    281 443
e313    115 443
e314    115 523
e315    200 523
e316    29  200
e317    29  218
e318    218 410
e319    60  410
e320    60  550
e321    396 550
e322    94  396
e323    94  225
e324    181 225
