V: 500
E: 12475
Edge_Id Vi  Vj
e1      366 387
e2      376 387
e3      376 406
e4      406 433
e5      107 433
e6      91  107
e7      91  463
e8      362 463
e9      72  362
e10     72  141
e11     141 484
e12     69  484
e13     69  359
e14     153 359
e15     137 153
e16     137 165
e17     165 355
e18     35  355
e19     35  488
e20     329 488
e21     121 329
e22     121 244
e23     244 332
e24     221 332
e25     90  221
e26     90  417
e27     28  417
e28     28  466
e29     42  466
e30     42  133
e31     133 422
e32     222 422
e33     151 222
e34     78  151
e35     43  78
e36     43  477
e37     255 477
e38     131 255
e39     131 346
e40     340 346
e41     134 340
e42     134 241
e43     109 241
e44     109 218
e45     182 218
e46     182 483
e47     205 483
e48     205 440
e49     326 440
e50     81  326
e51     34  81
e52     34  418
e53     325 418
e54     325 390
e55     84  390
e56     84  123
e57     123 143
e58     49  143
e59     49  381
e60     31  381
e61     31  288
e62     240 288
e63     240 270
e64     270 321
e65     306 321
e66     242 306
e67     171 242
e68     171 468
e69     106 468
e70     56  106
e71     56  481
e72     480 481
e73     330 480
e74     176 330
e75     176 271
e76     232 271
e77     232 339
e78     73  339
e79     73  268
e80     59  268
e81     59  451
e82     40  451
e83     40  278
e84     257 278
e85     257 471
e86     52  471
e87     52  461
e88     282 461
e89     282 388
e90     105 388
e91     55  105
e92     55  427
e93     45  427
e94     45  243
e95     243 462
e96     202 462
e97     187 202
e98     187 192
e99     192 482
e100    301 482
e101    301 399
e102    113 399
e103    113 291
e104    58  291
e105    14  58
e106    14  447
e107    447 465
e108    421 465
e109    401 421
e110    124 401
e111    124 259
e112    259 413
e113    351 413
e114    351 479
e115    479 489
e116    142 489
e117    142 389
e118    389 436
e119    47  436
e120    47  299
e121    215 299
e122    215 402
e123    29  402
e124    15  29
e125    15  48
e126    48  373
e127    327 373
e128    175 327
e129    82  175
e130    82  188
e131    188 391
e132    391 494
e133    21  494
e134    21  452
e135    354 452
e136    354 397
e137    207 397
e138    71  207
e139    71  135
e140    135 168
e141    168 230
e142    230 435
e143    383 435
e144    63  383
e145    63  159
e146    159 410
e147    16  410
e148    16  369
e149    252 369
e150    57  252
e151    57  75
e152    75  181
e153    150 181
e154    150 323
e155    251 323
e156    191 251
e157    172 191
e158    172 201
e159    80  201
e160    80  423
e161    110 423
e162    25  110
e163    25  272
e164    100 272
e165    100 279
e166    279 455
e167    455 495
e168    404 495
e169    404 428
e170    428 458
e171    458 470
e172    231 470
e173    231 492
e174    51  492
e175    51  287
e176    287 500
e177    328 500
e178    94  328
e179    94  476
e180    456 476
e181    199 456
e182    199 357
e183    228 357
e184    195 228
e185    140 195
e186    140 167
e187    167 303
e188    295 303
e189    284 295
e190    284 442
e191    442 454
e192    283 454
e193    162 283
e194    30  162
e195    30  248
e196    248 379
e197    368 379
e198    368 497
e199    116 497
e200    116 189
e201    189 474
e202    197 474
e203    197 377
e204    154 377
e205    154 460
e206    186 460
e207    186 307
e208    307 353
e209    166 353
e210    44  166
e211    44  261
e212    261 405
e213    405 407
e214    184 407
e215    184 290
e216    290 322
e217    95  322
e218    95  396
e219    269 396
e220    269 334
e221    163 334
e222    163 245
e223    245 419
e224    386 419
e225    386 496
e226    60  496
e227    60  249
e228    249 363
e229    9   363
e230    9   22
e231    10  22
e232    10  203
e233    92  203
e234    92  164
e235    164 267
e236    267 320
e237    139 320
e238    139 311
e239    125 311
e240    3   125
e241    3   336
e242    118 336
e243    118 414
e244    157 414
e245    83  157
e246    83  491
e247    347 491
e248    256 347
e249    138 256
e250    138 177
e251    177 224
e252    179 224
e253    64  179
e254    64  234
e255    4   234
e256    4   210
e257    210 304
e258    260 304
e259    260 280
e260    39  280
e261    39  441
e262    441 450
e263    443 450
e264    178 443
e265    178 449
e266    156 449
e267    156 250
e268    129 250
e269    129 342
e270    262 342
e271    239 262
e272    239 485
e273    18  485
e274    18  216
e275    216 361
e276    331 361
e277    6   331
e278    6   275
e279    254 275
e280    254 457
e281    226 457
e282    226 490
e283    445 490
e284    314 445
e285    86  314
e286    38  86
e287    8   38
e288    8   432
e289    130 432
e290    130 235
e291    24  235
e292    24  426
e293    426 446
e294    378 446
e295    378 411
e296    46  411
e297    46  409
e298    408 409
e299    296 408
e300    296 316
e301    88  316
e302    88  285
e303    101 285
e304    101 412
e305    144 412
e306    144 293
e307    227 293
e308    227 341
e309    114 341
e310    19  114
e311    19  217
e312    217 398
e313    398 493
e314    2   493
e315    2   174
e316    174 302
e317    264 302
e318    111 264
e319    111 487
e320    425 487
e321    119 425
e322    119 225
e323    225 286
e324    286 335
e325    335 473
e326    300 473
e327    300 319
e328    319 498
e329    54  498
e330    54  213
e331    170 213
e332    170 453
e333    236 453
e334    209 236
e335    20  209
e336    20  155
e337    155 438
e338    289 438
e339    208 289
e340    208 219
e341    219 277
e342    277 403
e343    200 403
e344    193 200
e345    193 472
e346    190 472
e347    61  190
e348    61  145
e349    145 198
e350    65  198
e351    53  65
e352    12  53
e353    12  309
e354    253 309
e355    128 253
e356    128 180
e357    13  180
e358    13  99
e359    99  149
e360    149 223
e361    62  223
e362    62  132
e363    132 305
e364    305 416
e365    104 416
e366    104 356
e367    356 430
e368    430 475
e369    263 475
e370    263 429
e371    360 429
e372    313 360
e373    313 384
e374    237 384
e375    237 392
e376    67  392
e377    67  437
e378    206 437
e379    5   206
e380    5   352
e381    85  352
e382    37  85
e383    37  281
e384    148 281
e385    146 148
e386    146 194
e387    108 194
e388    89  108
e389    89  380
e390    247 380
e391    204 247
e392    136 204
e393    136 265
e394    161 265
e395    161 333
e396    333 367
