V: 600
E: 35940
Edge_Id Vi  Vj
e1      97  288
e2      288 398
e3      390 398
e4      324 390
e5      301 324
e6      23  301
e7      23  370
e8      370 435
e9      180 435
e10     69  180
e11     69  542
e12     403 542
e13     251 403
e14     144 251
e15     144 189
e16     189 207
e17     207 276
e18     276 328
e19     328 585
e20     436 585
e21     356 436
e22     198 356
e23     22  198
e24     22  409
e25     409 437
e26     39  437
e27     39  296
e28     9   296
e29     9   441
e30     277 441
e31     277 404
e32     404 469
e33     269 469
e34     269 449
e35     354 449
e36     68  354
e37     68  140
e38     140 374
e39     266 374
e40     266 415
e41     117 415
e42     117 232
e43     232 295
e44     295 597
e45     580 597
e46     35  580
e47     35  393
e48     203 393
e49     203 243
e50     57  243
e51     57  110
e52     110 250
e53     250 342
e54     342 524
e55     217 524
e56     217 496
e57     293 496
e58     293 410
e59     147 410
e60     147 322
e61     322 472
e62     472 563
e63     505 563
e64     15  505
e65     15  593
e66     475 593
e67     475 553
e68     154 553
e69     154 598
e70     527 598
e71     527 595
e72     226 595
e73     226 456
e74     64  456
e75     18  64
e76     6   18
e77     6   285
e78     191 285
e79     191 202
e80     202 372
e81     121 372
e82     121 188
e83     188 227
e84     227 461
e85     417 461
e86     63  417
e87     44  63
e88     38  44
e89     38  423
e90     423 561
e91     399 561
e92     161 399
e93     143 161
e94     59  143
e95     59  176
e96     89  176
e97     66  89
e98     66  101
e99     101 149
e100    142 149
e101    126 142
e102    126 212
e103    55  212
e104    55  218
e105    127 218
e106    127 536
e107    525 536
e108    509 525
e109    509 555
e110    204 555
e111    14  204
e112    14  546
e113    132 546
e114    36  132
e115    36  75
e116    75  389
e117    389 491
e118    85  491
e119    85  348
e120    109 348
e121    27  109
e122    27  560
e123    112 560
e124    112 350
e125    235 350
e126    48  235
e127    48  190
e128    190 422
e129    376 422
e130    113 376
e131    113 236
e132    236 587
e133    238 587
e134    238 318
e135    283 318
e136    283 531
e137    156 531
e138    156 486
e139    4   486
e140    4   165
e141    165 406
e142    193 406
e143    193 325
e144    325 431
e145    91  431
e146    1   91
e147    1   487
e148    487 532
e149    2   532
e150    2   574
e151    34  574
e152    34  137
e153    137 312
e154    312 353
e155    353 515
e156    515 591
e157    299 591
e158    106 299
e159    106 163
e160    163 482
e161    426 482
e162    343 426
e163    343 504
e164    331 504
e165    331 402
e166    402 566
e167    265 566
e168    10  265
e169    10  369
e170    310 369
e171    308 310
e172    308 387
e173    199 387
e174    114 199
e175    114 375
e176    375 556
e177    46  556
e178    46  234
e179    234 507
e180    32  507
e181    32  589
e182    464 589
e183    335 464
e184    200 335
e185    200 438
e186    438 584
e187    37  584
e188    37  480
e189    272 480
e190    252 272
e191    252 571
e192    463 571
e193    192 463
e194    181 192
e195    42  181
e196    42  386
e197    5   386
e198    5   246
e199    82  246
e200    82  167
e201    167 183
e202    183 373
e203    50  373
e204    50  448
e205    448 501
e206    124 501
e207    124 592
e208    141 592
e209    141 457
e210    216 457
e211    216 225
e212    162 225
e213    162 445
e214    368 445
e215    368 411
e216    346 411
e217    346 516
e218    20  516
e219    20  443
e220    273 443
e221    53  273
e222    53  534
e223    479 534
e224    244 479
e225    72  244
e226    72  74
e227    58  74
e228    58  313
e229    95  313
e230    95  594
e231    351 594
e232    351 577
e233    407 577
e234    249 407
e235    249 258
e236    258 434
e237    21  434
e238    21  568
e239    233 568
e240    233 336
e241    29  336
e242    29  160
e243    160 494
e244    297 494
e245    98  297
e246    98  278
e247    28  278
e248    28  450
e249    384 450
e250    384 558
e251    490 558
e252    490 559
e253    298 559
e254    298 418
e255    67  418
e256    67  170
e257    170 247
e258    105 247
e259    88  105
e260    88  576
e261    118 576
e262    118 303
e263    168 303
e264    168 321
e265    185 321
e266    122 185
e267    122 471
e268    76  471
e269    76  379
e270    379 510
e271    262 510
e272    93  262
e273    93  473
e274    420 473
e275    329 420
e276    317 329
e277    317 537
e278    164 537
e279    16  164
e280    16  213
e281    213 538
e282    304 538
e283    45  304
e284    24  45
e285    24  535
e286    100 535
e287    100 429
e288    429 432
e289    432 540
e290    500 540
e291    292 500
e292    292 307
e293    307 454
e294    401 454
e295    80  401
e296    80  302
e297    302 600
e298    345 600
e299    211 345
e300    211 421
e301    171 421
e302    171 493
e303    275 493
e304    275 474
e305    215 474
e306    215 380
e307    255 380
e308    255 412
e309    152 412
e310    152 219
e311    219 240
e312    52  240
e313    52  581
e314    579 581
e315    73  579
e316    73  87
e317    87  414
e318    129 414
e319    83  129
e320    83  391
e321    17  391
e322    17  367
e323    367 460
e324    41  460
e325    41  104
e326    104 291
e327    291 483
e328    201 483
e329    201 330
e330    3   330
e331    3   79
e332    71  79
e333    26  71
e334    26  139
e335    139 268
e336    268 533
e337    349 533
e338    349 440
e339    440 478
e340    107 478
e341    107 229
e342    229 485
e343    116 485
e344    116 145
e345    145 413
e346    413 599
e347    177 599
e348    177 361
e349    361 572
e350    174 572
e351    174 242
e352    242 444
e353    444 541
e354    248 541
e355    248 425
e356    355 425
e357    355 396
e358    253 396
e359    253 528
e360    458 528
e361    458 564
e362    466 564
e363    357 466
e364    357 569
e365    287 569
e366    287 578
e367    394 578
e368    394 397
e369    397 481
e370    159 481
e371    159 286
e372    286 338
e373    282 338
e374    99  282
e375    99  340
e376    340 567
e377    502 567
e378    179 502
e379    179 519
e380    427 519
e381    427 430
e382    430 588
e383    462 588
e384    462 476
e385    363 476
e386    13  363
e387    13  155
e388    155 158
e389    158 383
e390    300 383
e391    123 300
e392    123 327
e393    327 499
e394    442 499
e395    442 477
e396    119 477
e397    119 221
e398    178 221
e399    56  178
e400    56  377
e401    377 416
e402    256 416
e403    256 358
e404    358 468
e405    468 513
e406    362 513
e407    362 395
e408    320 395
e409    320 557
e410    47  557
e411    47  547
e412    316 547
e413    316 575
e414    19  575
e415    19  326
e416    326 552
e417    539 552
e418    539 554
e419    554 596
e420    261 596
e421    115 261
e422    115 433
e423    433 439
e424    214 439
e425    214 530
e426    347 530
e427    103 347
e428    81  103
e429    81  281
e430    65  281
e431    65  484
e432    294 484
e433    294 570
e434    549 570
e435    54  549
e436    49  54
e437    49  222
e438    222 446
e439    169 446
e440    169 323
e441    61  323
e442    25  61
e443    25  270
e444    92  270
e445    92  172
e446    172 184
e447    184 333
e448    333 352
e449    228 352
e450    228 529
e451    529 590
e452    428 590
e453    428 508
e454    305 508
e455    305 382
e456    197 382
e457    197 267
e458    267 497
e459    492 497
e460    492 521
e461    364 521
e462    108 364
e463    30  108
e464    30  86
e465    86  254
e466    254 284
e467    94  284
e468    94  388
e469    315 388
e470    315 526
e471    195 526
e472    150 195
e473    150 264
e474    264 455
e475    125 455
e476    125 239
e477    239 360
e478    360 465
e479    128 465
e480    128 565
e481    548 565
e482    70  548
e483    70  459
e484    205 459
e485    60  205
e486    60  551
e487    523 551
e488    371 523
e489    43  371
e490    43  220
e491    220 514
e492    280 514
e493    90  280
e494    90  453
e495    451 453
e496    111 451
e497    111 131
e498    131 495
e499    62  495
e500    62  419
e501    419 488
e502    385 488
e503    359 385
e504    182 359
e505    182 470
e506    470 511
e507    498 511
e508    334 498
e509    11  334
e510    11  12
e511    12  543
e512    408 543
e513    257 408
e514    223 257
e515    223 274
e516    274 306
e517    290 306
e518    78  290
e519    78  365
e520    365 467
e521    381 467
e522    153 381
e523    134 153
e524    134 489
e525    51  489
e526    51  309
e527    206 309
