V: 1000
E: 49950
Edge_Id Vi   Vj
e1      711  983
e2      512  983
e3      299  512
e4      299  904
e5      92   904
e6      92   559
e7      559  902
e8      185  902
e9      173  185
e10     173  318
e11     318  322
e12     322  535
e13     535  900
e14     118  900
e15     118  329
e16     329  656
e17     101  656
e18     101  365
e19     365  840
e20     445  840
e21     445  982
e22     467  982
e23     467  970
e24     448  970
e25     448  685
e26     685  766
e27     524  766
e28     490  524
e29     106  490
e30     39   106
e31     39   878
e32     300  878
e33     300  442
e34     108  442
e35     108  237
e36     48   237
e37     48   375
e38     375  589
e39     374  589
e40     358  374
e41     232  358
e42     138  232
e43     138  429
e44     179  429
e45     179  563
e46     563  990
e47     739  990
e48     739  898
e49     142  898
e50     142  977
e51     439  977
e52     439  851
e53     418  851
e54     175  418
e55     175  536
e56     302  536
e57     240  302
e58     240  835
e59     835  998
e60     546  998
e61     546  567
e62     567  825
e63     602  825
e64     602  627
e65     287  627
e66     55   287
e67     55   597
e68     597  936
e69     907  936
e70     143  907
e71     104  143
e72     104  148
e73     148  754
e74     754  868
e75     35   868
e76     35   560
e77     560  561
e78     223  561
e79     183  223
e80     183  680
e81     680  972
e82     436  972
e83     166  436
e84     14   166
e85     14   332
e86     209  332
e87     209  492
e88     492  965
e89     578  965
e90     19   578
e91     19   795
e92     469  795
e93     469  620
e94     26   620
e95     26   551
e96     520  551
e97     475  520
e98     192  475
e99     192  642
e100    642  692
e101    552  692
e102    428  552
e103    428  562
e104    82   562
e105    82   485
e106    485  903
e107    903  984
e108    327  984
e109    327  871
e110    298  871
e111    298  612
e112    470  612
e113    124  470
e114    124  866
e115    33   866
e116    33   696
e117    522  696
e118    399  522
e119    399  953
e120    228  953
e121    228  724
e122    724  927
e123    460  927
e124    412  460
e125    412  845
e126    843  845
e127    187  843
e128    187  294
e129    294  521
e130    521  631
e131    73   631
e132    73   409
e133    409  624
e134    519  624
e135    519  637
e136    637  914
e137    598  914
e138    364  598
e139    28   364
e140    28   243
e141    180  243
e142    180  182
e143    77   182
e144    77   588
e145    113  588
e146    113  493
e147    493  662
e148    662  916
e149    528  916
e150    526  528
e151    270  526
e152    270  764
e153    32   764
e154    32   102
e155    102  472
e156    83   472
e157    83   534
e158    534  782
e159    249  782
e160    249  404
e161    404  722
e162    722  856
e163    446  856
e164    3    446
e165    3    381
e166    381  592
e167    592  817
e168    817  884
e169    884  891
e170    219  891
e171    219  604
e172    170  604
e173    170  201
e174    201  728
e175    174  728
e176    174  797
e177    414  797
e178    414  804
e179    221  804
e180    221  389
e181    389  805
e182    244  805
e183    120  244
e184    111  120
e185    111  220
e186    1    220
e187    1    670
e188    426  670
e189    426  738
e190    678  738
e191    678  727
e192    186  727
e193    122  186
e194    122  144
e195    47   144
e196    47   371
e197    117  371
e198    117  757
e199    459  757
e200    341  459
e201    341  566
e202    566  753
e203    259  753
e204    259  309
e205    309  577
e206    577  870
e207    130  870
e208    130  786
e209    538  786
e210    61   538
e211    61   443
e212    443  888
e213    160  888
e214    160  360
e215    360  654
e216    654  954
e217    889  954
e218    239  889
e219    239  527
e220    178  527
e221    178  400
e222    163  400
e223    163  385
e224    385  973
e225    644  973
e226    330  644
e227    330  693
e228    693  792
e229    540  792
e230    540  860
e231    139  860
e232    139  669
e233    261  669
e234    145  261
e235    145  989
e236    808  989
e237    691  808
e238    303  691
e239    303  882
e240    451  882
e241    451  969
e242    4    969
e243    4    281
e244    281  353
e245    274  353
e246    274  321
e247    321  723
e248    127  723
e249    127  564
e250    539  564
e251    539  827
