V: 700
E: 24465
Edge_Id Vi  Vj
e1      130 427
e2      130 654
e3      215 654
e4      215 465
e5      192 465
e6      178 192
e7      178 206
e8      113 206
e9      113 656
e10     431 656
e11     431 618
e12     618 666
e13     128 666
e14     40  128
e15     40  359
e16     169 359
e17     169 477
e18     440 477
e19     342 440
e20     342 670
e21     641 670
e22     283 641
e23     283 541
e24     41  541
e25     41  664
e26     544 664
e27     517 544
e28     135 517
e29     135 286
e30     286 508
e31     458 508
e32     301 458
e33     301 309
e34     309 413
e35     7   413
e36     7   321
e37     321 450
e38     423 450
e39     423 672
e40     287 672
e41     287 317
e42     196 317
e43     196 489
e44     358 489
e45     95  358
e46     32  95
e47     32  151
e48     151 276
e49     276 483
e50     483 626
e51     34  626
e52     34  444
e53     442 444
e54     442 587
e55     75  587
e56     75  521
e57     430 521
e58     246 430
e59     236 246
e60     236 579
e61     579 595
e62     228 595
e63     228 378
e64     378 485
e65     475 485
e66     53  475
e67     53  72
e68     72  111
e69     111 240
e70     240 605
e71     365 605
e72     285 365
e73     285 481
e74     479 481
e75     6   479
e76     6   621
e77     234 621
e78     234 528
e79     122 528
e80     122 369
e81     2   369
e82     2   11
e83     11  93
e84     93  209
e85     209 473
e86     473 632
e87     632 645
e88     645 690
e89     102 690
e90     102 422
e91     422 529
e92     323 529
e93     323 561
e94     39  561
e95     39  325
e96     250 325
e97     250 512
e98     512 700
e99     143 700
e100    143 162
e101    46  162
e102    46  388
e103    388 589
e104    493 589
e105    97  493
e106    97  615
e107    203 615
e108    203 469
e109    469 526
e110    345 526
e111    345 552
e112    499 552
e113    235 499
e114    27  235
e115    27  174
e116    174 480
e117    316 480
e118    316 390
e119    390 500
e120    160 500
e121    123 160
e122    3   123
e123    3   675
e124    98  675
e125    98  133
e126    133 604
e127    200 604
e128    200 527
e129    520 527
e130    269 520
e131    269 586
e132    60  586
e133    60  699
e134    400 699
e135    400 543
e136    543 582
e137    433 582
e138    270 433
e139    270 362
e140    198 362
e141    198 371
e142    371 647
e143    306 647
e144    306 655
e145    175 655
e146    175 275
e147    181 275
e148    181 333
e149    333 602
e150    251 602
e151    251 339
e152    282 339
e153    282 661
e154    438 661
e155    264 438
e156    264 531
e157    421 531
e158    421 678
e159    624 678
e160    540 624
e161    540 698
e162    352 698
e163    91  352
e164    91  633
e165    627 633
e166    193 627
e167    193 409
e168    409 581
e169    182 581
e170    182 515
e171    439 515
e172    56  439
e173    56  571
e174    476 571
e175    291 476
e176    256 291
e177    21  256
e178    21  642
e179    254 642
e180    171 254
e181    52  171
e182    52  350
e183    328 350
e184    144 328
e185    144 542
e186    310 542
e187    310 464
e188    112 464
e189    112 408
e190    408 638
e191    505 638
e192    494 505
e193    212 494
e194    38  212
e195    36  38
e196    36  651
e197    253 651
e198    165 253
e199    165 257
e200    257 696
e201    533 696
e202    372 533
e203    357 372
e204    284 357
e205    69  284
e206    69  214
e207    164 214
e208    158 164
e209    158 366
e210    304 366
e211    134 304
e212    134 612
e213    78  612
e214    78  364
e215    364 513
e216    108 513
e217    108 441
e218    441 463
e219    463 687
e220    127 687
e221    127 211
e222    211 584
e223    578 584
e224    199 578
e225    199 341
e226    271 341
e227    271 519
e228    399 519
e229    9   399
e230    9   436
e231    218 436
e232    10  218
e233    10  30
e234    30  590
e235    185 590
e236    26  185
e237    26  383
e238    383 511
e239    293 511
e240    45  293
e241    45  593
e242    20  593
e243    20  336
e244    336 628
e245    537 628
e246    537 565
e247    124 565
e248    124 222
e249    31  222
e250    31  566
e251    344 566
e252    340 344
e253    340 406
e254    401 406
e255    401 669
e256    161 669
e257    161 163
e258    163 692
e259    398 692
e260    398 456
e261    456 588
e262    588 685
e263    331 685
e264    331 622
e265    443 622
e266    145 443
e267    145 292
e268    292 554
e269    457 554
e270    457 634
e271    153 634
e272    150 153
e273    105 150
e274    105 225
e275    225 243
e276    243 491
e277    320 491
e278    320 411
e279    411 460
e280    125 460
e281    125 374
e282    374 474
e283    197 474
e284    197 262
e285    37  262
e286    37  205
e287    73  205
e288    73  347
e289    347 637
e290    637 640
e291    322 640
e292    322 437
e293    247 437
e294    172 247
e295    141 172
e296    141 346
e297    267 346
e298    267 319
e299    319 691
e300    351 691
e301    217 351
e302    217 486
e303    467 486
e304    467 603
e305    598 603
e306    23  598
e307    23  418
e308    227 418
e309    220 227
e310    220 425
e311    242 425
e312    242 348
e313    59  348
e314    59  184
e315    120 184
e316    120 575
e317    546 575
e318    490 546
e319    114 490
e320    114 221
e321    208 221
e322    208 361
e323    361 662
e324    616 662
e325    616 665
e326    119 665
e327    119 391
e328    391 429
e329    22  429
e330    22  311
e331    258 311
e332    76  258
e333    76  266
e334    266 337
e335    329 337
e336    329 597
e337    557 597
e338    74  557
e339    74  658
e340    296 658
e341    296 415
e342    415 530
e343    530 539
e344    507 539
e345    138 507
e346    138 298
e347    298 680
e348    179 680
e349    17  179
e350    17  381
e351    381 548
e352    548 599
e353    514 599
e354    25  514
e355    25  117
e356    117 455
e357    66  455
e358    66  653
e359    4   653
e360    4   470
e361    92  470
e362    92  386
e363    29  386
e364    29  643
e365    355 643
e366    324 355
e367    324 681
e368    136 681
e369    136 223
e370    223 660
e371    452 660
e372    213 452
e373    149 213
e374    103 149
e375    103 201
e376    104 201
e377    104 556
e378    556 610
e379    159 610
e380    159 252
e381    142 252
e382    142 683
e383    503 683
e384    432 503
e385    110 432
e386    110 273
e387    224 273
e388    207 224
e389    207 410
e390    313 410
e391    313 448
e392    448 609
e393    609 648
e394    249 648
e395    249 532
e396    288 532
e397    77  288
e398    77  367
e399    303 367
e400    259 303
e401    154 259
e402    154 376
e403    376 635
e404    384 635
e405    384 576
e406    289 576
e407    55  289
e408    55  315
e409    315 551
e410    189 551
e411    189 338
e412    338 468
e413    297 468
e414    297 568
e415    248 568
e416    248 330
e417    330 594
e418    204 594
e419    204 396
e420    396 573
e421    377 573
e422    49  377
e423    49  307
e424    272 307
e425    272 417
e426    176 417
e427    176 502
e428    140 502
e429    140 202
e430    202 484
e431    80  484
e432    80  414
e433    414 536
e434    188 536
e435    187 188
e436    187 238
e437    132 238
e438    132 402
e439    156 402
e440    156 488
e441    58  488
e442    58  101
e443    101 170
e444    170 549
e445    268 549
e446    268 482
e447    194 482
e448    82  194
e449    82  600
e450    559 600
e451    559 563
e452    177 563
e453    177 652
e454    334 652
e455    18  334
e456    18  85
e457    85  245
e458    167 245
e459    167 504
e460    504 524
e461    524 629
e462    601 629
e463    295 601
e464    295 424
e465    61  424
e466    61  404
e467    404 498
e468    498 659
e469    434 659
e470    88  434
e471    88  644
e472    308 644
e473    157 308
e474    157 343
e475    343 492
e476    447 492
e477    263 447
e478    263 569
e479    99  569
e480    99  397
e481    260 397
e482    260 394
e483    137 394
e484    48  137
e485    48  454
e486    454 534
e487    534 682
e488    387 682
e489    64  387
e490    64  419
e491    131 419
e492    109 131
e493    109 686
e494    241 686
e495    241 360
e496    180 360
e497    180 697
e498    462 697
e499    435 462
e500    126 435
e501    126 265
e502    13  265
e503    13  688
e504    617 688
e505    428 617
e506    277 428
e507    277 445
e508    445 611
e509    611 674
e510    279 674
e511    279 459
e512    244 459
e513    244 650
e514    281 650
e515    281 545
e516    353 545
e517    353 572
e518    572 591
e519    591 663
e520    70  663
e521    70  506
e522    389 506
e523    43  389
e524    43  577
e525    16  577
e526    16  294
e527    294 631
e528    592 631
e529    148 592
e530    81  148
e531    81  278
e532    71  278
e533    71  407
e534    403 407
e535    363 403
e536    86  363
e537    86  290
e538    261 290
e539    47  261
e540    47  497
e541    497 668
e542    667 668
e543    237 667
e544    237 522
e545    190 522
e546    190 471
e547    229 471
e548    229 620
e549    146 620
e550    146 518
e551    299 518
e552    299 496
e553    466 496
e554    106 466
e555    50  106
e556    50  585
e557    453 585
e558    453 583
e559    562 583
e560    426 562
e561    380 426
e562    24  380
e563    24  673
e564    116 673
e565    87  116
e566    87  168
e567    84  168
e568    84  564
e569    349 564
e570    349 574
e571    574 684
e572    226 684
e573    226 671
e574    67  671
e575    33  67
e576    33  368
e577    368 649
e578    230 649
e579    54  230
e580    54  523
e581    523 623
e582    300 623
e583    300 405
e584    44  405
e585    44  558
e586    173 558
e587    173 231
e588    231 689
e589    580 689
e590    472 580
e591    472 676
e592    255 676
e593    255 639
e594    19  639
e595    19  416
e596    12  416
e597    12  335
e598    335 449
e599    375 449
e600    375 516
e601    65  516
e602    65  461
e603    83  461
e604    83  679
e605    547 679
e606    232 547
e607    166 232
e608    166 219
e609    219 239
e610    186 239
e611    186 191
e612    191 327
e613    327 478
e614    35  478
e615    35  677
e616    412 677
e617    107 412
e618    107 373
e619    373 608
e620    420 608
e621    90  420
e622    28  90
e623    28  525
e624    510 525
e625    210 510
e626    210 553
e627    195 553
e628    195 274
e629    274 305
e630    68  305
e631    51  68
e632    51  147
e633    147 613
e634    96  613
e635    15  96
e636    15  619
e637    393 619
e638    393 567
e639    332 567
e640    79  332
e641    79  183
e642    121 183
e643    121 233
e644    233 693
e645    535 693
e646    152 535
e647    152 312
e648    312 487
e649    100 487
e650    100 607
e651    314 607
e652    314 538
e653    5   538
e654    5   379
e655    379 657
e656    501 657
e657    89  501
e658    42  89
e659    42  570
e660    370 570
e661    118 370
e662    118 395
e663    395 560
e664    129 560
e665    129 392
e666    326 392
e667    326 356
e668    354 356
e669    354 625
e670    451 625
e671    14  451
e672    14  695
e673    62  695
e674    62  630
e675    446 630
e676    94  446
e677    94  636
e678    63  636
e679    63  302
e680    115 302
e681    115 495
e682    495 614
e683    555 614
e684    57  555
e685    57  385
e686    385 596
e687    155 596
e688    155 646
e689    550 646
e690    139 550
e691    139 280
e692    280 509
e693    1   509
e694    1   694
e695    382 694
e696    318 382
e697    8   318
e698    8   606
e699    216 606
e700    44  414
e701    173 610
e702    146 339
e703    49  496
e704    30  567
e705    295 344
e706    289 371
e707    238 575
e708    522 689
e709    553 682
e710    548 666
e711    331 405
e712    341 695
e713    128 248
e714    21  661
e715    371 408
e716    6   456
e717    517 542
e718    529 623
e719    179 357
e720    240 394
e721    14  214
e722    354 694
e723    542 670
e724    195 644
e725    264 697
e726    485 566
e727    206 414
e728    152 533
e729    92  369
e730    28  70
e731    197 587
e732    365 589
e733    421 448
e734    47  600
e735    67  253
e736    310 503
e737    91  155
e738    1   595
e739    52  287
e740    427 466
e741    145 460
e742    221 676
e743    104 323
e744    90  472
e745    209 511
e746    325 330
e747    44  327
e748    126 329
e749    121 606
e750    295 623
e751    11  578
e752    176 194
e753    323 412
e754    15  207
e755    151 198
e756    83  676
e757    304 470
e758    129 442
e759    144 473
e760    317 424
e761    295 511
e762    45  693
e763    531 680
e764    48  565
e765    201 372
